"isRequired","name","datatype","uuid:ID","instanceType","isEnabled","id","label"
"True","DSDECOD","text","306e72bb-30dd-41c8-8174-1ce7c1e39474","BiomedicalConceptProperty","True","BiomedicalConceptProperty_116","DSDECOD"
"True","DSTERM","text","d794aabb-92e8-41cc-b9b8-d02856617930","BiomedicalConceptProperty","True","BiomedicalConceptProperty_117","DSTERM"
"True","DSSTDTC","datetime","cf974012-f708-4165-9001-23aa4fd397bf","BiomedicalConceptProperty","True","BiomedicalConceptProperty_118","DSSTDTC"
"True","Sex","string","ab3ccee1-2530-48e2-ab77-cf27bbdb918e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_119","Sex"
"True","Race","string","b915f4d8-a291-4cc1-85be-02cc63164c24","BiomedicalConceptProperty","True","BiomedicalConceptProperty_120","Race"
"True","VSTESTCD","","06810ef8-450b-422e-94b6-7aca9d6d0074","BiomedicalConceptProperty","True","BiomedicalConceptProperty_121","VSTESTCD"
"True","VSORRES","float","b5491f7a-372f-4cce-8196-0f2d975614cf","BiomedicalConceptProperty","True","BiomedicalConceptProperty_122","VSORRES"
"True","VSORRESU","","ae0e60f8-c039-464e-9514-7098c2ffa597","BiomedicalConceptProperty","True","BiomedicalConceptProperty_123","VSORRESU"
"True","VSLOC","","8bba8a6e-7025-4278-b104-303e7237a6a6","BiomedicalConceptProperty","True","BiomedicalConceptProperty_124","VSLOC"
"True","VSTESTCD","","f2169f37-154b-405b-98cd-148e451aaa88","BiomedicalConceptProperty","True","BiomedicalConceptProperty_125","VSTESTCD"
"True","VSORRES","float","111b5b2f-0e8c-4077-b3c5-9b6c79a86f6b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_126","VSORRES"
"True","VSORRESU","","0f6f3304-e476-43c2-8ec4-6ff8409b5127","BiomedicalConceptProperty","True","BiomedicalConceptProperty_127","VSORRESU"
"True","VSTESTCD","","5192b7fe-d941-43a1-8ce6-ccf80ca7b614","BiomedicalConceptProperty","True","BiomedicalConceptProperty_128","VSTESTCD"
"True","VSORRES","float","a9fad0f6-5a4e-4b23-97db-6d4814225490","BiomedicalConceptProperty","True","BiomedicalConceptProperty_129","VSORRES"
"True","VSORRESU","","5b234dd2-361a-41f8-9aff-328c30073f91","BiomedicalConceptProperty","True","BiomedicalConceptProperty_130","VSORRESU"
"True","LBTESTCD","","875081d5-86ba-4d24-a618-7a064cbfae2b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_131","LBTESTCD"
"True","LBORRES","float","f5164109-87c8-4e7c-8c1f-14db7c3f339b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_132","LBORRES"
"True","LBORRESU","","15fd3942-dab3-4dba-ac41-9bfa496a5965","BiomedicalConceptProperty","True","BiomedicalConceptProperty_133","LBORRESU"
"True","LBSPEC","","a4e7cb0c-9d54-45cb-a1ee-a71abc6daab7","BiomedicalConceptProperty","True","BiomedicalConceptProperty_134","LBSPEC"
"True","LBFAST","","a09979ad-6687-4c56-91af-d3309eb12907","BiomedicalConceptProperty","True","BiomedicalConceptProperty_135","LBFAST"
"True","LBTESTCD","","4d2a9706-c5f7-4c4e-8efe-456ae529828b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_136","LBTESTCD"
"True","LBORRES","text","8455b1b5-2fc7-4aee-8a58-f8b4b34a73ca","BiomedicalConceptProperty","True","BiomedicalConceptProperty_137","LBORRES"
"True","LBSPEC","","82663113-1c74-4d36-8d2b-72a1d7e79a7a","BiomedicalConceptProperty","True","BiomedicalConceptProperty_138","LBSPEC"
"True","LBFAST","","59daa3ec-6102-4f0a-8989-87617b8622c1","BiomedicalConceptProperty","True","BiomedicalConceptProperty_139","LBFAST"
"True","LBTESTCD","","2406878a-7658-42fe-ab66-b700b949816b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_140","LBTESTCD"
"True","LBORRES","float","8529969a-d677-40ca-8a4b-224049f46961","BiomedicalConceptProperty","True","BiomedicalConceptProperty_141","LBORRES"
"True","LBORRESU","","a70a9155-e94a-42ac-b4e7-4739f1ad827e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_142","LBORRESU"
"True","LBSPEC","","50e1fc4d-5876-405c-82a6-c2b0d881ba09","BiomedicalConceptProperty","True","BiomedicalConceptProperty_143","LBSPEC"
"True","LBFAST","","26b79e4d-4564-4822-a24d-ac6c691f5cd7","BiomedicalConceptProperty","True","BiomedicalConceptProperty_144","LBFAST"
"True","LBTESTCD","","1fcf0f0a-102c-42de-aabf-c7005f24cd51","BiomedicalConceptProperty","True","BiomedicalConceptProperty_145","LBTESTCD"
"True","LBORRES","float","5b0f1505-6fd1-4a72-b952-f351eb6a04db","BiomedicalConceptProperty","True","BiomedicalConceptProperty_146","LBORRES"
"True","LBORRESU","","e0398bae-d2c8-4da0-8f11-e5a7a68333a8","BiomedicalConceptProperty","True","BiomedicalConceptProperty_147","LBORRESU"
"True","LBSPEC","","9d2db8f9-0755-4959-a250-63b06349e641","BiomedicalConceptProperty","True","BiomedicalConceptProperty_148","LBSPEC"
"True","LBFAST","","7f94f472-82b3-41dd-8b2b-52eb96c8039f","BiomedicalConceptProperty","True","BiomedicalConceptProperty_149","LBFAST"
"True","LBTESTCD","","c171dc2f-a538-4712-a220-aebe2fdf9f88","BiomedicalConceptProperty","True","BiomedicalConceptProperty_150","LBTESTCD"
"True","LBORRES","float","542c6ac1-8872-4047-bbac-945ad0b9a6e8","BiomedicalConceptProperty","True","BiomedicalConceptProperty_151","LBORRES"
"True","LBORRESU","","97d031e9-daa5-416e-893c-243256a2edbb","BiomedicalConceptProperty","True","BiomedicalConceptProperty_152","LBORRESU"
"True","LBSPEC","","7b1f79d9-50ce-4900-9265-e723486b31a7","BiomedicalConceptProperty","True","BiomedicalConceptProperty_153","LBSPEC"
"True","LBFAST","","4cd57916-c593-40cf-83c2-aac2feabb535","BiomedicalConceptProperty","True","BiomedicalConceptProperty_154","LBFAST"
"True","LBTESTCD","","b6167292-79b1-41a6-a2d2-808545b27385","BiomedicalConceptProperty","True","BiomedicalConceptProperty_155","LBTESTCD"
"True","LBORRES","float","3c7370dc-89de-4c8d-a6ac-2c868bc96bcb","BiomedicalConceptProperty","True","BiomedicalConceptProperty_156","LBORRES"
"True","LBORRESU","","802c4c65-bae2-4a98-8bf1-614658607ceb","BiomedicalConceptProperty","True","BiomedicalConceptProperty_157","LBORRESU"
"True","LBSPEC","","b29e6686-5ebd-4766-924b-f6c7f15be5b7","BiomedicalConceptProperty","True","BiomedicalConceptProperty_158","LBSPEC"
"True","LBFAST","","88f7513e-20ae-4db8-a36e-1853dbf36d26","BiomedicalConceptProperty","True","BiomedicalConceptProperty_159","LBFAST"
"True","LBTESTCD","","b3eb1598-b6d3-4821-bcd8-c7a9ec73b411","BiomedicalConceptProperty","True","BiomedicalConceptProperty_160","LBTESTCD"
"True","LBORRES","float","0e3c2f05-1dc6-4858-8037-9eda9b86f8f9","BiomedicalConceptProperty","True","BiomedicalConceptProperty_161","LBORRES"
"True","LBORRESU","","ba4d43b4-8939-4411-8b1d-515c54ade358","BiomedicalConceptProperty","True","BiomedicalConceptProperty_162","LBORRESU"
"True","LBSPEC","","41b3c854-eb31-43a0-b45e-03bf8b4f0075","BiomedicalConceptProperty","True","BiomedicalConceptProperty_163","LBSPEC"
"True","LBFAST","","dc42cc10-571b-498b-8dab-e1fdadd5e7c4","BiomedicalConceptProperty","True","BiomedicalConceptProperty_164","LBFAST"
"True","LBTESTCD","","a37ab74b-6492-4751-be28-17fef09c2e72","BiomedicalConceptProperty","True","BiomedicalConceptProperty_165","LBTESTCD"
"True","LBORRES","float","628200fd-2875-43f5-bf3a-6153e5dd82ef","BiomedicalConceptProperty","True","BiomedicalConceptProperty_166","LBORRES"
"True","LBORRESU","","22ed4b87-d261-4072-bff2-5cda50611d91","BiomedicalConceptProperty","True","BiomedicalConceptProperty_167","LBORRESU"
"True","LBSPEC","","8ccf0b82-a50e-4142-ad8b-b749b3fec915","BiomedicalConceptProperty","True","BiomedicalConceptProperty_168","LBSPEC"
"True","LBFAST","","68f31e49-df1e-47e0-9d7f-ce1f4af946e3","BiomedicalConceptProperty","True","BiomedicalConceptProperty_169","LBFAST"
"True","AETERM","text","c0e0905d-ee73-45ba-81ff-6f860ad689a6","BiomedicalConceptProperty","True","BiomedicalConceptProperty_1","AETERM"
"True","AEDECOD","text","c61f9f9d-7197-44b5-9639-9372d5d38057","BiomedicalConceptProperty","True","BiomedicalConceptProperty_2","AEDECOD"
"True","AEPRESP","text","69576226-5a60-4559-8779-cea5818957bc","BiomedicalConceptProperty","True","BiomedicalConceptProperty_3","AEPRESP"
"True","AELOC","text","7ac0b27e-5a46-46fd-887c-b14a6a527864","BiomedicalConceptProperty","True","BiomedicalConceptProperty_4","AELOC"
"True","AESEV","text","d1659d93-b391-401b-94dd-fc2e53da18a2","BiomedicalConceptProperty","True","BiomedicalConceptProperty_5","AESEV"
"True","AESER","text","f116e95d-0d9b-4510-b9b6-4d3af2acec83","BiomedicalConceptProperty","True","BiomedicalConceptProperty_6","AESER"
"True","AEACN","text","00ef6244-7004-4bd6-9b24-04a8a5a6a38b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_7","AEACN"
"True","AEACNOTH","text","c59e803c-e951-4139-bf0d-7da9a4291182","BiomedicalConceptProperty","True","BiomedicalConceptProperty_8","AEACNOTH"
"True","AEREL","text","16aeb964-4fed-44c2-a2da-10ecdf35129a","BiomedicalConceptProperty","True","BiomedicalConceptProperty_9","AEREL"
"True","AERELNST","text","55350d4c-627c-4f82-a09c-0d7503461cf4","BiomedicalConceptProperty","True","BiomedicalConceptProperty_10","AERELNST"
"True","AEPATT","text","fa9e19f8-c378-49b5-a780-d1bd595b5e4b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_11","AEPATT"
"True","AEOUT","text","a15d37ea-fc1f-4d25-8ff7-27b00c36c2c5","BiomedicalConceptProperty","True","BiomedicalConceptProperty_12","AEOUT"
"True","AESCAN","text","6a044202-8c79-4bc4-b33e-c5d6ab5e672d","BiomedicalConceptProperty","True","BiomedicalConceptProperty_13","AESCAN"
"True","AESCONG","text","c27ad55f-cf37-48d1-a8f4-785e8feabfab","BiomedicalConceptProperty","True","BiomedicalConceptProperty_14","AESCONG"
"True","AESDISAB","text","16181da4-18ee-48bb-856a-d128682340b8","BiomedicalConceptProperty","True","BiomedicalConceptProperty_15","AESDISAB"
"True","AESDTH","text","36fca52e-1616-48cb-b8e4-f3759f6a7903","BiomedicalConceptProperty","True","BiomedicalConceptProperty_16","AESDTH"
"True","AESHOSP","text","b5eb1314-dbe1-4f71-9d86-ecb551e124f0","BiomedicalConceptProperty","True","BiomedicalConceptProperty_17","AESHOSP"
"True","AESLIFE","text","07e05f50-f0ab-4b24-895a-780863522665","BiomedicalConceptProperty","True","BiomedicalConceptProperty_18","AESLIFE"
"True","AESOD","text","28817794-2cb8-4671-8c36-0fd693a3012c","BiomedicalConceptProperty","True","BiomedicalConceptProperty_19","AESOD"
"True","AESMIE","text","b375a127-cda5-4286-a496-25de6340d603","BiomedicalConceptProperty","True","BiomedicalConceptProperty_20","AESMIE"
"True","AECONTRT","text","5ebabe01-2e3b-4abf-bcda-f4a8fe40864b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_21","AECONTRT"
"True","AESTDTC","datetime","08462a05-9c67-474f-a523-8df649f31f53","BiomedicalConceptProperty","True","BiomedicalConceptProperty_22","AESTDTC"
"True","AEENDTC","datetime","e6de7276-86fb-4321-ad7d-db8cb29f65ec","BiomedicalConceptProperty","True","BiomedicalConceptProperty_23","AEENDTC"
"True","VSTESTCD","","81f01850-7252-4189-8d0f-9a32c4f975d1","BiomedicalConceptProperty","True","BiomedicalConceptProperty_24","VSTESTCD"
"True","VSORRES","integer","e00e4550-8fa9-46a1-80ee-8816cf91d4f1","BiomedicalConceptProperty","True","BiomedicalConceptProperty_25","VSORRES"
"True","VSORRESU","","ba469f8a-1d8a-4816-b8b4-48a709b1d25b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_26","VSORRESU"
"True","VSPOS","","a75120e7-d5c4-4a8d-b7a2-0511eacba1f0","BiomedicalConceptProperty","True","BiomedicalConceptProperty_27","VSPOS"
"True","VSLOC","","840ae87e-e25d-4047-b400-d1dcb2459952","BiomedicalConceptProperty","True","BiomedicalConceptProperty_28","VSLOC"
"True","VSLAT","","b5e1a9ad-af6e-4c4e-a341-fa2caf275ccb","BiomedicalConceptProperty","True","BiomedicalConceptProperty_29","VSLAT"
"True","VSTESTCD","","7285b262-3dfb-4564-9baf-acb40e06d331","BiomedicalConceptProperty","True","BiomedicalConceptProperty_30","VSTESTCD"
"True","VSORRES","integer","713020bf-2f72-48da-b2d2-200e311f7ef6","BiomedicalConceptProperty","True","BiomedicalConceptProperty_31","VSORRES"
"True","VSORRESU","","3afb18b6-cb43-49b4-bbcb-a019335f66e1","BiomedicalConceptProperty","True","BiomedicalConceptProperty_32","VSORRESU"
"True","VSPOS","","0f4af1d6-0b6c-4474-a448-91beb5b39ba3","BiomedicalConceptProperty","True","BiomedicalConceptProperty_33","VSPOS"
"True","VSLOC","","33a03ffa-79ca-4082-a579-b525cc6a6211","BiomedicalConceptProperty","True","BiomedicalConceptProperty_34","VSLOC"
"True","VSLAT","","24765757-65eb-4f01-a520-29ec15411b7b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_35","VSLAT"
"True","VSTESTCD","","d03faaec-62d4-46dc-ba0b-9fd0ae58ecd8","BiomedicalConceptProperty","True","BiomedicalConceptProperty_36","VSTESTCD"
"True","VSORRES","float","419dbb06-90bf-48e5-a97a-cb00933d8b4e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_37","VSORRES"
"True","VSORRESU","","4e1f3b4a-55f1-4b03-9bb2-2bc359c65d98","BiomedicalConceptProperty","True","BiomedicalConceptProperty_38","VSORRESU"
"True","VSLOC","","2c64e570-3297-489a-9921-76e58a4d92ef","BiomedicalConceptProperty","True","BiomedicalConceptProperty_39","VSLOC"
"True","VSTESTCD","","17da14f8-fbb5-48d6-9759-046dfad1f3ae","BiomedicalConceptProperty","True","BiomedicalConceptProperty_40","VSTESTCD"
"True","VSORRES","float","53a4f62d-70ed-4b51-b9e0-8b72a240e40f","BiomedicalConceptProperty","True","BiomedicalConceptProperty_41","VSORRES"
"True","VSORRESU","","2e4ef988-c488-4aa1-96f8-0f44bfdf9445","BiomedicalConceptProperty","True","BiomedicalConceptProperty_42","VSORRESU"
"True","VSTESTCD","","2ab83921-4004-4138-95f3-a3799803a863","BiomedicalConceptProperty","True","BiomedicalConceptProperty_43","VSTESTCD"
"True","VSORRES","float","7455f694-0022-4dad-bead-1631c5c6cab2","BiomedicalConceptProperty","True","BiomedicalConceptProperty_44","VSORRES"
"True","VSORRESU","","44d9985e-0578-43e2-baef-639cff818fff","BiomedicalConceptProperty","True","BiomedicalConceptProperty_45","VSORRESU"
"True","LBTESTCD","","222e0661-f398-4b53-a988-843c95850624","BiomedicalConceptProperty","True","BiomedicalConceptProperty_46","LBTESTCD"
"True","LBORRES","float","2113e552-a642-4f25-a1c6-abfced51c48c","BiomedicalConceptProperty","True","BiomedicalConceptProperty_47","LBORRES"
"True","LBORRESU","","21f02c55-2a0c-47d5-8634-2d6c79196eb5","BiomedicalConceptProperty","True","BiomedicalConceptProperty_48","LBORRESU"
"True","LBSPEC","","108a3d7b-7520-445c-889d-086d6de47599","BiomedicalConceptProperty","True","BiomedicalConceptProperty_49","LBSPEC"
"True","LBFAST","","a7d1c2c5-9e22-4309-b296-c753acf79ecc","BiomedicalConceptProperty","True","BiomedicalConceptProperty_50","LBFAST"
"True","LBTESTCD","","9010490a-1218-49b5-9b0d-fd4429e110a4","BiomedicalConceptProperty","True","BiomedicalConceptProperty_51","LBTESTCD"
"True","LBORRES","text","63903cba-fd8d-4fd7-aaec-387b709b414e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_52","LBORRES"
"True","LBSPEC","","9e5855b1-b9f9-4f15-90ea-7aa0ee9b5898","BiomedicalConceptProperty","True","BiomedicalConceptProperty_53","LBSPEC"
"True","LBFAST","","77ae2d45-c710-4962-89d6-885fc1e9c236","BiomedicalConceptProperty","True","BiomedicalConceptProperty_54","LBFAST"
"True","LBTESTCD","","7cc45abb-88b1-44ae-a451-75a08b5b38dd","BiomedicalConceptProperty","True","BiomedicalConceptProperty_55","LBTESTCD"
"True","LBORRES","float","180f4e7d-6dfb-40b8-ac3f-56e455827d81","BiomedicalConceptProperty","True","BiomedicalConceptProperty_56","LBORRES"
"True","LBORRESU","","08f4ea64-5c9a-4fab-a193-520c289faa58","BiomedicalConceptProperty","True","BiomedicalConceptProperty_57","LBORRESU"
"True","LBSPEC","","ca570d03-340f-4b07-9ee0-85f2fb2291fa","BiomedicalConceptProperty","True","BiomedicalConceptProperty_58","LBSPEC"
"True","LBFAST","","6d9a01bb-ba77-40d1-9a82-91ef303bfd7d","BiomedicalConceptProperty","True","BiomedicalConceptProperty_59","LBFAST"
"True","LBTESTCD","","5c82e68c-cb07-48d9-b19e-1bd53deb862e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_60","LBTESTCD"
"True","LBORRES","float","e4c66bd6-eb55-4992-a139-024047bad926","BiomedicalConceptProperty","True","BiomedicalConceptProperty_61","LBORRES"
"True","LBORRESU","","0c3bd769-7c59-46ee-8582-f2dfc76fea84","BiomedicalConceptProperty","True","BiomedicalConceptProperty_62","LBORRESU"
"True","LBSPEC","","359abbe8-5e3c-43d1-acd3-003cac79e357","BiomedicalConceptProperty","True","BiomedicalConceptProperty_63","LBSPEC"
"True","LBFAST","","34524033-644e-4aeb-8a69-77ce268b0d2d","BiomedicalConceptProperty","True","BiomedicalConceptProperty_64","LBFAST"
"True","LBTESTCD","","79e13d59-c0f3-45bb-986a-c331816e8542","BiomedicalConceptProperty","True","BiomedicalConceptProperty_65","LBTESTCD"
"True","LBORRES","float","4fddf824-3883-43c5-b8ac-a89183ca3df5","BiomedicalConceptProperty","True","BiomedicalConceptProperty_66","LBORRES"
"True","LBORRESU","","679b5e58-4146-4a65-89cf-2a46e10a5d8a","BiomedicalConceptProperty","True","BiomedicalConceptProperty_67","LBORRESU"
