"code","id","codeSystemVersion","uuid:ID","codeSystem","decode"
"C98388","Code_1","2023-09-29","236ddcec-1b1e-4b1c-beed-e3243cd4aa6b","http://www.cdisc.org","Interventional Study"
"C15601","Code_2","2023-09-29","455ebc27-e858-458d-a346-15831841354e","http://www.cdisc.org","Phase II Trial"
"C132352","Code_5","2023-09-29","67eab9da-1db2-4a70-90d2-04a1925ecf00","http://www.cdisc.org","Sponsor Approval Date"
"C68846","Code_6","2023-09-29","b31ca40c-085c-4bd0-b55d-fea7a72eff13","http://www.cdisc.org","Global"
"C99904x3","Code_65","2023-09-29","0290c19e-e44b-48e9-a277-6edd71947c4e","http://www.cdisc.org","IRB/IEC Feedback"
"C17649","Code_66","2023-09-29","ff88eba2-d91f-4a11-8192-092826754b9e","http://www.cdisc.org","Other"
"C41129","Code_68","2023-09-29","62d0e742-1c88-4ba3-9f3e-8161c09970f3","http://www.cdisc.org","Region"
"150","Code_67","2020-08","0170ab5d-00e5-48fd-9400-94a82073044a","ISO 3166 1 alpha3","Europe"
"PHARMA","Code_3","12","54806afc-997b-4106-87c9-b672f011dfb8","SPONSOR","Eli Lilly"
"C70793","Code_69","2023-09-29","43e14eee-e2b9-431a-a725-765a5486f9ce","http://www.cdisc.org","Clinical Study Sponsor"
"USA","Code_70","2020-08","956d0fd6-a90c-41bf-9bd8-bc111301ee87","ISO 3166 1 alpha3","United States of America"
"C93453","Code_71","2023-09-29","8bc98705-a02e-4a29-98bb-5806bff0d97f","http://www.cdisc.org","Study Registry"
"C49656","Code_129","2023-09-29","f9e5e8b4-0f33-457a-84ca-c62f0853561f","http://www.cdisc.org","Treatment Study"
"C49666","Code_130","2023-09-29","5563c1c5-ff2b-415e-9c42-02ff397bf5ef","http://www.cdisc.org","Efficacy Study"
"C49667","Code_131","2023-09-29","dbeeead7-f82e-421c-9c6b-d028c8dcf2c2","http://www.cdisc.org","Safety Study"
"C49663","Code_132","2023-09-29","df257398-23b0-4767-88ea-1f1891a101fa","http://www.cdisc.org","Pharmacokinetic Study"
"MILD_MOD_ALZ","Code_126","12","5e291594-32f6-47c6-b2b5-24e4419b7e29","SPONSOR","Mild to Moderate Alzheimer\'s Disease"
"26929004","Code_127","January 31, 2018","9ea0a5a6-a1a2-408a-82b3-55deeee861f7","SNOMED","Alzheimer\'s disease"
"C82639","Code_133","2023-09-29","98d17f94-8f04-44a0-a4f5-7a676edc63ab","http://www.cdisc.org","Parallel Study"
"C25716","Code_75","2023-09-29","63260189-ac49-4b1c-8f6e-1e4a759f5433","http://www.cdisc.org","Visit"
"C51282","Code_76","2023-09-29","9f2e7dde-6bcd-47b6-9728-af1c714a1473","http://www.cdisc.org","Clinic"
"C175574","Code_77","2023-09-29","758075fa-90cd-43b6-af38-8cee26e9c370","http://www.cdisc.org","In Person"
"C25716","Code_78","2023-09-29","0f2ec94c-967f-44c9-b1ea-883bcf5f551f","http://www.cdisc.org","Visit"
"C51282","Code_79","2023-09-29","355b3400-2a4f-44d6-8ea8-764f149c215a","http://www.cdisc.org","Clinic"
"C175574","Code_80","2023-09-29","5dc9170d-407b-400a-ab3c-555d912b7df9","http://www.cdisc.org","In Person"
"C25716","Code_81","2023-09-29","e97c2ab7-c36c-486e-8087-04e4ebc93e86","http://www.cdisc.org","Visit"
"C51282","Code_82","2023-09-29","3175024e-aee1-4c04-b853-5fb49369bcd0","http://www.cdisc.org","Clinic"
"C175574","Code_83","2023-09-29","99c724e9-9632-4266-8125-c5f812bfb269","http://www.cdisc.org","In Person"
"C25716","Code_84","2023-09-29","0850699a-75ac-44dd-949b-b34bf6deb963","http://www.cdisc.org","Visit"
"C51282","Code_85","2023-09-29","dc29044a-1fdc-44cb-8129-7aeae7c2bedb","http://www.cdisc.org","Clinic"
"C175574","Code_86","2023-09-29","0f9f831a-bd08-45fc-a6b2-20881abe8fc8","http://www.cdisc.org","In Person"
"C25716","Code_87","2023-09-29","7e367acb-59cf-4ca1-9fb0-534a5c290781","http://www.cdisc.org","Visit"
"C51282","Code_88","2023-09-29","9117b746-4be7-44c3-b50a-724fee0d8924","http://www.cdisc.org","Clinic"
"C175574","Code_89","2023-09-29","537d0132-6a9f-4037-8662-509bd280803c","http://www.cdisc.org","In Person"
"C25716","Code_90","2023-09-29","bf208c00-94f0-4595-8f6d-db12892c2c2d","http://www.cdisc.org","Visit"
"C51282","Code_91","2023-09-29","aa501a8d-f6b5-494d-abfd-c7d23ab26a56","http://www.cdisc.org","Clinic"
"C175574","Code_92","2023-09-29","db495480-3277-4d9f-bb95-f72216c59aee","http://www.cdisc.org","In Person"
"C25716","Code_93","2023-09-29","12f14e76-b5e5-45c5-914f-0a1657a3d904","http://www.cdisc.org","Visit"
"C51282","Code_94","2023-09-29","9fa0ca23-cee0-4856-8d4f-0e759ab49ac7","http://www.cdisc.org","Clinic"
"C175574","Code_95","2023-09-29","96edc1c0-99ac-43c5-a930-fa5355b64126","http://www.cdisc.org","In Person"
"C171537","Code_96","2023-09-29","06c18cce-2937-49b3-a633-15dd1aa0f442","http://www.cdisc.org","Telephone Call"
"C25716","Code_97","2023-09-29","9f033a1b-161b-4c48-99b9-b838f060d008","http://www.cdisc.org","Visit"
"C51282","Code_98","2023-09-29","9af12382-a402-47ea-9de4-45c76c731d7c","http://www.cdisc.org","Clinic"
"C175574","Code_99","2023-09-29","5ceaa67f-f841-457b-99ec-dac093cf7b77","http://www.cdisc.org","In Person"
"C171537","Code_100","2023-09-29","4a56d5e0-6610-4b83-880d-00bd5970c5c1","http://www.cdisc.org","Telephone Call"
"C25716","Code_101","2023-09-29","11f42c66-93b7-43a8-99f3-94168a12b482","http://www.cdisc.org","Visit"
"C51282","Code_102","2023-09-29","f5ed4d03-001f-4f38-9a9e-a3b417632aad","http://www.cdisc.org","Clinic"
"C175574","Code_103","2023-09-29","8cba0067-7841-455a-a73f-d17145986ff1","http://www.cdisc.org","In Person"
"C171537","Code_104","2023-09-29","b17d86c3-2121-4b12-8fb8-026313eddf66","http://www.cdisc.org","Telephone Call"
"C25716","Code_105","2023-09-29","5c04caf5-62b5-4592-be6f-3576e20d903f","http://www.cdisc.org","Visit"
"C51282","Code_106","2023-09-29","6dbde9f1-a054-4ea3-b0ce-05e8ac7f8abf","http://www.cdisc.org","Clinic"
"C175574","Code_107","2023-09-29","c98d8b03-41b0-425c-9bf2-532e50929776","http://www.cdisc.org","In Person"
"C171537","Code_108","2023-09-29","6ef5968c-6bbb-4f80-a99e-9ad76b00322a","http://www.cdisc.org","Telephone Call"
"C25716","Code_109","2023-09-29","65314a64-7005-416c-83ad-39f08782e202","http://www.cdisc.org","Visit"
"C51282","Code_110","2023-09-29","cdc78cf5-aeb3-4edf-8280-a9adee27f8a7","http://www.cdisc.org","Clinic"
