"uuid:ID","name","instanceType","text","sectionTitle","id","sectionNumber"
"de8d805c-c9e6-4a54-92fa-afe8c5db6aa0","ROOT","NarrativeContent","","Root","NarrativeContent_1","0"
"675b1e44-271b-4c0e-a0c7-0b74c701b4b9","SECTION 0","NarrativeContent","<div><usdm:section name=""M11-title-page""></usdm:section></div>","TITLE PAGE","NarrativeContent_2","0"
"faade251-16db-49a6-bed2-373a3e152596","SECTION 1","NarrativeContent","<div></div>","PROTOCOL SUMMARY","NarrativeContent_3","1"
"61baa42b-7fe7-4861-a790-e7dca161f156","SECTION 1.1","NarrativeContent","<div></div>","Protocol Synopsis","NarrativeContent_4","1.1"
"b8b859a1-45c4-469c-b5ba-85f5baf2433f","SECTION 1.2","NarrativeContent","<div></div>","Trial Schema","NarrativeContent_5","1.2"
"1ce24d03-f5bc-4ab2-bf30-754d88b63548","SECTION 1.3","NarrativeContent","<div></div>","Schedule of Activities","NarrativeContent_6","1.3"
"72dd89e0-6a14-429e-a7f4-a0fda41258fd","SECTION 2","NarrativeContent","<div></div>","INTRODUCTION","NarrativeContent_7","2"
"bb701efc-8958-41d1-8f03-2867533ec06a","SECTION 2.1","NarrativeContent","<div></div>","Purpose of Trial","NarrativeContent_8","2.1"
"3108545a-69b5-4f0a-9c5e-f3ba31a329bd","SECTION 2.2","NarrativeContent","<div></div>","Summary of Benefits and Risks","NarrativeContent_9","2.2"
"93583ff2-1cb1-431c-8837-5f566978cba6","SECTION 3","NarrativeContent","<div></div>","TRIAL OBJECTIVES, ENDPOINTS AND ESTIMANDS","NarrativeContent_10","3"
"57144ee5-cb37-41d6-82b5-113981cc8a00","SECTION 3.1","NarrativeContent","<div><usdm:section name=""M11-objective-endpoints""></usdm:section></div>","Primary Objectives","NarrativeContent_11","3.1"
"104c7872-9247-4207-8309-7717e5f093d5","SECTION 4","NarrativeContent","<div></div>","TRIAL DESIGN","NarrativeContent_12","4"
"f5abb006-45eb-4d8d-95f6-2f1f51443132","SECTION 4.1","NarrativeContent","<div></div>","Description of Trial Design","NarrativeContent_13","4.1"
"1fbe0daf-dd00-4606-b47d-00602fc6b44a","SECTION 4.1.1","NarrativeContent","<div></div>","Participant Input into Design","NarrativeContent_14","4.1.1"
"83f4d772-681f-4a6c-b429-5c9d0e160e69","SECTION 4.2","NarrativeContent","<div><p>Previous studies of the oral formulation have shown that xanomeline tartrate may improve behavior and cognition. Effects on behavior are manifest within 2 to 4 weeks of initiation of treatment. The same studies have shown that 8 to 12 weeks are required to demonstrate effects on cognition and clinical global assessment. This study is intended to determine the acute and chronic effects of the TTS formulation in AD; for that reason, the study is of 26 weeks duration. Dosage specification has been made on the basis of tolerance to the xanomeline TTS in a clinical pharmacology study (H2Q-EW-LKAA), and target plasma levels as determined in studies of the oral formulation of xanomeline (H2Q-MC-LZZA).</p></div>","Rationale for Trial Design","NarrativeContent_15","4.2"
"7d83b380-ec4a-49c6-964e-10fae7d002c7","SECTION 4.2.1","NarrativeContent","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","Rationale for Comparator","NarrativeContent_16","4.2.1"
"2e725d51-3c76-4032-9917-52e9536c0810","SECTION 4.2.2","NarrativeContent","<div></div>","Rationale for Adaptive or Novel Trial Design","NarrativeContent_17","4.2.2"
"a23789e0-1567-44f0-a95f-fe2d857a295c","SECTION 4.2.3","NarrativeContent","<div></div>","Other Trial Design Considerations","NarrativeContent_18","4.2.3"
"ec95127e-025b-454c-ab55-709bca284e06","SECTION 4.3","NarrativeContent","<div></div>","Access to Trial Intervention After End of Trial","NarrativeContent_19","4.3"
"2dcd3179-5d93-4d6a-a867-6f590faa802b","SECTION 4.4","NarrativeContent","<div></div>","Start of Trial and End of Trial","NarrativeContent_20","4.4"
"b945faeb-014e-4e85-916a-f6db9ec045de","SECTION 5","NarrativeContent","<div></div>","TRIAL POPULATION","NarrativeContent_21","5"
"804809ad-29ed-441a-8ebd-5e6f689c8d66","SECTION 5.1","NarrativeContent","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
<div><strong>Screen</strong></div>
<div>
<p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
<p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
</div>
</div>
<div>
<div>To <strong>enter</strong></div>
<div>
<p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
</div>
</div>
<div>
<div>To <strong>enroll</strong></div>
<div>
<p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
</div>

<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p>","Selection of Trial Population","NarrativeContent_22","5.1"
"0408a7f5-98b3-4abe-9f68-643bf1480b2d","SECTION 5.2","NarrativeContent","<div></div>","Rationale for Trial Population","NarrativeContent_23","5.2"
"558d39b3-f325-40fd-8805-affdc62ffa6a","SECTION 5.3","NarrativeContent","<div><usdm:section name=""M11-inclusion""></usdm:section></div>","Inclusion Criteria","NarrativeContent_24","5.3"
