"uuid:ID","name","isRequired","instanceType","label","id","isEnabled","datatype"
"df7a387a-f48e-4b1f-ae0d-343d97671135","Sex","True","BiomedicalConceptProperty","Sex","BiomedicalConceptProperty_89","True","string"
"d84b1583-85c1-4467-bb43-ab0b4d69cd05","Race","True","BiomedicalConceptProperty","Race","BiomedicalConceptProperty_90","True","string"
"4d8c791c-2cb8-4308-92d5-7f2f7d0a7e86","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_91","True","decimal"
"ca29b562-bd71-4d89-829b-ea294e7dcee3","Unit of Temperature","True","BiomedicalConceptProperty","Unit of Temperature","BiomedicalConceptProperty_92","True","string"
"715391ec-0cfc-4e23-8766-3bac2675adac","Anatomic Site","True","BiomedicalConceptProperty","Anatomic Site","BiomedicalConceptProperty_93","True","string"
"e88ad0a7-bac9-4bac-b1bb-554c5848b2cd","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_94","True","decimal"
"bff1665e-b135-4c29-90d7-aa9c142df1e2","Unit of Weight","True","BiomedicalConceptProperty","Unit of Weight","BiomedicalConceptProperty_95","True","string"
"a2af3296-a7c2-4c9d-9aeb-2ee1feb9f2f1","Clinical Test Result","True","BiomedicalConceptProperty","Clinical Test Result","BiomedicalConceptProperty_96","True","decimal"
"0e513e93-8664-450d-bbed-6373fcbf37c0","Unit of Height","True","BiomedicalConceptProperty","Unit of Height","BiomedicalConceptProperty_97","True","string"
"cdec952a-2f91-4540-917e-c09cb97ae12e","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_98","True","decimal"
"75f6bd0f-9666-4a74-9218-fe5af734e1e3","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_99","True","boolean"
"84e93b38-473a-4532-8502-14397dad93c2","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_100","True","string"
"5fbc51f6-46e0-4128-9cf9-382a5da9537d","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_101","True","string"
"9f6d88e8-8822-4c57-a462-5993b8d80b66","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_102","True","string"
"b737bbd9-643e-41e9-bb5d-65c9b09b8d5b","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_103","True","boolean"
"bcd491a1-1d24-45c3-b6e1-91f3fd4e4f0c","Unit of Concentration","True","BiomedicalConceptProperty","Unit of Concentration","BiomedicalConceptProperty_104","True","string"
"ac1bf1c3-4ffa-4b80-908f-4ef4d0a48178","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_105","True","string"
"b1f7d962-b09c-4a65-b97e-07fc6ce534be","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_106","True","decimal"
"4c5193a1-6155-4a94-afbe-f3069eff4f4c","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_107","True","boolean"
"e110de75-a039-4abf-9bad-7bdc9c1c5315","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_108","True","string"
"de6ec00b-d21f-47cb-9812-d668b40c9b5c","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_109","True","string"
"a38aa7f6-c2a0-4567-b9fc-819d175e3dd8","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_110","True","decimal"
"7513c9e1-65bf-40f7-89b4-3af0529b7711","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_111","True","boolean"
"c3977bc6-9d17-4f28-9df0-efdafeea9cb8","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_112","True","string"
"6e0c169a-d18a-4c8d-8683-678203553e66","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_113","True","string"
"650f18ea-15a2-4d5b-9464-95934eed46fe","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_114","True","string"
"f94a7716-0579-40f0-a29e-13a6af002f24","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_115","True","boolean"
"e680d147-0c0b-40af-bc3e-8425f64d6559","Unit of Concentration","True","BiomedicalConceptProperty","Unit of Concentration","BiomedicalConceptProperty_116","True","string"
"02b23c82-118a-4974-8a70-d369d9381aae","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_117","True","string"
"c771b671-e2a2-4e81-88e1-ee4c901d22c5","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_118","True","decimal"
"d37efe9a-7e6c-4ae5-828a-7fa67c970068","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_119","True","boolean"
"d823623e-fc81-4a67-83f9-430475ab3421","Molarity Unit","True","BiomedicalConceptProperty","Molarity Unit","BiomedicalConceptProperty_120","True","string"
"c67a3758-3219-4cb7-a659-7e490c516a22","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_121","True","string"
"13f83428-fe8d-4edd-9ce4-36c77b8e0fc8","Laboratory Test Result","True","BiomedicalConceptProperty","Laboratory Test Result","BiomedicalConceptProperty_122","True","decimal"
"05b72762-4eb1-42a2-8b04-3f57ebc27e18","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","Laboratory Test Fasting Status","BiomedicalConceptProperty_123","True","boolean"
"2f409ad6-bdcb-4cfe-b8c5-5d6604d193cf","Molarity Unit","True","BiomedicalConceptProperty","Molarity Unit","BiomedicalConceptProperty_124","True","string"
"47674e8a-f16d-492d-8a0f-f4d66f0b7a89","Biospecimen Type","True","BiomedicalConceptProperty","Biospecimen Type","BiomedicalConceptProperty_125","True","string"
"567cc073-8871-46a1-b846-779cc2ebe884","Reported Event Term","True","BiomedicalConceptProperty","Reported Event Term","BiomedicalConceptProperty_1","True","string"
"0513ef24-461d-428d-a19f-f68a166aa967","Dictionary-derived Term","True","BiomedicalConceptProperty","Dictionary-derived Term","BiomedicalConceptProperty_2","True","string"
"6c1823d6-612b-4ef5-9291-83fb9b305530","Category","True","BiomedicalConceptProperty","Category","BiomedicalConceptProperty_3","True","string"
"a8524990-1327-4932-955e-084b0c379520","Subcategory","True","BiomedicalConceptProperty","Subcategory","BiomedicalConceptProperty_4","True","string"
