"uuid:ID","name","instanceType","text","id"
"d0df271f-5e93-4b17-a0e9-cd8a73827c3e","ENCOUNTER_START_RULE_1","TransitionRule","Subject identifier","TransitionRule_1"
"e458aae8-af39-42a5-bee4-a6dbd8687c82","ENCOUNTER_START_RULE_1","TransitionRule","completion of screening activities","TransitionRule_2"
"bdff6600-9027-455f-b521-823f21d7dbcf","ENCOUNTER_START_RULE_2","TransitionRule","subject leaves clinic after connection of ambulatory ECG machine","TransitionRule_3"
"10d37e00-42a7-4356-8943-5a506edbd5d4","ENCOUNTER_START_RULE_3","TransitionRule","subject has connection of ambulatory ECG machine removed","TransitionRule_4"
"2f5e1f61-3017-42d8-9717-8884bf735fa4","ENCOUNTER_START_RULE_3","TransitionRule","Radomized","TransitionRule_5"
"44b5fb07-75b5-4746-bed9-0b32564f0012","ENCOUNTER_START_RULE_12","TransitionRule","End of treatment","TransitionRule_6"
"ee0dfb4a-cc56-40e5-9c66-6abd02ba27e3","ELEMENT_START_RULE_1","TransitionRule","Informed consent","TransitionRule_7"
"42140c08-e2c5-442c-86dd-9cfe8c0fda94","ELEMENT_END_RULE_1","TransitionRule","Completion of all screening activities and no more than 2 weeks from informed consent","TransitionRule_8"
"02a33097-26b5-461d-9118-f57602ca2836","ELEMENT_START_RULE_2","TransitionRule","Administration of first dose","TransitionRule_9"
"41e0fb30-525d-406a-8982-10e88a571e11","ELEMENT_START_RULE_7","TransitionRule","End of last scheduled visit on study (including early termination)","TransitionRule_14"
"11eaddbf-13d9-4cb6-a9ad-726b578de77a","ELEMENT_END_RULE_7","TransitionRule","Completion of all specified followup activities (which vary on a patient-by-patient basis)","TransitionRule_15"
"4b7f97b9-2acb-4746-9b78-842c67bc9ddc","ELEMENT_START_RULE_3","TransitionRule","Administration of first dose","TransitionRule_10"
"9f4e4cf7-da32-4d53-b27e-7a31a84695be","ELEMENT_START_RULE_4","TransitionRule","Randomized","TransitionRule_11"
"b2a97de2-d699-4445-b77b-fec99b525e2b","ELEMENT_START_RULE_5","TransitionRule","Administration of first dose (from patches supplied at Visit 4)","TransitionRule_12"
"41a1debd-e7f8-47b5-8e3c-f7190b154f5e","ELEMENT_START_RULE_6","TransitionRule","Administration of first dose (from patches supplied at Visit 12)","TransitionRule_13"
