"uuid:ID","datatype","instanceType","id","label","isRequired","name","isEnabled"
"a8f2466e-6b12-40e7-afb8-2d2e14f4778d","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_98","Vital Signs Result","True","Vital Signs Result","True"
"9db1ef06-62e7-4a09-835b-edc059cf67ed","string","BiomedicalConceptProperty","BiomedicalConceptProperty_99","Unit of Temperature","True","Unit of Temperature","True"
"c5db6f43-eabb-463a-a00d-38f0630218d4","string","BiomedicalConceptProperty","BiomedicalConceptProperty_100","Vital Signs Location","True","Vital Signs Location","True"
"a42d46e8-f449-4962-98ef-6731f201d677","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_101","Vital Signs Result","True","Vital Signs Result","True"
"ea5e40b1-1ff9-4c5d-9ccc-c88e7dded94a","string","BiomedicalConceptProperty","BiomedicalConceptProperty_102","Unit of Weight","True","Unit of Weight","True"
"a5af7626-64c0-4530-ab3f-2948685af833","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_103","Vital Signs Result","True","Vital Signs Result","True"
"55fdda0f-1290-4379-bdf2-7e106d846a9b","string","BiomedicalConceptProperty","BiomedicalConceptProperty_104","Unit of Height","True","Unit of Height","True"
"382ec7b0-bedf-43d5-8359-0d152efc42cf","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_105","Laboratory Test Result","True","Laboratory Test Result","True"
"7cbe2d5c-9730-4185-aa50-dad9d27f5e08","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_106","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"18111666-e270-41b3-8886-c166c1ab1bd1","string","BiomedicalConceptProperty","BiomedicalConceptProperty_107","Unit of Catalytic Activity Concentration","True","Unit of Catalytic Activity Concentration","True"
"0f8df7b0-65e7-461c-a0f0-e61a639ec644","string","BiomedicalConceptProperty","BiomedicalConceptProperty_108","Biospecimen Type","True","Biospecimen Type","True"
"1c4cbea6-1619-4875-9252-7edf63e01ae0","string","BiomedicalConceptProperty","BiomedicalConceptProperty_109","Laboratory Test Result","True","Laboratory Test Result","True"
"bcb585eb-cfc9-4f8e-ae54-da88249c8b6b","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_110","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"abc9cbdd-a6b3-422c-a76e-975044610817","string","BiomedicalConceptProperty","BiomedicalConceptProperty_111","Unit of Concentration","True","Unit of Concentration","True"
"393c4ab6-d6ef-4705-a7d6-ca477f591851","string","BiomedicalConceptProperty","BiomedicalConceptProperty_112","Biospecimen Type","True","Biospecimen Type","True"
"4339a499-6a59-408d-b84c-b702b97c6f4a","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_113","Laboratory Test Result","True","Laboratory Test Result","True"
"d6d0ae8a-9224-4026-9e82-cfac9f9d5f23","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_114","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"1cf2acd5-e33c-413c-b82f-58021893f145","string","BiomedicalConceptProperty","BiomedicalConceptProperty_115","Unit of Catalytic Activity Concentration","True","Unit of Catalytic Activity Concentration","True"
"e8e029e0-291f-42ce-ad4a-7cc9a4bf7419","string","BiomedicalConceptProperty","BiomedicalConceptProperty_116","Biospecimen Type","True","Biospecimen Type","True"
"a92fb338-5436-4f91-8001-6e39cc2f4354","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_117","Laboratory Test Result","True","Laboratory Test Result","True"
"69618f19-8698-4419-94da-aa4d9341995a","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_118","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"556d9177-7601-426f-b3eb-6f8621d0dbb7","string","BiomedicalConceptProperty","BiomedicalConceptProperty_119","Unit of Catalytic Activity Concentration","True","Unit of Catalytic Activity Concentration","True"
"78e4f36c-9be2-4423-ac08-114ee80e9318","string","BiomedicalConceptProperty","BiomedicalConceptProperty_120","Biospecimen Type","True","Biospecimen Type","True"
"e2cfe0ab-ad75-496f-a689-ab5c0cc8388a","string","BiomedicalConceptProperty","BiomedicalConceptProperty_121","Laboratory Test Result","True","Laboratory Test Result","True"
"1f85f42c-a38f-4627-a52c-d7a5a8c4aeba","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_122","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"8a4c72f6-4b01-4713-9bc7-a64bdedf5972","string","BiomedicalConceptProperty","BiomedicalConceptProperty_123","Unit of Concentration","True","Unit of Concentration","True"
"ceffefe4-e80a-47f0-a98d-9b05c9d992d0","string","BiomedicalConceptProperty","BiomedicalConceptProperty_124","Biospecimen Type","True","Biospecimen Type","True"
"8cede1a2-4f43-4039-a16a-c73fd08da977","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_125","Laboratory Test Result","True","Laboratory Test Result","True"
"49701b3f-134d-47d5-a4f1-a14a28a26106","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_126","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"b9827157-7b73-4ced-ae7f-42e38372b12f","string","BiomedicalConceptProperty","BiomedicalConceptProperty_127","Molarity Unit","True","Molarity Unit","True"
"49064916-07ff-455f-9f48-059e66a792ba","string","BiomedicalConceptProperty","BiomedicalConceptProperty_128","Biospecimen Type","True","Biospecimen Type","True"
"a49990ea-7567-4299-b456-f008862234e9","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_129","Laboratory Test Result","True","Laboratory Test Result","True"
"a1307bbc-956e-43a6-9343-5dccd95f8914","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_130","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"0d7f89ee-eeba-4063-902d-333af0a97689","string","BiomedicalConceptProperty","BiomedicalConceptProperty_131","Molarity Unit","True","Molarity Unit","True"
"6191d889-afe6-4b39-af37-8b2e3ea575c6","string","BiomedicalConceptProperty","BiomedicalConceptProperty_132","Biospecimen Type","True","Biospecimen Type","True"
"0a709c9c-1050-4a1f-be8a-b466d81bc581","string","BiomedicalConceptProperty","BiomedicalConceptProperty_1","Adverse Event Verbatim Description","True","Adverse Event Verbatim Description","True"
"940fa5a0-6866-46c3-a570-440a77c3b5d3","string","BiomedicalConceptProperty","BiomedicalConceptProperty_2","Adverse Event Dictionary Derived Term","True","Adverse Event Dictionary Derived Term","True"
"5bf8dd01-a049-44b7-aec1-e1923a03610f","string","BiomedicalConceptProperty","BiomedicalConceptProperty_3","Adverse Event Category","True","Adverse Event Category","True"
"d35def87-5d81-468d-a179-520c9a304267","string","BiomedicalConceptProperty","BiomedicalConceptProperty_4","Adverse Event Subcategory","True","Adverse Event Subcategory","True"
"d717c5f6-a149-49cd-a94f-12673e5bfece","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_5","Adverse Event Pre-specified","True","Adverse Event Pre-specified","True"
"d3c52c16-8df5-4775-836f-dfbfce87937b","string","BiomedicalConceptProperty","BiomedicalConceptProperty_6","Severity of Adverse Event","True","Severity of Adverse Event","True"
"f2caa2b2-538d-4928-89ef-15db5d10bc7f","string","BiomedicalConceptProperty","BiomedicalConceptProperty_7","Adverse Event Toxicity Grade","True","Adverse Event Toxicity Grade","True"
"e671f047-4b2d-4549-ac6e-b8db2de25c9f","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_8","Seriousness of Adverse Event","True","Seriousness of Adverse Event","True"
"f2431b55-09d5-438a-90bd-0384d7e68f65","string","BiomedicalConceptProperty","BiomedicalConceptProperty_9","Adverse Event Action Taken with Study Treatment","True","Adverse Event Action Taken with Study Treatment","True"
"62a8ed8a-b11c-417c-935f-c518832e1f65","string","BiomedicalConceptProperty","BiomedicalConceptProperty_10","Adverse Event Attribution to Product or Procedure","True","Adverse Event Attribution to Product or Procedure","True"
"3223e3df-39ff-40f5-836b-f9c015cc7806","string","BiomedicalConceptProperty","BiomedicalConceptProperty_11","Adverse Event Pattern","True","Adverse Event Pattern","True"
"af2cd4cd-c22c-46fe-83a1-63de3594ed58","string","BiomedicalConceptProperty","BiomedicalConceptProperty_12","Adverse Event Outcome","True","Adverse Event Outcome","True"
"1d01336a-1f20-480b-aa95-8be8e2c12a42","datetime","BiomedicalConceptProperty","BiomedicalConceptProperty_13","Adverse Event Start Date Time","True","Adverse Event Start Date Time","True"
"52f9741b-31db-485f-9023-567b28a5105c","datetime","BiomedicalConceptProperty","BiomedicalConceptProperty_14","Adverse Event End Date Time","True","Adverse Event End Date Time","True"
"cde403e6-cfa3-4370-91a4-2647b180c7df","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_15","Vital Signs Result","True","Vital Signs Result","True"
"d3b71c03-25c1-4e92-b3b9-440cb7d7579e","string","BiomedicalConceptProperty","BiomedicalConceptProperty_16","Unit of Pressure","True","Unit of Pressure","True"
"d252f999-efaf-4bf8-a729-0f9b3680e7f1","string","BiomedicalConceptProperty","BiomedicalConceptProperty_17","Vital Signs Location","True","Vital Signs Location","True"
"78817fa2-4e2f-451b-a7db-2182c51694d2","string","BiomedicalConceptProperty","BiomedicalConceptProperty_18","Vital Signs Laterality","True","Vital Signs Laterality","True"
