"codeSystem","code","uuid:ID","codeSystemVersion","decode","instanceType","id"
"http://www.cdisc.org","C98388","eebebe4c-ce8e-4a3b-951c-728cd5b3a0ed","2023-12-15","Interventional Study","Code","Code_1"
"http://www.cdisc.org","C15601","839d7879-5f7f-4f46-ba68-f2f3f5ac626e","2023-12-15","Phase II Trial","Code","Code_2"
"http://www.cdisc.org","C132352","3746daef-d4a6-4088-ae88-3810f61de3c6","2023-12-15","Sponsor Approval Date","Code","Code_9"
"http://www.cdisc.org","C68846","fc679541-3de3-40b9-8949-ba6eba5249ab","2023-12-15","Global","Code","Code_10"
"http://www.cdisc.org","C99904x3","c7412377-1f82-493e-930c-bcd64c66e4ec","2023-12-15","IRB/IEC Feedback","Code","Code_72"
"http://www.cdisc.org","C17649","b6335852-7636-45a4-845d-f8f7cbe7da2f","2023-12-15","Other","Code","Code_73"
"http://www.cdisc.org","C41129","2e339ef3-6e95-4c4e-a28d-b0b8ceea4df9","2023-12-15","Region","Code","Code_75"
"ISO 3166 1 alpha3","150","2dac6776-ac24-42fc-90f9-6b7777544758","2020-08","Europe","Code","Code_74"
"SPONSOR","PHARMA","dce98038-2027-406c-83f4-3785032c3cfc","12","Eli Lilly","Code","Code_4"
"http://www.cdisc.org","C70793","432e7ad8-28b3-4ccd-a5e9-ceb77ec83249","2023-12-15","Clinical Study Sponsor","Code","Code_76"
"ISO 3166 1 alpha3","USA","2f5a84af-5675-4230-9f48-52b97299d238","2020-08","United States of America","Code","Code_77"
"http://www.cdisc.org","C93453","607ab8ce-2cec-4bcf-902b-3eb00e9cf732","2023-12-15","Study Registry","Code","Code_78"
"ISO 3166 1 alpha3","USA","3f604bf1-0c0f-4085-82f7-68f96055e74c","2020-08","United States of America","Code","Code_79"
"http://www.cdisc.org","C49656","2bc72b26-9f40-4300-a597-4e71eb2256de","2023-12-15","Treatment Study","Code","Code_137"
"http://www.cdisc.org","C49666","e639d294-15cc-4cbc-b514-8dd543675a85","2023-12-15","Efficacy Study","Code","Code_138"
"http://www.cdisc.org","C49667","9764674c-922c-4bae-8418-a3294ba68aa3","2023-12-15","Safety Study","Code","Code_139"
"http://www.cdisc.org","C49663","1d88a326-50aa-42cb-be18-64df623e569e","2023-12-15","Pharmacokinetic Study","Code","Code_140"
"SPONSOR","MILD_MOD_ALZ","d1ee106d-90c3-4193-ae6a-2b7c8ab448fc","12","Mild to Moderate Alzheimer's Disease","Code","Code_134"
"SNOMED","26929004","6f9de35c-bebd-484f-9d41-97a83b2be465","January 31, 2018","Alzheimer's disease","Code","Code_135"
"http://www.cdisc.org","C99907x1","3836479d-a9e7-4a3b-96bf-ff4d79b1e057","2023-12-15","EXTENSION","Code","Code_143"
"http://www.cdisc.org","C98704","522ba8b1-ef39-42f0-8694-a23a145d0bc1","2023-12-15","ADAPTIVE","Code","Code_144"
"http://www.cdisc.org","C82639","b6d54035-7857-4a6a-a6ca-e1f8e16069c9","2023-12-15","Parallel Study","Code","Code_141"
"http://www.cdisc.org","C25716","ed181bc0-d4ec-4281-b357-6940986b5dfd","2023-12-15","Visit","Code","Code_83"
"http://www.cdisc.org","C51282","bfbf05c3-f1ba-49ea-97e6-8245988fd89d","2023-12-15","Clinic","Code","Code_84"
"http://www.cdisc.org","C175574","bf55b1e1-f446-47d1-a2e2-ac9c301df3cf","2023-12-15","In Person","Code","Code_85"
"http://www.cdisc.org","C25716","8547e7ce-2954-4bd9-b8ae-ecc46ec49f50","2023-12-15","Visit","Code","Code_86"
"http://www.cdisc.org","C51282","82af32c3-6413-4c53-9082-a0ba927f5fbc","2023-12-15","Clinic","Code","Code_87"
"http://www.cdisc.org","C175574","cf709fc2-d35f-40ad-8a3a-bc1b58b8c387","2023-12-15","In Person","Code","Code_88"
"http://www.cdisc.org","C25716","bedfed89-5c43-4520-855e-7f662e8f64e1","2023-12-15","Visit","Code","Code_89"
"http://www.cdisc.org","C51282","cd8ddc8f-b6ff-46d1-b5da-9eeb28bb78e7","2023-12-15","Clinic","Code","Code_90"
"http://www.cdisc.org","C175574","eb322563-477a-45ec-ac2d-8824d36c3582","2023-12-15","In Person","Code","Code_91"
"http://www.cdisc.org","C25716","23745443-cbb6-48b8-8ff5-c5b453d08876","2023-12-15","Visit","Code","Code_92"
"http://www.cdisc.org","C51282","8c7f4f45-97cf-4bd7-8c96-ac44b1aff0d5","2023-12-15","Clinic","Code","Code_93"
"http://www.cdisc.org","C175574","4118ad1c-dcaf-4706-aee2-19a618d3b65c","2023-12-15","In Person","Code","Code_94"
"http://www.cdisc.org","C25716","e2a26d0d-61ae-4d78-b0cd-4296a9ffbb08","2023-12-15","Visit","Code","Code_95"
"http://www.cdisc.org","C51282","7b43f42b-f1e0-4291-b3cc-d9f50b0b40cf","2023-12-15","Clinic","Code","Code_96"
"http://www.cdisc.org","C175574","760d17cb-cecb-48a1-a906-e81da1268638","2023-12-15","In Person","Code","Code_97"
"http://www.cdisc.org","C25716","fec92bcf-117c-4880-834e-d8e9cd431b43","2023-12-15","Visit","Code","Code_98"
"http://www.cdisc.org","C51282","cf69fabd-913b-492f-b035-cc6f93447aff","2023-12-15","Clinic","Code","Code_99"
"http://www.cdisc.org","C175574","c2ba3c2c-7dfb-4b8e-95f2-ac302f948b3c","2023-12-15","In Person","Code","Code_100"
"http://www.cdisc.org","C25716","f9d487e5-7007-4b62-8405-642b15862b97","2023-12-15","Visit","Code","Code_101"
"http://www.cdisc.org","C51282","63dc45ad-f9a1-4ae4-a2d8-4f97d08a1ec9","2023-12-15","Clinic","Code","Code_102"
"http://www.cdisc.org","C175574","502eb181-7a5b-474c-8717-c6e2946ed7d2","2023-12-15","In Person","Code","Code_103"
"http://www.cdisc.org","C171537","b70fecdb-a4e9-4320-8bc9-18f24ad06ccd","2023-12-15","Telephone Call","Code","Code_104"
"http://www.cdisc.org","C25716","893ff906-449e-49c7-acb1-e47af1a3e1bf","2023-12-15","Visit","Code","Code_105"
"http://www.cdisc.org","C51282","0ca9e536-6775-44bb-92a7-9f1793f1e871","2023-12-15","Clinic","Code","Code_106"
"http://www.cdisc.org","C175574","8b96aa54-920f-4a3c-ae88-6167f1e3cdfa","2023-12-15","In Person","Code","Code_107"
"http://www.cdisc.org","C171537","45860cde-28ec-435c-90e5-72f29f20cb54","2023-12-15","Telephone Call","Code","Code_108"
"http://www.cdisc.org","C25716","44d4e667-dbf0-43c8-93fe-2b74a02cc659","2023-12-15","Visit","Code","Code_109"
"http://www.cdisc.org","C51282","3acc8056-e0d5-42f5-9560-ec168bc2d714","2023-12-15","Clinic","Code","Code_110"
"http://www.cdisc.org","C175574","e956d830-a6fc-4f98-a2f2-75d9bf53535d","2023-12-15","In Person","Code","Code_111"
"http://www.cdisc.org","C171537","2511e372-81d6-48e2-8c68-dbd1418ba38d","2023-12-15","Telephone Call","Code","Code_112"
"http://www.cdisc.org","C25716","758d5346-04ec-4a84-bec6-e1ffafbcc966","2023-12-15","Visit","Code","Code_113"
"http://www.cdisc.org","C51282","59ceeb1d-756f-4518-9ce1-3c1b5965fd2c","2023-12-15","Clinic","Code","Code_114"
"http://www.cdisc.org","C175574","0956a561-7294-45ab-9ed5-ae8af925a6de","2023-12-15","In Person","Code","Code_115"
"http://www.cdisc.org","C171537","240b39a6-0f0a-49cb-8d95-292d17cb86be","2023-12-15","Telephone Call","Code","Code_116"
"http://www.cdisc.org","C25716","86c47e08-87ce-4c91-9491-b70bbece3b2e","2023-12-15","Visit","Code","Code_117"
"http://www.cdisc.org","C51282","9a320b3d-4e26-4706-aa65-a926ec192a6e","2023-12-15","Clinic","Code","Code_118"
"http://www.cdisc.org","C175574","3e37d945-6f5d-4c6b-afc2-085a9bec1ff9","2023-12-15","In Person","Code","Code_119"
"http://www.cdisc.org","C25716","bd5c059b-3358-438f-9203-1ddc65337152","2023-12-15","Visit","Code","Code_120"
"http://www.cdisc.org","C51282","eb0e9845-c285-4eef-92f9-73f0832ab6c4","2023-12-15","Clinic","Code","Code_121"
"http://www.cdisc.org","C175574","20cf79c5-c27c-4a50-9c3d-93642bdf0586","2023-12-15","In Person","Code","Code_122"
"SNOMED","383371000119108","2ebe8b97-d200-47a5-af80-54dbec353932","January 31, 2018","CT of head without contrast","Code","Code_80"
"SPONSOR","123","f4f2a414-fc6e-4032-9aef-de466d6b346b","12","Subject Supine","Code","Code_81"
"SPONSOR","124","b5511032-8c5a-4226-9b8b-496f479bd1fc","12","Subject Standing","Code","Code_82"
"http://www.cdisc.org","C82977","4b8b1b3d-432e-4fc1-ad1a-e7109a1a961b","2023-12-15","Dictionary-derived Term","Code","Code_429"
"http://www.cdisc.org","C82571","5f21c3c5-b3bc-4c02-a0c0-e910836146bd","2023-12-15","Reported Event Term","Code","Code_430"
"http://www.cdisc.org","C82517","c814309f-9816-46af-a7be-8320b0abc99b","2023-12-15","Observation Start Date Time","Code","Code_431"
"http://www.cdisc.org","C16735","e7eb5bd5-9c84-4d08-afe2-d11220ee3f1d","2023-12-15","Informed Consent","Code","Code_432"
"http://www.cdisc.org","C20197","fa3c9005-1542-405a-96b1-eff89eec69ea","2023-12-15","Male","Code","Code_433"
"http://www.cdisc.org","C16576","67ea4f79-6c03-465f-b202-804f184c5d7d","2023-12-15","Female","Code","Code_434"
"http://www.cdisc.org","C28421","f5389153-ccd7-4792-a90a-7b539b06903e","2023-12-15","Sex","Code","Code_435"
"http://www.cdisc.org","C28421","1ab558f7-7bac-4350-8dd8-87e7d6cbce60","2023-12-15","Sex","Code","Code_436"
"http://www.cdisc.org","C17049","150dfd77-d4a8-45bd-8ac6-0118f8e95ac9","2023-12-15","Race","Code","Code_437"
"http://www.cdisc.org","C17049","503e6b82-6b67-4b6c-a2aa-c4d1b5e3faa4","2023-12-15","Race","Code","Code_438"
"http://www.cdisc.org","C174446","cccaa904-eba8-48d6-a593-0a4965b729f2","2023-12-15","TEMP","Code","Code_439"
"http://www.cdisc.org","C77140","842b1c27-989c-40c7-a593-6585e624d2a2","2023-12-15","Clinical Test Result","Code","Code_440"
"http://www.cdisc.org","C42559","444e3c0c-e9fb-4ad6-ab77-51a370db0b91","2023-12-15","Degree Celsius","Code","Code_441"
"http://www.cdisc.org","C44277","87111d42-bb78-44da-97c2-d04384c358fd","2023-12-15","Degree Fahrenheit","Code","Code_442"
"http://www.cdisc.org","C42537","3842ab82-189a-4eac-930a-eab1d662123a","2023-12-15","Kelvin","Code","Code_443"
"http://www.cdisc.org","C44276","607b94c5-31a3-4e4b-a918-bb790ea4f7d5","2023-12-15","Unit of Temperature","Code","Code_444"
"http://www.cdisc.org","C12674","9ff53c02-fe4c-4914-ac20-a2a174b3e27a","2023-12-15","Axilla","Code","Code_445"
"http://www.cdisc.org","C12394","78c411e9-6ca1-478c-95b7-d67ce81134ea","2023-12-15","Ear","Code","Code_446"
"http://www.cdisc.org","C89803","69c66e10-5478-4379-a6f7-223ce6cbb852","2023-12-15","Forehead","Code","Code_447"
"http://www.cdisc.org","C12421","ad34895c-3066-4fe8-8965-f3ee3891012d","2023-12-15","Oral Cavity","Code","Code_448"
"http://www.cdisc.org","C12390","47bb1101-dc46-43f4-a611-c9ce2074a76b","2023-12-15","Rectum","Code","Code_449"
"http://www.cdisc.org","C13717","783becca-8feb-476c-9fde-e628ea6d1ab0","2023-12-15","Anatomic Site","Code","Code_450"
"http://www.cdisc.org","C174446","7100b27d-ee14-4d1a-a244-7a8295a97620","2023-12-15","TEMP","Code","Code_451"
"http://www.cdisc.org","C25208","38561a9b-61de-4570-a76b-1629e04ad853","2023-12-15","WEIGHT","Code","Code_452"
"http://www.cdisc.org","C77140","46e019de-eff1-45cd-8d06-08dd1c1c7b65","2023-12-15","Clinical Test Result","Code","Code_453"
"http://www.cdisc.org","C48531","b5abc16f-bf77-4e1c-8fc7-596d70395d31","2023-12-15","Pound","Code","Code_454"
"http://www.cdisc.org","C48155","9110724a-c3e5-4cca-b470-d3fa561b5af6","2023-12-15","Gram","Code","Code_455"
"http://www.cdisc.org","C28252","03c08131-b534-4a0b-a86c-9a87c4dffe05","2023-12-15","Kilogram","Code","Code_456"
"http://www.cdisc.org","C48208","9fc4c153-28ae-44e3-b15d-072675136283","2023-12-15","Unit of Weight","Code","Code_457"
"http://www.cdisc.org","C25208","fd0fb5c3-7594-42a1-a66b-0d6217b91c46","2023-12-15","WEIGHT","Code","Code_458"
"http://www.cdisc.org","C25347","f8872584-cbf0-4a12-afc6-3ed1ffa15d1c","2023-12-15","HEIGHT","Code","Code_459"
"http://www.cdisc.org","C77140","a3b98517-35e4-422e-9399-e82762631ba4","2023-12-15","Clinical Test Result","Code","Code_460"
"http://www.cdisc.org","C49668","c0f3ffd4-d158-4632-b6bf-20040ae82b52","2023-12-15","Centimeter","Code","Code_461"
"http://www.cdisc.org","C48500","e3df7297-7beb-4e92-95d0-f58f495c519f","2023-12-15","Inch","Code","Code_462"
"http://www.cdisc.org","C41139","fe48d78d-3b40-4d74-a61e-21efb4ab6868","2023-12-15","Meter","Code","Code_463"
"http://www.cdisc.org","C168688","cbcaee50-3bf5-46db-bbe2-89a1930cb278","2023-12-15","Unit of Height","Code","Code_464"
"http://www.cdisc.org","C25347","1c49d1f1-74c9-4080-8594-9a4e77f669e6","2023-12-15","HEIGHT","Code","Code_465"
"http://www.cdisc.org","C64433","ca14ec99-7225-4e67-af1f-3f685cb5a64f","2023-12-15","ALT","Code","Code_466"
"http://www.cdisc.org","C36292","cd965b81-e26b-4fb5-872c-da181da3b26a","2023-12-15","Laboratory Test Result","Code","Code_467"
"http://www.cdisc.org","C67456","294645ef-ae55-438a-aba7-f1718bb938b8","2023-12-15","Unit per Liter","Code","Code_468"
"http://www.cdisc.org","C67397","f1822844-8cc2-43bb-9f07-4147786b38a7","2023-12-15","Microkatal per Liter","Code","Code_469"
"http://www.cdisc.org","C67376","21126db6-6c8d-48f8-9941-1b05cd5e4189","2023-12-15","International Unit per Liter","Code","Code_470"
"http://www.cdisc.org","C70510","0ce5bb74-2552-4a2b-aae4-3fbdb213699c","2023-12-15","Nanokatal per Liter","Code","Code_471"
"http://www.cdisc.org","C67365","5bf94f81-eede-497a-b5fb-dc6043426a4a","2023-12-15","Unit of Catalytic Activity Concentration","Code","Code_472"
"http://www.cdisc.org","C70713","7f4d00af-4788-41c9-8b15-0c9ac9f8fb47","2023-12-15","Biospecimen Type","Code","Code_473"
"http://www.cdisc.org","C49487","68112290-9026-4e7e-8dd2-65b4a1731d9f","2023-12-15","No","Code","Code_474"
"http://www.cdisc.org","C49488","b2f569e9-d698-4268-a900-260f55f42b4b","2023-12-15","Yes","Code","Code_475"
"http://www.cdisc.org","C83309","615db72f-b5b3-4bd0-b337-a455ce286294","2023-12-15","Laboratory Test Fasting Status","Code","Code_476"
"http://www.cdisc.org","C64433","6f5bbfdb-d13a-47f6-9ba3-c0e2e6ba035a","2023-12-15","ALT","Code","Code_477"
"http://www.cdisc.org","C64431","79699635-1c00-4f77-b79f-7faec8e4da01","2023-12-15","ALB","Code","Code_478"
"http://www.cdisc.org","C36292","6c712828-3ca6-4df0-bc60-e62aeb63d037","2023-12-15","Laboratory Test Result","Code","Code_479"
"http://www.cdisc.org","C70713","b917b39e-f7d4-43af-a926-fd9f38d9c878","2023-12-15","Biospecimen Type","Code","Code_480"
"http://www.cdisc.org","C49487","5774014f-9e05-457f-af26-34c6c6d6674f","2023-12-15","No","Code","Code_481"
"http://www.cdisc.org","C49488","ea12735f-9d0e-4a0f-9ef2-7a12ff4d61a7","2023-12-15","Yes","Code","Code_482"
"http://www.cdisc.org","C83309","c8e033d9-be3b-4682-a63b-d59a347b5d0c","2023-12-15","Laboratory Test Fasting Status","Code","Code_483"
"http://www.cdisc.org","C64431","c0107276-317c-4710-a785-f3ace0bdcbbc","2023-12-15","ALB","Code","Code_484"
"http://www.cdisc.org","C64432","4b89bd6a-c6af-49c4-a36c-0243735dcbef","2023-12-15","ALP","Code","Code_485"
"http://www.cdisc.org","C36292","de1d377b-27e9-4fa9-8137-b25b70a2105e","2023-12-15","Laboratory Test Result","Code","Code_486"
"http://www.cdisc.org","C67456","854675ba-9892-4ec4-b218-463684669c08","2023-12-15","Unit per Liter","Code","Code_487"
"http://www.cdisc.org","C67397","cc69095c-5061-4b45-b651-f94636f2ce13","2023-12-15","Microkatal per Liter","Code","Code_488"
"http://www.cdisc.org","C67376","bbadbeb6-c301-4741-9940-7e06500ea018","2023-12-15","International Unit per Liter","Code","Code_489"
"http://www.cdisc.org","C67365","ae3479ae-145d-4bdb-8381-e06bc24e7c21","2023-12-15","Unit of Catalytic Activity Concentration","Code","Code_490"
"http://www.cdisc.org","C70713","ea91a11a-4344-4bfd-865f-397eebc51786","2023-12-15","Biospecimen Type","Code","Code_491"
"http://www.cdisc.org","C49487","671a071c-cb32-493c-b06a-acbe5403917f","2023-12-15","No","Code","Code_492"
"http://www.cdisc.org","C49488","4f298c01-d233-488a-bfa9-e249bc855fe3","2023-12-15","Yes","Code","Code_493"
"http://www.cdisc.org","C83309","3ab0e156-d89e-4fcb-87f3-e9bc2f139222","2023-12-15","Laboratory Test Fasting Status","Code","Code_494"
"http://www.cdisc.org","C64432","7d595921-08dc-41a5-887a-bb6af1777af9","2023-12-15","ALP","Code","Code_495"
"http://www.cdisc.org","C64467","9eea1426-32ca-48b4-bf3f-f7ac77c047b9","2023-12-15","AST","Code","Code_496"
"http://www.cdisc.org","C36292","adf83dd3-6c46-4d2e-9a19-54af25113798","2023-12-15","Laboratory Test Result","Code","Code_497"
"http://www.cdisc.org","C67456","5b4237a8-7dee-42f7-a4cf-3cfcc601c5b9","2023-12-15","Unit per Liter","Code","Code_498"
"http://www.cdisc.org","C67397","c64cd942-46f6-4711-a5e6-4a3505413eaa","2023-12-15","Microkatal per Liter","Code","Code_499"
"http://www.cdisc.org","C67376","4a4a104b-d474-45a8-badd-9c472659cf04","2023-12-15","International Unit per Liter","Code","Code_500"
