"name","text","uuid:ID","instanceType","id"
"ENCOUNTER_START_RULE_1","Subject identifier","417e380b-7292-408c-afb6-d8eb6db6d7ca","TransitionRule","TransitionRule_1"
"ENCOUNTER_START_RULE_1","completion of screening activities","0ef233f1-ae5f-46c2-8cd4-a53787915202","TransitionRule","TransitionRule_2"
"ENCOUNTER_START_RULE_2","subject leaves clinic after connection of ambulatory ECG machine","3f2cad7d-8bc6-4621-a371-fcf6df8e2b45","TransitionRule","TransitionRule_3"
"ENCOUNTER_START_RULE_3","subject has connection of ambulatory ECG machine removed","fdaff317-ee6d-4f5c-9b3b-36dfc3c66b32","TransitionRule","TransitionRule_4"
"ENCOUNTER_START_RULE_3","Radomized","084550d3-7ec4-4e67-82eb-28cb0f531913","TransitionRule","TransitionRule_5"
"ENCOUNTER_START_RULE_12","End of treatment","c1bb1e21-8661-4832-923d-30ea9c53b816","TransitionRule","TransitionRule_6"
"ELEMENT_START_RULE_1","Informed consent","1ea1aef7-3537-4d2b-882f-01374b8c26ec","TransitionRule","TransitionRule_7"
"ELEMENT_END_RULE_1","Completion of all screening activities and no more than 2 weeks from informed consent","16eec39c-2286-4638-972c-0ebaaff4b981","TransitionRule","TransitionRule_8"
"ELEMENT_START_RULE_2","Administration of first dose","01992f54-c160-4fb6-9f73-b921a183355e","TransitionRule","TransitionRule_9"
"ELEMENT_START_RULE_7","End of last scheduled visit on study (including early termination)","82254312-7b2d-4bd2-9463-0dfd2b256648","TransitionRule","TransitionRule_14"
"ELEMENT_END_RULE_7","Completion of all specified followup activities (which vary on a patient-by-patient basis)","d04aa2cd-02e2-4cfe-a9b5-cf7e2276c5f4","TransitionRule","TransitionRule_15"
"ELEMENT_START_RULE_3","Administration of first dose","da9922de-1f6b-4240-a9cb-d1e1734bde7b","TransitionRule","TransitionRule_10"
"ELEMENT_START_RULE_4","Randomized","f3861450-97bd-4a71-996a-7eb80874bdcc","TransitionRule","TransitionRule_11"
"ELEMENT_START_RULE_5","Administration of first dose (from patches supplied at Visit 4)","670e57ca-7115-4256-bf58-f5feed67235b","TransitionRule","TransitionRule_12"
"ELEMENT_START_RULE_6","Administration of first dose (from patches supplied at Visit 12)","396c6bda-7315-4f95-a728-6eb3617bc5ca","TransitionRule","TransitionRule_13"
