"uuid:ID","sectionNumber","sectionTitle","id","name","text"
"405e5c75-884d-47eb-bb87-ad655eb21dee","0","Root","NarrativeContent_1","ROOT",""
"5afd2e32-33a6-442c-a551-01a751099545","1","PROTOCOL SUMMARY","NarrativeContent_2","SECTION 1","<div><usdm:ref klass=""StudyIdentifier"" id=""StudyIdentifier_1"" attribute=""studyIdentifier""/></div>"
"e4498ca6-4319-4f44-a6f6-360c87e63617","1.1","Protocol Synopsis","NarrativeContent_3","SECTION 1.1","<div></div>"
"d08bba92-a0e2-4c93-8e78-84a48406fd7a","1.2","Trial Schema","NarrativeContent_4","SECTION 1.2","<div></div>"
"bb01a1e3-23b9-4449-ae69-79dbdcee53e3","1.3","Schedule of Activities","NarrativeContent_5","SECTION 1.3","<div></div>"
"bea76641-5ffa-4cd6-82dd-6c91be55a0fa","2","INTRODUCTION","NarrativeContent_6","SECTION 2","<div></div>"
"cd05fc68-5602-4ce2-b62a-8349a7db5f22","2.1","Purpose of Trial","NarrativeContent_7","SECTION 2.1","<div></div>"
"5c5b2161-bb57-4880-86d4-e065dc935efc","2.2","Summary of Benefits and Risks","NarrativeContent_8","SECTION 2.2","<div></div>"
"f6eb2b0c-6f84-4e82-bf58-92401ddc4df3","3","TRIAL OBJECTIVES, ENDPOINTS AND ESTIMANDS","NarrativeContent_9","SECTION 3","<div></div>"
"3b1c071c-5beb-46d0-9559-921c42cd7385","3.1","Primary Objectives","NarrativeContent_10","SECTION 3.1","<div><table>
  <tr>
    <th style=""vertical-align: top"">Primary Objective</th>
    <th style=""vertical-align: top"">Primary Endpoint</th>
  </tr>
  <tr>
    <td style=""vertical-align: top""><usdm:ref klass=""Objective"" namexref=""OBJ1"" attribute=""description""/></td>
    <td style=""vertical-align: top""><usdm:ref klass=""Endpoint"" id=""Endpoint_1"" attribute=""description""/></td>
  </tr>
</table></div>"
"d0c0913b-f9ec-451e-9319-9783f567b8b7","4","TRIAL DESIGN","NarrativeContent_11","SECTION 4","<div></div>"
"ecac649e-be7b-41fc-a7fc-47923a3182ee","4.1","Description of Trial Design","NarrativeContent_12","SECTION 4.1","<div></div>"
"8ab391e6-a947-4695-a883-ee4e90c34522","4.1.1","Participant Input into Design","NarrativeContent_13","SECTION 4.1.1","<div></div>"
"38c23af2-c27c-464a-bb01-6c93d6f87a8d","4.2","Rationale for Trial Design","NarrativeContent_14","SECTION 4.2","<div></div>"
"4fcf4e30-f42a-47e3-8d20-3aa027657b15","4.2.1","Rationale for Comparator","NarrativeContent_15","SECTION 4.2.1","<div></div>"
"b5e5a135-4b3b-4f3d-8c26-e0158083bb40","4.2.2","Rationale for Adaptive or Novel Trial Design","NarrativeContent_16","SECTION 4.2.2","<div></div>"
"c7fde8aa-a67f-4363-9831-ca9899cf3a92","4.2.3","Other Trial Design Considerations","NarrativeContent_17","SECTION 4.2.3","<div></div>"
