"uuid:ID","sectionNumber","sectionTitle","id","name","text"
"ca5325ce-7287-4659-8741-d606dc861667","0","Root","NarrativeContent_1","ROOT",""
"c903620a-47b4-41f6-9edf-0caf3e6685ae","0","TITLE PAGE","NarrativeContent_2","SECTION 0","<div><usdm:section name=""M11-title-page""></div>"
"847f860a-ccbb-47dd-a7f6-9d3551a2ddb6","1","PROTOCOL SUMMARY","NarrativeContent_3","SECTION 1","<div></div>"
"47c69720-9ed2-4456-a07a-d20f4d1a04ca","1.1","Protocol Synopsis","NarrativeContent_4","SECTION 1.1","<div></div>"
"3b81cf5e-c731-4763-a9f9-8ed91e7c96c7","1.2","Trial Schema","NarrativeContent_5","SECTION 1.2","<div></div>"
"6b9be516-ee08-4fb9-be7b-e2f8c8b053db","1.3","Schedule of Activities","NarrativeContent_6","SECTION 1.3","<div></div>"
"f5efe88f-24ce-41c1-a213-26db1e814185","2","INTRODUCTION","NarrativeContent_7","SECTION 2","<div></div>"
"6440ab62-c499-4252-99bc-f2849ba230f6","2.1","Purpose of Trial","NarrativeContent_8","SECTION 2.1","<div></div>"
"313c9f03-fe2e-4aec-ac77-0094cec9a50b","2.2","Summary of Benefits and Risks","NarrativeContent_9","SECTION 2.2","<div></div>"
"841ec076-ac4d-4fb6-9b67-48e452365166","3","TRIAL OBJECTIVES, ENDPOINTS AND ESTIMANDS","NarrativeContent_10","SECTION 3","<div></div>"
"dbc660ad-c860-494c-ae8b-9a295261212e","3.1","Primary Objectives","NarrativeContent_11","SECTION 3.1","<div><usdm:section name=""M11-objective-endpoints""></div>"
"8aba286f-a7eb-40cd-9be8-8cfed09a105d","4","TRIAL DESIGN","NarrativeContent_12","SECTION 4","<div></div>"
"c2ab626f-9888-4aea-baba-02205f7da22b","4.1","Description of Trial Design","NarrativeContent_13","SECTION 4.1","<div></div>"
"8edf19f3-7129-4000-96a2-b0d8b2257011","4.1.1","Participant Input into Design","NarrativeContent_14","SECTION 4.1.1","<div></div>"
"ac8d1561-ebc2-4b2c-93c6-47ee25b72c56","4.2","Rationale for Trial Design","NarrativeContent_15","SECTION 4.2","<div><p>Previous studies of the oral formulation have shown that xanomeline tartrate may improve behavior and cognition. Effects on behavior are manifest within 2 to 4 weeks of initiation of treatment. The same studies have shown that 8 to 12 weeks are required to demonstrate effects on cognition and clinical global assessment. This study is intended to determine the acute and chronic effects of the TTS formulation in AD; for that reason, the study is of 26 weeks duration. Dosage specification has been made on the basis of tolerance to the xanomeline TTS in a clinical pharmacology study (H2Q-EW-LKAA), and target plasma levels as determined in studies of the oral formulation of xanomeline (H2Q-MC-LZZA).</p></div>"
"463a1b4c-fa9a-4f0e-9f80-12bd4eb63023","4.2.1","Rationale for Comparator","NarrativeContent_16","SECTION 4.2.1","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>"
"95e09fe8-36f5-45f4-9003-14dd65528ebd","4.2.2","Rationale for Adaptive or Novel Trial Design","NarrativeContent_17","SECTION 4.2.2","<div></div>"
"dd1b27f0-6c1e-4ed3-98c7-a253bb3a1964","4.2.3","Other Trial Design Considerations","NarrativeContent_18","SECTION 4.2.3","<div></div>"
"9db41f9b-8b21-4713-acb6-c899512156f5","4.3","Access to Trial Intervention After End of Trial","NarrativeContent_19","SECTION 4.3","<div></div>"
"3bbccc54-c463-47e6-9422-f236fafc96f1","4.4","Start of Trial and End of Trial","NarrativeContent_20","SECTION 4.4","<div></div>"
"0663663b-1cab-4d08-8ea1-bec6db999475","5","TRIAL POPULATION","NarrativeContent_21","SECTION 5","<div></div>"
"49136927-8f92-40c7-9895-17b17248279e","5.1","Selection of Trial Population","NarrativeContent_22","SECTION 5.1","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>"
"74e5609b-131c-4f8b-a283-fe400818c6b5","5.2","Rationale for Trial Population","NarrativeContent_23","SECTION 5.2","<div></div>"
"8d40190b-6c0c-4c6d-bfe5-40ee1a71f445","5.3","Inclusion Criteria","NarrativeContent_24","SECTION 5.3","<div><usdm:section name=""M11-inclusion""></div>"
"c534c7db-18ee-4ddc-9455-e3a9873dfd03","5.4","Exclusion Criteria","NarrativeContent_25","SECTION 5.4","<div><usdm:section name=""M11-exclusion""></div>"
"28d30e76-7329-4a17-9b0f-fb2d99e30f9e","5.5","Lifestyle Considerations","NarrativeContent_26","SECTION 5.5","<div></div>"
"33bb7cec-d48e-4e3f-8f17-20a9a28189e2","5.5.1","Meals and Dietary Restrictions","NarrativeContent_27","SECTION 5.5.1","<div></div>"
"9eec4ee2-0e92-4ef3-a8da-69c40501be6b","5.5.2","Caffeine, Alcohol, Tobacco, and Other Habits","NarrativeContent_28","SECTION 5.5.2","<div><p>Not applicable</p></div>"
"a3f95c8d-4087-4d2f-a8e9-3156c1392560","5.5.3","Physical Activity","NarrativeContent_29","SECTION 5.5.3","<div></div>"
"9158068e-d58c-4c44-b6e4-94ff5bfc5735","5.5.4","Other Activity","NarrativeContent_30","SECTION 5.5.4","<div></div>"
"a5ddef77-8836-4d9a-96b2-dd219061cfd2","5.6","Screen Failures","NarrativeContent_31","SECTION 5.6","<div></div>"
"4014a2dd-7e2f-4a49-88fc-0d989a82e69d","6","TRIAL INTERVENTION AND CONCOMITANT THERAPY","NarrativeContent_32","SECTION 6","<div></div>"
"3a255cd3-b334-4618-baf4-ecfabcfdc46b","6.1","Description of Trial Intervention","NarrativeContent_33","SECTION 6.1","<div></div>"
"da66cec8-75f5-4a8a-ab47-ee43018bdc3e","6.2","Rationale for Trial Intervention","NarrativeContent_34","SECTION 6.2","<div></div>"
"cb45e828-1d03-4aa2-9a4a-99d50552e37b","6.3","Dosing and Administration","NarrativeContent_35","SECTION 6.3","<div></div>"
"9f22bcc4-c0d0-40e1-8d61-a2310139d82c","6.3.1","Trial Intervention Dose Modification","NarrativeContent_36","SECTION 6.3.1","<div></div>"
"6d3b27c6-4cdf-4c0b-866f-236f07619a58","6.4","Treatment of Overdose","NarrativeContent_37","SECTION 6.4","<div></div>"
"16636f20-b006-4606-a3ca-16902af010b6","6.5","Preparation, Handling, Storage and Accountability","NarrativeContent_38","SECTION 6.5","<div></div>"
"2d338cb3-c9de-42ae-a633-7b1d11ddb17f","6.5.1","Preparation of Trial Intervention","NarrativeContent_39","SECTION 6.5.1","<div></div>"
"4f8f75f8-a08c-4cf2-8174-a05245584154","6.5.2","Handling and Storage of Trial Intervention","NarrativeContent_40","SECTION 6.5.2","<div></div>"
"08e585bd-f5aa-4a48-b456-0f6fad1eed29","6.5.3","Accountability of Trial Intervention","NarrativeContent_41","SECTION 6.5.3","<div></div>"
"2fcdd2fb-d22f-4ccb-9def-fe44e4f8adb1","6.6","Participant Assignment, Randomisation and Blinding","NarrativeContent_42","SECTION 6.6","<div></div>"
"888cc92d-4434-4858-86d4-ba2e4dfd57bf","6.6.1","Participant Assignment","NarrativeContent_43","SECTION 6.6.1","<div></div>"
"ba090c4e-11bc-4198-8653-7d3413d9c2a5","6.6.2","Randomisation","NarrativeContent_44","SECTION 6.6.2","<div></div>"
"e676923b-0e23-4450-b4f8-3c4d20bafe89","6.6.3","Blinding and Unblinding","NarrativeContent_45","SECTION 6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>"
"bf34b220-9679-4e35-a3b0-f2e8ce46509f","6.7","Trial Intervention Compliance","NarrativeContent_46","SECTION 6.7","<div></div>"
"7b75ea27-4fe6-43f9-a4c6-4934a4068661","6.8","Concomitant Therapy","NarrativeContent_47","SECTION 6.8","<div></div>"
"5ece8863-5ab8-4d51-a3cc-da7ac2dd9349","6.8.1","Prohibited Concomitant Therapy","NarrativeContent_48","SECTION 6.8.1","<div></div>"
"fead63df-fa55-4db0-a138-2ebe455219db","6.8.2","Permitted Concomitant Therapy","NarrativeContent_49","SECTION 6.8.2","<div></div>"
"d04cdfbe-9347-4264-858d-a68d5eff68fb","6.8.3","Rescue Therapy","NarrativeContent_50","SECTION 6.8.3","<div></div>"
"b26b489b-58c3-4ae8-bec0-b1ed27335ada","6.8.4","Other Therapy","NarrativeContent_51","SECTION 6.8.4","<div></div>"
"0e734919-2bc6-4dec-b85a-1aec1203fcb7","7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","NarrativeContent_52","SECTION 7","<div></div>"
"6a2e5a0e-c343-4531-845b-1d2f41ccf579","7.1","Discontinuation of Trial Intervention","NarrativeContent_53","SECTION 7.1","<div></div>"
"ef77e14d-507e-4252-ba2a-d9a32c04c4fe","7.1.1","Criteria for Permanent Discontinuation of Trial Intervention","NarrativeContent_54","SECTION 7.1.1","<div></div>"
"428365e1-c8eb-440a-8e8e-4174a88b8d24","7.1.2","Temporary Discontinuation or Interruption of Trial Intervention","NarrativeContent_55","SECTION 7.1.2","<div></div>"
"a28eb477-fe25-45ff-a9b1-b194fb9a405b","7.1.3","Rechallenge","NarrativeContent_56","SECTION 7.1.3","<div></div>"
"5d68df84-5711-4e41-84a7-e463b9643307","7.2","Participant Withdrawal from the Trial","NarrativeContent_57","SECTION 7.2","<div></div>"
"3a894efe-2bb7-4226-9a20-e11d6011777d","7.3","Lost to Follow-Up","NarrativeContent_58","SECTION 7.3","<div></div>"
"ca1fa50b-98c2-4d7c-b3b1-5f986d7029af","7.4","Trial Stopping Rules","NarrativeContent_59","SECTION 7.4","<div></div>"
"880ce26a-0d70-4ceb-8249-fbfe84937c87","8","TRIAL ASSESSMENTS AND PROCEDURES","NarrativeContent_60","SECTION 8","<div></div>"
"8794739a-4c0e-4003-aeea-1a986672707f","8.1","Screening/Baseline Assessments and Procedures","NarrativeContent_61","SECTION 8.1","<div></div>"
"e478c5ea-6fb4-4c9b-8eb3-65244d60974b","8.2","Efficacy Assessments and Procedures","NarrativeContent_62","SECTION 8.2","<div></div>"
"1b53a23e-c8a8-42aa-a149-dee0e4804178","8.3","Safety Assessments and Procedures","NarrativeContent_63","SECTION 8.3","<div></div>"
"bf5c3b91-dbe2-4132-aceb-5a04aea093dd","8.3.1","Physical Examination","NarrativeContent_64","SECTION 8.3.1","<div></div>"
"76b1eecd-2c7e-4b69-8f21-af566cf60673","8.3.2","Vital Signs","NarrativeContent_65","SECTION 8.3.2","<div></div>"
"49f7c090-2c3d-4c5a-a592-ee55584fca8b","8.3.3","Electrocardiograms","NarrativeContent_66","SECTION 8.3.3","<div></div>"
"346bec38-3da0-49de-87d5-43ba5055a4f6","8.3.4","Clinical Laboratory Assessments","NarrativeContent_67","SECTION 8.3.4","<div></div>"
"fbac6cb4-6c5a-46e2-8456-9a358cb351c2","8.3.5","Suicidal Ideation and Behaviour Risk Monitoring","NarrativeContent_68","SECTION 8.3.5","<div></div>"
"8a5cf587-7c02-4136-9538-a5b05574a3d0","8.4","Adverse Events and Serious Adverse Events","NarrativeContent_69","SECTION 8.4","<div></div>"
"9c3e9398-3175-4c61-91b0-0cb715763763","8.4.1","Definitions of AE and SAE","NarrativeContent_70","SECTION 8.4.1","<div></div>"
"d09e54d5-7d0b-483d-8845-4078069f85a6","8.4.2","Time Period and Frequency for Collecting AE and SAE Information","NarrativeContent_71","SECTION 8.4.2","<div></div>"
"342c2562-9686-4439-a457-5f2f335e17eb","8.4.3","Identifying AEs and SAEs","NarrativeContent_72","SECTION 8.4.3","<div></div>"
"b712c375-bc6a-4937-a321-e4ab82615c26","8.4.4","Recording of AEs and SAEs","NarrativeContent_73","SECTION 8.4.4","<div></div>"
"edf65371-b00b-45b0-b2c8-3586287945ee","8.4.5","Follow-up of AEs and SAEs","NarrativeContent_74","SECTION 8.4.5","<div></div>"
"4dee262c-bef7-4cc3-bcdd-c3be48837698","8.4.6","Reporting of SAEs","NarrativeContent_75","SECTION 8.4.6","<div></div>"
"c6cd4978-7ff9-4e5e-8993-e74e8b82209e","8.4.7","Regulatory Reporting Requirements for SAEs","NarrativeContent_76","SECTION 8.4.7","<div></div>"
"4c1ba6b6-79fd-4101-97ce-ba87eca8d04b","8.4.8","Serious and Unexpected Adverse Reaction Reporting","NarrativeContent_77","SECTION 8.4.8","<div></div>"
"0d63f576-1357-4cf9-96c0-b1c8e7258ccb","8.4.9","Adverse Events of Special Interest","NarrativeContent_78","SECTION 8.4.9","<div></div>"
