"instanceType","datatype","isRequired","name","label","isEnabled","id","uuid:ID"
"BiomedicalConceptProperty","decimal","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_98","0d30473f-b87f-4b63-ab47-3577c5bf0d87"
"BiomedicalConceptProperty","string","True","Unit of Temperature","Unit of Temperature","True","BiomedicalConceptProperty_99","de585fb4-a9a2-4e0e-a726-de7b20ce651c"
"BiomedicalConceptProperty","string","True","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty_100","486317c5-5d30-4da0-913f-82871ac4a4cb"
"BiomedicalConceptProperty","decimal","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_101","98db461c-9de4-4ad1-abcb-2aa1d2f5b06a"
"BiomedicalConceptProperty","string","True","Unit of Weight","Unit of Weight","True","BiomedicalConceptProperty_102","490dc10b-08bb-4683-8a65-8c96886d4f43"
"BiomedicalConceptProperty","decimal","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_103","71b37f5e-9da5-4759-a0a5-48c0df1cbe6d"
"BiomedicalConceptProperty","string","True","Unit of Height","Unit of Height","True","BiomedicalConceptProperty_104","3bdab047-9edd-4ff4-9cfb-ff3d851f7244"
"BiomedicalConceptProperty","decimal","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_105","33e81b05-b995-4cd3-b43f-740bb8f5912e"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_106","234347b8-cd56-4307-8ac2-f056535d2ba7"
"BiomedicalConceptProperty","string","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_107","dc627f51-1ea2-4809-87df-e3d684befb94"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_108","9bcee083-533f-4137-b7b9-aa2c5d85ac38"
"BiomedicalConceptProperty","string","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_109","dd5fccb8-18c2-45ab-8824-6818d44b8c27"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_110","141751c7-5c01-4024-875e-9df5afc3aecd"
"BiomedicalConceptProperty","string","True","Unit of Concentration","Unit of Concentration","True","BiomedicalConceptProperty_111","830dc93d-f8f7-4de1-b5bf-8430519a4d5c"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_112","aa4ebf4e-26ae-4cad-84f3-2caf5979e2c0"
"BiomedicalConceptProperty","decimal","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_113","5eb3cfc6-d40d-4aba-94f8-43b85d5fa010"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_114","57c04235-1234-4f06-b53c-0f74b681df07"
"BiomedicalConceptProperty","string","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_115","bd08c562-eafb-4844-acbe-810cb8068f44"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_116","7ca902d0-b905-402e-9408-dfc6cd1e1aab"
"BiomedicalConceptProperty","decimal","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_117","3f9b97b1-89d0-4107-83df-ebfaa9bcc352"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_118","12492251-f22c-4d38-88a5-32c0c4f4eacc"
"BiomedicalConceptProperty","string","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_119","9659e30f-a9cd-427a-b264-7899a4f6643b"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_120","abe444c6-0900-4e8d-8c4e-a7049702a1d3"
"BiomedicalConceptProperty","string","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_121","7048ed28-1694-47d0-b877-6cd8d82f66ff"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_122","1b53bcc7-b956-4a69-a4cc-eb8df052decb"
"BiomedicalConceptProperty","string","True","Unit of Concentration","Unit of Concentration","True","BiomedicalConceptProperty_123","1a7efa64-d9a9-4926-9d1a-b2caa0c2f0ac"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_124","981679cc-96d6-402c-b3b4-5fb1fd66f21b"
"BiomedicalConceptProperty","decimal","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_125","325fbce2-be0e-4dc1-992c-02135c552b48"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_126","6cbf55b9-11d8-475d-a79a-cb5d88969940"
"BiomedicalConceptProperty","string","True","Molarity Unit","Molarity Unit","True","BiomedicalConceptProperty_127","b6acc5f7-ba8b-4f2a-9a23-4ae98786f035"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_128","09f37abb-50d9-4bb8-ba02-5e0d81e56bd4"
"BiomedicalConceptProperty","decimal","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_129","b83a919a-0148-430c-a10f-6c05766929fa"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_130","91b061e5-6f9d-4688-bc95-0e411b829aae"
"BiomedicalConceptProperty","string","True","Molarity Unit","Molarity Unit","True","BiomedicalConceptProperty_131","dcd0e7c2-914b-4ce9-b1d6-26a50b6b9ca4"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_132","25dec6dc-8bb2-4f55-8da5-fbf6e665f2d8"
"BiomedicalConceptProperty","string","True","Adverse Event Verbatim Description","Adverse Event Verbatim Description","True","BiomedicalConceptProperty_1","99c7c786-90cb-4f62-956b-d17c213a0686"
"BiomedicalConceptProperty","string","True","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term","True","BiomedicalConceptProperty_2","3676ea95-55d5-4493-8590-527db0de641d"
"BiomedicalConceptProperty","string","True","Adverse Event Category","Adverse Event Category","True","BiomedicalConceptProperty_3","c75f2154-a587-4044-84e8-cb8a7c01bb6f"
"BiomedicalConceptProperty","string","True","Adverse Event Subcategory","Adverse Event Subcategory","True","BiomedicalConceptProperty_4","86a8c8c0-7ffd-42da-94e0-3647411b6b26"
"BiomedicalConceptProperty","boolean","True","Adverse Event Pre-specified","Adverse Event Pre-specified","True","BiomedicalConceptProperty_5","a19a8625-7ea7-453a-9c53-ca0e13797379"
"BiomedicalConceptProperty","string","True","Severity of Adverse Event","Severity of Adverse Event","True","BiomedicalConceptProperty_6","c65fbc6b-ba42-4f92-b71b-dbda7700abb5"
"BiomedicalConceptProperty","string","True","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade","True","BiomedicalConceptProperty_7","43065211-0551-4581-8828-337e7a9af136"
"BiomedicalConceptProperty","boolean","True","Seriousness of Adverse Event","Seriousness of Adverse Event","True","BiomedicalConceptProperty_8","8fe02731-fbf0-409a-aa1c-3ae138b184ee"
"BiomedicalConceptProperty","string","True","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment","True","BiomedicalConceptProperty_9","26e796d2-4f83-45d8-b7e8-25a6d1f8fd04"
"BiomedicalConceptProperty","string","True","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure","True","BiomedicalConceptProperty_10","90e067ee-d551-4b97-a24a-df241c256c68"
"BiomedicalConceptProperty","string","True","Adverse Event Pattern","Adverse Event Pattern","True","BiomedicalConceptProperty_11","cf73c0b9-b386-40be-8be4-55f5702fb6a8"
"BiomedicalConceptProperty","string","True","Adverse Event Outcome","Adverse Event Outcome","True","BiomedicalConceptProperty_12","af723e5c-5370-4a95-9ae6-4d3a617d00f8"
"BiomedicalConceptProperty","datetime","True","Adverse Event Start Date Time","Adverse Event Start Date Time","True","BiomedicalConceptProperty_13","d796dc29-a035-4277-aa1a-38d834e247fb"
"BiomedicalConceptProperty","datetime","True","Adverse Event End Date Time","Adverse Event End Date Time","True","BiomedicalConceptProperty_14","2ecd6b45-e557-4f29-98a0-86badad61e93"
"BiomedicalConceptProperty","decimal","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_15","58d772c2-6ece-415c-a16a-20d6474f811a"
"BiomedicalConceptProperty","string","True","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty_16","9f8dc0c8-6fdd-499a-9c21-706d013134dd"
"BiomedicalConceptProperty","string","True","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty_17","9253e4ce-b22a-4cfb-94c7-ffbd2b28c8f0"
"BiomedicalConceptProperty","string","True","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty_18","686abbb9-b331-459f-8914-425a12b52185"
"BiomedicalConceptProperty","string","True","Test Method","Test Method","True","BiomedicalConceptProperty_19","57b6a830-9af2-49d0-930f-64926c96bf8d"
"BiomedicalConceptProperty","string","True","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty_20","69dbddb6-bc54-4ce9-9ba7-5f73796e2562"
"BiomedicalConceptProperty","decimal","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_21","f71cde47-1372-41fa-9305-2b6fd5979ed6"
"BiomedicalConceptProperty","string","True","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty_22","99f68791-df42-4a1b-be90-760d3fb2a4b9"
"BiomedicalConceptProperty","string","True","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty_23","900bf818-524d-44e5-be40-7b241ce711b1"
"BiomedicalConceptProperty","string","True","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty_24","ab99be9f-1678-4a06-a0b4-91fb00704dc2"
"BiomedicalConceptProperty","string","True","Test Method","Test Method","True","BiomedicalConceptProperty_25","efcfdf1e-e40a-4cc8-ab40-938798e36e9d"
"BiomedicalConceptProperty","string","True","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty_26","d2daba9c-d49c-4b31-a765-9ab230f7e64c"
"BiomedicalConceptProperty","decimal","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_27","10d523c9-3e28-42d6-9a07-79e7a45c8a56"
"BiomedicalConceptProperty","string","True","Unit of Temperature","Unit of Temperature","True","BiomedicalConceptProperty_28","5bb25a21-a8cf-410b-bde5-ea421c63ec8c"
"BiomedicalConceptProperty","string","True","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty_29","7fe5d85a-1abd-44aa-b62e-963fc41ea77c"
"BiomedicalConceptProperty","decimal","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_30","ca9090dc-8612-4e44-8c39-20a3579656b8"
"BiomedicalConceptProperty","string","True","Unit of Weight","Unit of Weight","True","BiomedicalConceptProperty_31","b509466f-8d60-4406-baa3-cb1e0c963da4"
"BiomedicalConceptProperty","decimal","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_32","99e47073-65bf-4e25-966f-62ae8e1194fd"
"BiomedicalConceptProperty","string","True","Unit of Height","Unit of Height","True","BiomedicalConceptProperty_33","5842532e-484c-4421-8f7d-e4046cde5268"
"BiomedicalConceptProperty","decimal","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_34","10a32a91-4c60-4e13-b4e5-1d0a5b1ed4bd"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_35","d68733b7-f704-4615-b1d3-908dd8d234bf"
"BiomedicalConceptProperty","string","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_36","0b4058f9-0886-4724-ae4b-d856a405df9f"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_37","f956854f-2fc8-4034-a626-4128c38ecde7"
"BiomedicalConceptProperty","string","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_38","8dd0a7d8-bfe8-4fce-a511-fcbd98b88ca8"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_39","6466e914-93a9-43e1-81b9-4722f2e1b945"
"BiomedicalConceptProperty","string","True","Unit of Concentration","Unit of Concentration","True","BiomedicalConceptProperty_40","fcb56ce2-7740-43f7-a462-b44724af2c7a"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_41","9a00457c-df8b-4ce6-8d02-2d9bf47ace12"
"BiomedicalConceptProperty","decimal","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_42","51b2ca21-74c8-4875-9e9d-1b17467e9174"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_43","51ec5f74-473b-4399-9e80-8d696c1f0335"
"BiomedicalConceptProperty","string","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_44","6e743803-73dc-4baa-9b6e-e0ed35acd878"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_45","ce74020e-0b84-4f71-928e-26e8d71da456"
"BiomedicalConceptProperty","decimal","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_46","d22e4115-da08-4dd3-ae98-6fbc63033bf6"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_47","8b090a84-16b2-4acf-b7fb-91c3b88da20e"
"BiomedicalConceptProperty","string","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_48","59fce21a-b887-40b6-885e-99360cfc41b1"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_49","549f7dbf-366d-4b4c-a8f3-b74c7052fa47"
"BiomedicalConceptProperty","string","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_50","381142aa-082c-452b-96d1-a3ff7974207e"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_51","33a40c53-1eda-47b2-89e4-d5dcd7d9e3ec"
"BiomedicalConceptProperty","string","True","Unit of Concentration","Unit of Concentration","True","BiomedicalConceptProperty_52","05b258f7-0483-4c55-a713-3bf48743a8ce"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_53","d26b3c48-77e9-410e-a906-eb6f23a93daf"
"BiomedicalConceptProperty","decimal","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_54","07ec37c4-04a6-4ff2-abdd-eb202539caab"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_55","e0bcb170-15d4-488d-9ff1-4050f1261075"
"BiomedicalConceptProperty","string","True","Molarity Unit","Molarity Unit","True","BiomedicalConceptProperty_56","95e7b90e-7f3f-4513-b668-76575fd02c80"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_57","1f7c5e47-d9e7-4e20-98f2-28710f5322cc"
"BiomedicalConceptProperty","decimal","True","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty_58","16898330-04b4-4908-8925-c21b7490ec7c"
"BiomedicalConceptProperty","boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_59","a65ca8fb-c043-41c3-9ee1-6f96d356b3dc"
"BiomedicalConceptProperty","string","True","Molarity Unit","Molarity Unit","True","BiomedicalConceptProperty_60","536add19-187f-4b45-af2f-9e268718bb98"
