"isRequired","label","id","isEnabled","uuid:ID","datatype","name","instanceType"
"True","Vital Signs Result","BiomedicalConceptProperty_98","True","66c0d8c3-17d1-41da-92c6-a8b60e958ac5","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Temperature","BiomedicalConceptProperty_99","True","95f0efec-d438-49ab-a949-ec1669190317","string","Unit of Temperature","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_100","True","3f3910f6-abd7-4a3d-9144-8327d3eb14be","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_101","True","442758e0-a040-4985-801b-bf59be4657f8","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Weight","BiomedicalConceptProperty_102","True","da0025a6-0104-4ca7-86e0-b74f15ae896b","string","Unit of Weight","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_103","True","7fafee49-5633-4d62-ad81-e553a82ee8e6","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Height","BiomedicalConceptProperty_104","True","586a9a0c-6796-4328-9ec0-4e3a4ec76e19","string","Unit of Height","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_105","True","e8b6966e-a47c-4283-9263-eedfb1334973","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_106","True","808645e3-ba1c-4593-9293-a09aa5368824","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_107","True","5b3003f0-f296-417e-8eaa-12a661036c39","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_108","True","b05f515e-d689-4707-9746-1cbee03436a3","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_109","True","7634afb6-e376-4d86-a396-e91270cf7ac5","string","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_110","True","d49ed4af-779c-4d04-9451-a3896b6992a4","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Concentration","BiomedicalConceptProperty_111","True","3e8508d4-cffd-4b62-b1c4-c958e2c84460","string","Unit of Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_112","True","f4139d2b-0d91-4c7b-923a-5bac74e3579f","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_113","True","a986de34-2c7a-404c-bd8f-6aa65bbe1ee1","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_114","True","93269545-d0d9-48fd-9266-5b9f389b8bdb","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_115","True","5a559ad6-4504-452a-ba1d-9a27d4902a66","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_116","True","911cfd4c-1357-4290-90b0-056434257f24","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_117","True","fd0507fa-e5bf-4167-a740-32b9bc90d81b","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_118","True","d48c239e-578b-4578-8c3b-a2766ab0df33","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_119","True","7f34e239-011b-4d9b-8b9d-3dea7a7ef428","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_120","True","05f5b2e7-f1cf-4bf8-b641-e2df4460502e","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_121","True","ca4b30ff-eb93-4958-9435-969c0a2af140","string","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_122","True","25d48945-6d44-4cf7-9e98-ee4188785542","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Concentration","BiomedicalConceptProperty_123","True","bd239293-3154-4610-bae6-f9bac667d5db","string","Unit of Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_124","True","2e0b9ab8-161e-482c-9260-5ea7d63f9c90","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_125","True","f4641cc3-3b11-46ba-8dde-71312c73624a","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_126","True","775d3bcb-8e51-4357-b560-8c6714e8d18f","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Molarity Unit","BiomedicalConceptProperty_127","True","f1b02401-e7bf-4a1e-82ec-d6d9bce5bb0c","string","Molarity Unit","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_128","True","27f091cf-a731-4c4e-a09b-ec19afaa2461","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_129","True","cf0ffabd-85b6-488f-bd97-5c679ca36dcd","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_130","True","a67ae095-4f83-4600-bad9-1448347f420f","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Molarity Unit","BiomedicalConceptProperty_131","True","a92d7d27-e705-40bc-ac13-b2da83ca42b5","string","Molarity Unit","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_132","True","be889d34-9bc2-4fd6-acc5-4207323690da","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Adverse Event Verbatim Description","BiomedicalConceptProperty_1","True","a042b107-bf19-49c6-b622-cf7f8e67ca97","string","Adverse Event Verbatim Description","BiomedicalConceptProperty"
"True","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2","True","3a9cdbc2-bba8-455b-9a92-5a75a4aaef8f","string","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty"
"True","Adverse Event Category","BiomedicalConceptProperty_3","True","ba294747-e3d2-4bda-b4de-f5b8c2a0234a","string","Adverse Event Category","BiomedicalConceptProperty"
"True","Adverse Event Subcategory","BiomedicalConceptProperty_4","True","c643330b-1617-4b8a-b06e-fd6183ef4598","string","Adverse Event Subcategory","BiomedicalConceptProperty"
"True","Adverse Event Pre-specified","BiomedicalConceptProperty_5","True","ca5348ce-777c-4d3e-a444-32414fd24399","boolean","Adverse Event Pre-specified","BiomedicalConceptProperty"
"True","Severity of Adverse Event","BiomedicalConceptProperty_6","True","e568357a-7a63-47f3-9bde-cafd4e42612a","string","Severity of Adverse Event","BiomedicalConceptProperty"
"True","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","True","6528aa83-1275-45bd-a684-e1c08b6b19c1","string","Adverse Event Toxicity Grade","BiomedicalConceptProperty"
"True","Seriousness of Adverse Event","BiomedicalConceptProperty_8","True","86bcec86-dab9-41a7-996d-5d589844367b","boolean","Seriousness of Adverse Event","BiomedicalConceptProperty"
"True","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","True","70b662a3-2349-4bf7-b641-d21135c049f4","string","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty"
"True","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","True","9ee3bafe-ce1c-4f10-88c4-c75ef3ef2b16","string","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty"
"True","Adverse Event Pattern","BiomedicalConceptProperty_11","True","056b63ef-5497-499b-bcbd-8b21c74aeddc","string","Adverse Event Pattern","BiomedicalConceptProperty"
"True","Adverse Event Outcome","BiomedicalConceptProperty_12","True","e4f20f62-ff73-4c46-a33a-a3a100758652","string","Adverse Event Outcome","BiomedicalConceptProperty"
"True","Adverse Event Start Date Time","BiomedicalConceptProperty_13","True","8796749d-6f77-4c4d-a52b-7e647ee35ea7","datetime","Adverse Event Start Date Time","BiomedicalConceptProperty"
"True","Adverse Event End Date Time","BiomedicalConceptProperty_14","True","9f7e952c-6728-45ee-9daf-99f20f95a1a3","datetime","Adverse Event End Date Time","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_15","True","bd36abd4-a530-439b-8efe-afe19e2ab161","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_16","True","91448895-95f3-4f75-91f6-b61faa03f3d3","string","Unit of Pressure","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_17","True","b05dcd8c-961e-4715-b09a-2703148b3e2c","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_18","True","15e4d952-985a-4778-a436-60a407ee8bc7","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_19","True","50bc0276-fc79-4680-843c-25556a99b02e","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_20","True","3a253774-cbc2-45ff-a3c9-3eb32f5b2a1a","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_21","True","c8e7a3a9-f44c-4609-9ea2-2adee2f6bfc8","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_22","True","c865e8a0-ad53-4f47-8312-e97eb8ae9b21","string","Unit of Pressure","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_23","True","5f269d2a-3f66-4491-a9e5-a4e6618525eb","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_24","True","6f9210dc-c3b5-4d1b-ba56-de93f39d882e","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_25","True","ce835ecc-f731-4e65-bd52-9d0df66fa1f0","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_26","True","f0f9e97c-4b48-40f4-82ed-9c016f389f8f","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_27","True","28763441-ef41-4561-8f2d-5d743f5cddaf","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Temperature","BiomedicalConceptProperty_28","True","b37c6767-d902-4e5c-afa7-fdbaa6390c2d","string","Unit of Temperature","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_29","True","7813d5bf-f4a5-4cbc-b497-19b3208aa875","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_30","True","1f48fdf6-1af6-4c3a-8ddb-14748ae4e41f","decimal","Vital Signs Result","BiomedicalConceptProperty"
