"uuid:ID","id","codeSystem","decode","codeSystemVersion","instanceType","code"
"58818c3c-19c8-4d0a-b12b-c9581162bd5b","Code_1","http://www.cdisc.org","Interventional Study","2023-12-15","Code","C98388"
"a9754b42-ad22-46c6-8578-9fb36054d8e3","Code_2","http://www.cdisc.org","Phase II Trial","2023-12-15","Code","C15601"
"020b4b9b-6260-4c93-af1f-6dff763b46ed","Code_9","http://www.cdisc.org","Sponsor Approval Date","2023-12-15","Code","C132352"
"d34e1c8f-48a0-4ca4-aa66-7e67a31a0d8b","Code_10","http://www.cdisc.org","Global","2023-12-15","Code","C68846"
"576c55da-db6d-4103-bfe3-4d270fcb26f5","Code_72","http://www.cdisc.org","IRB/IEC Feedback","2023-12-15","Code","C99904x3"
"e92d95cb-0d54-4f30-9090-139fddcca053","Code_73","http://www.cdisc.org","Other","2023-12-15","Code","C17649"
"eb6dbe4a-a763-4e87-ad0d-d2134ad9afa6","Code_75","http://www.cdisc.org","Region","2023-12-15","Code","C41129"
"9ea825fb-a97b-48c4-9a28-d9ecc27d155f","Code_74","ISO 3166 1 alpha3","Europe","2020-08","Code","150"
"9b66f1a3-0a8a-4eb8-89a6-560362dd7351","Code_4","SPONSOR","Eli Lilly","12","Code","PHARMA"
"88ecc3dd-4560-4bf2-bca6-95e9cf46d787","Code_76","http://www.cdisc.org","Clinical Study Sponsor","2023-12-15","Code","C70793"
"04caacf2-ea7b-449e-8a38-7abd6416ccc3","Code_77","ISO 3166 1 alpha3","United States of America","2020-08","Code","USA"
"98c09124-49b9-46de-8aa9-03f5e5de4266","Code_78","http://www.cdisc.org","Study Registry","2023-12-15","Code","C93453"
"edd18712-6abe-47b5-8e01-30dfc75ae24a","Code_79","ISO 3166 1 alpha3","United States of America","2020-08","Code","USA"
"d11494c0-17cd-4e60-a728-18d927ff0053","Code_137","http://www.cdisc.org","Treatment Study","2023-12-15","Code","C49656"
"7150b685-8045-4327-9238-576c54ad2ec8","Code_138","http://www.cdisc.org","Efficacy Study","2023-12-15","Code","C49666"
"e9da30f5-b737-4a86-af5d-3ed220791f27","Code_139","http://www.cdisc.org","Safety Study","2023-12-15","Code","C49667"
"69cf70d8-1fc1-4145-8e90-3546d023c7c0","Code_140","http://www.cdisc.org","Pharmacokinetic Study","2023-12-15","Code","C49663"
"cda3f3e4-2827-46a7-a029-98ba620f5706","Code_134","SPONSOR","Mild to Moderate Alzheimer's Disease","12","Code","MILD_MOD_ALZ"
"10af1148-8663-4379-9393-972ae92b48d3","Code_135","SNOMED","Alzheimer's disease","January 31, 2018","Code","26929004"
"cae0566f-a04a-42c1-ae2a-06a6a36e1192","Code_143","http://www.cdisc.org","EXTENSION","2023-12-15","Code","C99907x1"
"77540aff-bf87-4846-9a67-94bcbe250f7b","Code_144","http://www.cdisc.org","ADAPTIVE","2023-12-15","Code","C98704"
