"description","instanceType","name","uuid:ID","label","id"
"-","ScheduledActivityInstance","SCREEN1","3dbcce89-c628-4933-bf45-bbdd1c533e99","Screen One","ScheduledActivityInstance_9"
"-","ScheduledActivityInstance","SCREEN2","ba75e943-8b44-41e0-9831-e8eb6b221ba2","Screen Two","ScheduledActivityInstance_10"
"-","ScheduledActivityInstance","DOSE","b123d02e-7368-4eb8-97c8-d8231a2a1a62","Dose","ScheduledActivityInstance_11"
"-","ScheduledActivityInstance","WK2","dbb20e7b-941c-458a-9492-394fa9ce306b","Week 2","ScheduledActivityInstance_12"
"-","ScheduledActivityInstance","WK4","dad6b7a1-993d-4033-8380-b89208a051f2","Week 4","ScheduledActivityInstance_13"
"-","ScheduledActivityInstance","WK6","1199c386-a651-4e70-9119-f999af2a4cdd","Week 6","ScheduledActivityInstance_14"
"-","ScheduledActivityInstance","WK8","5521d594-b1e5-48e9-b6e5-9d0419bb8061","Week 8","ScheduledActivityInstance_15"
"-","ScheduledActivityInstance","WK8N","28378f12-444b-4a80-ae11-b570f27fea3c","Week NPI","ScheduledActivityInstance_16"
"-","ScheduledActivityInstance","WK12","fc56f798-bf5f-4ac0-92d1-5ae3fb7e8e28","Week 12","ScheduledActivityInstance_17"
"-","ScheduledActivityInstance","WK12N","d9bbfcb5-8a12-4731-8b40-a85ea66eeb16","Week 12 NPI","ScheduledActivityInstance_18"
"-","ScheduledActivityInstance","WK16","aa4eb842-5921-4df3-8de8-768cebdfeb7d","Week 16","ScheduledActivityInstance_19"
"-","ScheduledActivityInstance","WK16N","6ac01ab2-9ac6-4fc2-9b3f-e817e717e1fa","Week 16 NPI","ScheduledActivityInstance_20"
"-","ScheduledActivityInstance","WK20","81c9d431-8085-434a-9f9d-ae449bd453e8","Week 20","ScheduledActivityInstance_21"
"-","ScheduledActivityInstance","WK20N","5552d33d-ec9e-488a-85fd-719dc95f6e65","Week 20 NPI","ScheduledActivityInstance_22"
"-","ScheduledActivityInstance","WK24","e5701840-e8de-4e4d-b706-cadd7983464e","Week 24","ScheduledActivityInstance_23"
"-","ScheduledActivityInstance","WK26","b3881819-c54f-4c9b-b183-6820d49dc96d","Week 26","ScheduledActivityInstance_24"
"-","ScheduledActivityInstance","AE","79b0b591-36b4-4b1e-b4b7-5e1457a8b6b2","Adevers Event","ScheduledActivityInstance_1"
"-","ScheduledActivityInstance","ET","0e2716f0-7375-43ce-ab35-f16ac2b2e511","Early Termination","ScheduledActivityInstance_2"
"","ScheduledActivityInstance","VS_5MIN","0a3c352f-4a3b-4c5a-aa8e-b61d0503e6ff","5 minute supine","ScheduledActivityInstance_3"
"","ScheduledActivityInstance","VS_SUPINE","5a8f4f10-6684-41c1-9a92-4f5a9256257d","Vital signs supine","ScheduledActivityInstance_4"
"","ScheduledActivityInstance","VS_1MIN","37493649-c516-4e51-9d7f-d2d6e1b42f47","1 minute standing","ScheduledActivityInstance_5"
"","ScheduledActivityInstance","VS_STAND1","f6392994-d9a2-4b0e-81f1-c1df7372fe54","Vital signs after 1 min standing","ScheduledActivityInstance_6"
"","ScheduledActivityInstance","VS_2MIN","d92a1f69-8515-45d3-ae65-1d22e92f218b","2 minute standing","ScheduledActivityInstance_7"
"","ScheduledActivityInstance","VS_STAND3","42529087-7ae5-427c-8f3f-18c4c02d7fa7","Vital signs after 3 min standing","ScheduledActivityInstance_8"
