"isEnabled","label","datatype","instanceType","isRequired","id","uuid:ID","name"
"True","Vital Signs Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_98","85dd90fe-257d-463e-be87-251d4cf9d7f5","Vital Signs Result"
"True","Unit of Temperature","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_99","bfde6512-f960-4e15-bdf7-872398b67668","Unit of Temperature"
"True","Vital Signs Location","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_100","d5f8f3a3-7462-4dd8-98a2-8506a2e038c8","Vital Signs Location"
"True","Vital Signs Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_101","e53946ab-0758-4c5c-828d-af60f9d52797","Vital Signs Result"
"True","Unit of Weight","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_102","1793ccd7-51de-4ea1-bed6-e1aa0131667c","Unit of Weight"
"True","Vital Signs Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_103","52adf536-3927-4b92-8288-6eabbe6db80d","Vital Signs Result"
"True","Unit of Height","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_104","f4c374a4-48a1-4b3e-9789-729f94d80618","Unit of Height"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_105","c6d78bf3-3c29-4f04-a342-8aad16fe569f","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_106","efbfb291-8047-4e47-96c1-9322e94e4630","Laboratory Test Fasting Status"
"True","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_107","a9d2d9a7-2794-4b8e-9983-13d8b5e92580","Unit of Catalytic Activity Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_108","cdcae914-3c31-4aa4-88ab-573792367f45","Biospecimen Type"
"True","Laboratory Test Result","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_109","49f8a1fa-a1d9-4dc2-ae34-296c45d4b4d6","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_110","7d2c4d2b-8e97-4c85-a898-3941b4a05043","Laboratory Test Fasting Status"
"True","Unit of Concentration","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_111","5fa0341a-8436-4aa0-aec3-0d7287aaf2ad","Unit of Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_112","1a27f969-c85e-49e0-9d5c-bee6ddd8a496","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_113","10b06c00-ae04-4621-affe-864ec5bdd15b","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_114","caa59ea4-db74-4f62-bb2d-5f58cd6ced29","Laboratory Test Fasting Status"
"True","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_115","4788e28c-caa0-4409-9403-5b0616d0af95","Unit of Catalytic Activity Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_116","20e73b91-e823-4c06-a6a5-f65a723d65c4","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_117","7809663b-8b34-49ab-98db-42e24628f0d4","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_118","f5c81853-f04f-49c1-8fd5-8e7396fd3815","Laboratory Test Fasting Status"
"True","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_119","da604b2e-61ae-4e2c-97db-4f4b4fc85636","Unit of Catalytic Activity Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_120","0fc62099-3df8-467a-b3ce-b8d2ea594b97","Biospecimen Type"
"True","Laboratory Test Result","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_121","e788ca2b-85c0-49f6-81dd-9452549248f8","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_122","78293681-d066-401a-98c3-4be427df00de","Laboratory Test Fasting Status"
"True","Unit of Concentration","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_123","8786d708-e2f8-46a5-916e-e7859b3cf923","Unit of Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_124","4ef83607-6bd1-4508-ab62-561f222aea1c","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_125","bba49bd8-081e-4705-9797-63ec0b431522","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_126","59a6c4c5-2a28-482e-b24f-8490183d5763","Laboratory Test Fasting Status"
"True","Molarity Unit","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_127","62fbe521-c1b6-4af9-af53-90230ad6a8b3","Molarity Unit"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_128","3a2c65b0-3a4f-459b-a705-991f909cf5e7","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_129","3362ba67-8cc5-4ec1-bfdc-14b8de2a30fb","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_130","fb261659-46a9-42fb-b653-7ab7bc9b290a","Laboratory Test Fasting Status"
"True","Molarity Unit","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_131","6db28748-4ce2-4d58-afc8-fa874b128b05","Molarity Unit"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_132","980efde5-9da0-4261-8091-302b4870fde8","Biospecimen Type"
"True","Adverse Event Verbatim Description","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_1","fc76b401-9e6e-492e-88d3-fe12163ddd65","Adverse Event Verbatim Description"
"True","Adverse Event Dictionary Derived Term","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_2","d81ded2a-35cd-41f4-b0b1-be983c9616ee","Adverse Event Dictionary Derived Term"
"True","Adverse Event Category","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_3","e17e745a-3f62-419c-bc57-138c0f43e452","Adverse Event Category"
"True","Adverse Event Subcategory","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_4","0444ceff-5bb7-495a-904c-c4a6986017ec","Adverse Event Subcategory"
"True","Adverse Event Pre-specified","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_5","1d2c19da-4b30-4dfb-84d9-336db62462ad","Adverse Event Pre-specified"
"True","Severity of Adverse Event","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_6","c8326f3f-e5e1-45df-b012-71f1e98921fe","Severity of Adverse Event"
"True","Adverse Event Toxicity Grade","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_7","65c5f015-5f86-42c2-b25d-89bc7f422af0","Adverse Event Toxicity Grade"
"True","Seriousness of Adverse Event","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_8","79872459-4405-4132-91f4-1174aa6e47e5","Seriousness of Adverse Event"
"True","Adverse Event Action Taken with Study Treatment","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_9","03e6420b-ff21-49e8-ba0d-86fa3f525bb5","Adverse Event Action Taken with Study Treatment"
"True","Adverse Event Attribution to Product or Procedure","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_10","95465ebb-7ede-47ed-9ac8-6cab746628b7","Adverse Event Attribution to Product or Procedure"
"True","Adverse Event Pattern","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_11","93cf5173-e779-4939-b50c-19a57f467f7a","Adverse Event Pattern"
"True","Adverse Event Outcome","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_12","f22ff95e-1192-45fa-a465-ccc5286f5fe7","Adverse Event Outcome"
"True","Adverse Event Start Date Time","datetime","BiomedicalConceptProperty","True","BiomedicalConceptProperty_13","c1ec95a1-cb32-4529-917c-2d6726c77dfd","Adverse Event Start Date Time"
"True","Adverse Event End Date Time","datetime","BiomedicalConceptProperty","True","BiomedicalConceptProperty_14","798f388a-26c2-4673-8008-dac2234f0529","Adverse Event End Date Time"
"True","Vital Signs Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_15","c892b09d-209d-4d23-8c5e-cc739f8072f7","Vital Signs Result"
"True","Unit of Pressure","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_16","72ea3b03-7bed-4e85-ae37-a24c416f1b89","Unit of Pressure"
"True","Vital Signs Location","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_17","99fd466f-6216-44fa-a11b-2e38d7f78c4d","Vital Signs Location"
"True","Vital Signs Laterality","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_18","62a4978b-601e-4ddf-b4fb-9415655a0b9e","Vital Signs Laterality"
"True","Test Method","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_19","be260d6c-4b12-4406-8cf5-4e25b212af4b","Test Method"
"True","Vital Signs Position","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_20","b74a6567-74a9-4220-ba52-7631b7001a38","Vital Signs Position"
"True","Vital Signs Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_21","57368666-a484-49ee-8e18-cfaece3741d8","Vital Signs Result"
"True","Unit of Pressure","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_22","9a5600eb-9500-4e41-82e4-79c20134b04b","Unit of Pressure"
"True","Vital Signs Location","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_23","2e133cfe-7e8a-4fef-875d-e4fbbeea6f26","Vital Signs Location"
"True","Vital Signs Laterality","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_24","4b713a6b-4686-4266-963d-86a74794562a","Vital Signs Laterality"
"True","Test Method","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_25","4c45d0c0-7ef4-4d72-afa2-a741b19ebb87","Test Method"
"True","Vital Signs Position","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_26","b8b09015-5c10-4a6e-9a99-969262585590","Vital Signs Position"
"True","Vital Signs Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_27","d73b3209-7d60-4bc4-a23d-b6e23ef51c9f","Vital Signs Result"
"True","Unit of Temperature","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_28","12d9992f-8223-44b3-a4e8-521966026992","Unit of Temperature"
"True","Vital Signs Location","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_29","c760eb77-e6e2-4498-8711-d9a60d24aa8d","Vital Signs Location"
"True","Vital Signs Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_30","b479c639-7bf4-41ac-bceb-8985f548d936","Vital Signs Result"
"True","Unit of Weight","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_31","c5b0bfa8-2a1a-445e-a142-8ade3a003cb5","Unit of Weight"
"True","Vital Signs Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_32","742f2a13-874e-4b6f-97fe-27cf186a344f","Vital Signs Result"
"True","Unit of Height","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_33","2043ae55-d5e0-4ea1-9f28-8d268b98f1bd","Unit of Height"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_34","728c3d58-8a8c-41e3-88bd-c829faff5be6","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_35","d00b8f9d-a7cc-4c3e-ab12-9ab0814c27ce","Laboratory Test Fasting Status"
"True","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_36","82d39021-503d-481b-9472-8afcca3a6d74","Unit of Catalytic Activity Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_37","477c38f2-6fd1-456d-ab70-31a89e6ad620","Biospecimen Type"
"True","Laboratory Test Result","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_38","05c1bd1c-ea07-46ce-965e-f1546f1baaf2","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_39","517c54f1-cbef-40dd-8471-34cbd5179684","Laboratory Test Fasting Status"
"True","Unit of Concentration","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_40","2303b0fc-3e79-461d-af83-3ee30c5b8f39","Unit of Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_41","d91ab49c-42ff-468a-a7c6-d2324dd6f951","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_42","0c77d63c-651d-4b3e-91e8-b83d7c9ad3a2","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_43","fa2b198e-8fbc-40d5-8d16-3799132a9c7a","Laboratory Test Fasting Status"
"True","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_44","8dc1d94b-af00-4508-8674-9df2f12b8922","Unit of Catalytic Activity Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_45","7f1e6c4a-3189-4d0d-b187-a38712379afe","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_46","9781238e-d752-4e82-b90b-5be1a19de2e5","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_47","38882f9f-37d0-4bb8-aea8-69d3578aaeeb","Laboratory Test Fasting Status"
"True","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_48","b5e7413a-d2e0-400a-954b-920305d6f6ac","Unit of Catalytic Activity Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_49","18f77044-ee51-464e-9e00-88a1eb721c44","Biospecimen Type"
"True","Laboratory Test Result","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_50","b2949ef1-1a41-4e0b-ab13-3ea48e6af1fd","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_51","30694f6c-91dc-4e02-ac16-48c3518f85d6","Laboratory Test Fasting Status"
"True","Unit of Concentration","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_52","c6a194a2-5fa6-4783-9e2d-305af18eaef2","Unit of Concentration"
