"datatype","uuid:ID","isRequired","name","instanceType","id","isEnabled","label"
"text","5bc20e47-a116-403e-8e2b-1eff25791c8d","True","DSDECOD","BiomedicalConceptProperty","BiomedicalConceptProperty_116","True","DSDECOD"
"text","78d947b5-99a7-4bc3-a452-66780deaa979","True","DSTERM","BiomedicalConceptProperty","BiomedicalConceptProperty_117","True","DSTERM"
"datetime","b590ae56-423e-4650-b44d-18ea1aada775","True","DSSTDTC","BiomedicalConceptProperty","BiomedicalConceptProperty_118","True","DSSTDTC"
"string","24d4d5b9-7e07-4757-91f0-32fcdae0ec42","True","Sex","BiomedicalConceptProperty","BiomedicalConceptProperty_119","True","Sex"
"string","12421fa7-7a82-468d-8500-2889fff417d9","True","Race","BiomedicalConceptProperty","BiomedicalConceptProperty_120","True","Race"
"","35b9909e-3ef9-448f-941f-eb03dd87701c","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_121","True","VSTESTCD"
"float","dc2f84f1-73fd-4bfa-9728-4c02b8e2c031","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_122","True","VSORRES"
"","e4d89cd5-1f61-433c-aa92-7536c6890481","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_123","True","VSORRESU"
"","a8fcdf24-e44e-4d2f-8a12-53edb95e1051","True","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_124","True","VSLOC"
"","7ee5288b-27b1-4bfa-bd9d-0a216c4c886c","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_125","True","VSTESTCD"
"float","e02a68c4-6e74-4a49-8174-81486fd3f9e7","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_126","True","VSORRES"
"","5778b4ab-092d-4df5-8d05-f02d130ef849","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_127","True","VSORRESU"
"","2cc10c04-2332-4d1b-9b9f-5f6001e8dabc","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_128","True","VSTESTCD"
"float","87c32d6d-34ab-4a54-9073-8004f3633143","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_129","True","VSORRES"
"","fa33900e-5dcd-424b-ae0f-cec53212a677","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_130","True","VSORRESU"
"","8ce86d8f-9f9b-41c4-960d-8c517c096e4a","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_131","True","LBTESTCD"
"float","f57d89b3-fb5f-4ace-a577-8fb0d2563bfa","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_132","True","LBORRES"
"","2b2a85e1-aaea-437c-9a0f-3718c88e0c92","True","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_133","True","LBORRESU"
"","e72fc3b7-c334-4c40-92ae-bc3a1d39c24f","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_134","True","LBSPEC"
"","0ec888f7-df3e-486b-802a-ee821ad9a02e","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_135","True","LBFAST"
"","fd3d4a1a-fe35-4f42-ac38-013141ed7667","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_136","True","LBTESTCD"
"text","642fdad0-81a8-4a94-91bc-732f64a66f59","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_137","True","LBORRES"
"","dba551e2-55d3-4deb-a77d-95294f64a0e7","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_138","True","LBSPEC"
"","3ddbfc79-9d31-4211-bf43-95cf9b203840","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_139","True","LBFAST"
"","7592c40f-b3fb-48a4-8899-57e463eea9fc","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_140","True","LBTESTCD"
"float","6265e8eb-ea15-4b92-9f05-c52aad23d1d5","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_141","True","LBORRES"
"","ecc27e43-597b-44b2-8aad-12866281405b","True","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_142","True","LBORRESU"
"","45d56cff-5aa0-4769-944e-e400382c737a","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_143","True","LBSPEC"
"","3f834c9e-2e5f-4c33-b0f6-eda5c0c099a1","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_144","True","LBFAST"
"","9c6d9f53-1f62-47f4-968b-84cc20b5f171","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_145","True","LBTESTCD"
"float","ab8d0721-bf1d-4e1c-ba5e-bb4a8c4ff104","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_146","True","LBORRES"
"","1432075f-a0f8-4c5b-a16d-c1c0a975e247","True","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_147","True","LBORRESU"
"","7edab421-117d-4954-aa81-59b76ece598f","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_148","True","LBSPEC"
"","ad3a9133-c887-4d9b-ad98-9afcedfca733","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_149","True","LBFAST"
"","a1e9a991-593a-4d69-b546-ed968fa7b692","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_150","True","LBTESTCD"
"float","321f183a-4491-44b1-92ee-df86aacff4ab","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_151","True","LBORRES"
"","e14a6f5e-bda7-45cb-8b50-6aa5d76c23c8","True","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_152","True","LBORRESU"
"","74cf5d78-7eee-4716-930e-fdcb7232a2f3","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_153","True","LBSPEC"
"","86a9ddd5-4cd1-4314-84d5-dc3f5ba20020","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_154","True","LBFAST"
"","44e427b0-fabc-48f8-83da-183d7e829e63","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_155","True","LBTESTCD"
"float","3c2df3de-3cb6-4691-8b44-984d890498bd","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_156","True","LBORRES"
"","b47c56cd-99bd-484b-b56c-48cd8ef274b0","True","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_157","True","LBORRESU"
"","0febe527-c428-42c7-83f3-b7b2d6b0a5b2","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_158","True","LBSPEC"
"","5c49d33f-d2e4-46c1-9ad6-3e07c3c6f5c7","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_159","True","LBFAST"
"","d99fa738-389e-4660-bc5e-83de2b489b6f","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_160","True","LBTESTCD"
"float","4aa33951-eb5f-447f-b844-481215830cc9","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_161","True","LBORRES"
"","f9315462-97d9-4763-95b0-0d320d388ed2","True","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_162","True","LBORRESU"
"","b2007648-ae20-4ea1-bcf8-ace8f3a3b33e","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_163","True","LBSPEC"
"","ddc9b724-35b7-48ab-a418-c34b25918feb","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_164","True","LBFAST"
"","29d99f68-6ab8-4697-8291-caf6740be1a1","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_165","True","LBTESTCD"
"float","a52241d7-29e1-4610-b047-8529f4b117b6","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_166","True","LBORRES"
"","61aa3561-672b-4da3-8dd9-74a8a7837c66","True","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_167","True","LBORRESU"
"","76b384a5-341f-4fc8-befa-2c1a936f8023","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_168","True","LBSPEC"
"","d02634ea-eaa9-470c-9744-ee6829a19981","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_169","True","LBFAST"
"text","8438f0c6-8dc7-48f8-b322-145eea2d3bb1","True","AETERM","BiomedicalConceptProperty","BiomedicalConceptProperty_1","True","AETERM"
"text","70ddb7c0-02ef-4051-a4b6-559a1129612d","True","AEDECOD","BiomedicalConceptProperty","BiomedicalConceptProperty_2","True","AEDECOD"
"text","f461c886-4b54-488f-ab7e-7a59105da06d","True","AEPRESP","BiomedicalConceptProperty","BiomedicalConceptProperty_3","True","AEPRESP"
"text","dd7aa759-105a-4baa-b246-cc6ca5a65086","True","AELOC","BiomedicalConceptProperty","BiomedicalConceptProperty_4","True","AELOC"
"text","7c3cce63-f402-45e1-b6de-dc402211bd1d","True","AESEV","BiomedicalConceptProperty","BiomedicalConceptProperty_5","True","AESEV"
