"uuid:ID","name","datatype","isEnabled","isRequired","label","id","instanceType"
"fdb43e71-810e-490d-9a9b-b44288a4c8d7","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_98","BiomedicalConceptProperty"
"44c58d7a-5f5f-46d0-912e-955bbbe69bc4","Unit of Temperature","string","True","True","Unit of Temperature","BiomedicalConceptProperty_99","BiomedicalConceptProperty"
"7dd56af9-9bc3-47f2-b6e9-31e2ce27682d","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_100","BiomedicalConceptProperty"
"2f1b037d-557e-4adc-86cd-003629c4e79c","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_101","BiomedicalConceptProperty"
"9be68fd0-d556-48b8-9b48-c66fa8eb4842","Unit of Weight","string","True","True","Unit of Weight","BiomedicalConceptProperty_102","BiomedicalConceptProperty"
"a9ea2103-ce52-41e2-82f0-e55c637e9a7f","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_103","BiomedicalConceptProperty"
"1d3a35b3-1bf1-46aa-8fbd-070d203148e3","Unit of Height","string","True","True","Unit of Height","BiomedicalConceptProperty_104","BiomedicalConceptProperty"
"ffb13490-89a8-4644-97db-3e9f9a6fa6b3","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_105","BiomedicalConceptProperty"
"07bba0bd-bf7f-4dad-a341-163380569f37","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_106","BiomedicalConceptProperty"
"baf6c2ec-1a39-406c-bc29-d8d43ad168ae","Unit of Catalytic Activity Concentration","string","True","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_107","BiomedicalConceptProperty"
"4cf3c920-edc6-4991-bfb9-2dd9102ab101","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_108","BiomedicalConceptProperty"
"3d82ff10-82fb-4749-b757-6483b05b9010","Laboratory Test Result","string","True","True","Laboratory Test Result","BiomedicalConceptProperty_109","BiomedicalConceptProperty"
"390900e3-c7d7-4176-87e7-c2323ece2bc3","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_110","BiomedicalConceptProperty"
"18fbf09f-1707-46e4-aa6a-9ca69f82d6f7","Unit of Concentration","string","True","True","Unit of Concentration","BiomedicalConceptProperty_111","BiomedicalConceptProperty"
"c09a7ee3-a98f-477b-a1e1-36f7621f36fa","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_112","BiomedicalConceptProperty"
"42d6e16a-7586-43a8-a335-2c0fd0c30ecd","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_113","BiomedicalConceptProperty"
"cf9f3701-f236-4180-bc29-e403d9f67624","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_114","BiomedicalConceptProperty"
"a99cc333-b59f-4c94-a181-43b1d4d0421d","Unit of Catalytic Activity Concentration","string","True","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_115","BiomedicalConceptProperty"
"0ad3cdae-537a-47a8-8825-2f253701b63d","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_116","BiomedicalConceptProperty"
"80e1cf41-6bee-403e-9e7e-03e1db0b73ce","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_117","BiomedicalConceptProperty"
"b17fa6a9-7959-47e9-b3f8-6e5d3edd743e","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_118","BiomedicalConceptProperty"
"6a879ead-4a78-46b1-9553-3ef309408f1d","Unit of Catalytic Activity Concentration","string","True","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_119","BiomedicalConceptProperty"
"4968c7b4-82a7-4b18-8de8-3dbf0e49c5fc","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_120","BiomedicalConceptProperty"
"f87870c1-f535-4b69-a842-8bc781b8f739","Laboratory Test Result","string","True","True","Laboratory Test Result","BiomedicalConceptProperty_121","BiomedicalConceptProperty"
"b08a541d-6019-40ee-91a8-d2168fb38e64","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_122","BiomedicalConceptProperty"
"7feea550-b8a1-4b37-bb1e-64ccbd443b93","Unit of Concentration","string","True","True","Unit of Concentration","BiomedicalConceptProperty_123","BiomedicalConceptProperty"
"fc1b1264-8518-4817-a905-19a244cb8eea","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_124","BiomedicalConceptProperty"
"099d412c-b675-470e-9f9f-a685aeced37a","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_125","BiomedicalConceptProperty"
"9a7a71d1-9c42-46b2-9dc6-400b33e23c98","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_126","BiomedicalConceptProperty"
"1ba8d1f3-527b-42d9-bf88-21d6a8ec81a4","Molarity Unit","string","True","True","Molarity Unit","BiomedicalConceptProperty_127","BiomedicalConceptProperty"
"d72159b8-d2bf-4928-8302-b5de371ae67a","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_128","BiomedicalConceptProperty"
"81629913-f2eb-4743-9c55-af61330d7753","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_129","BiomedicalConceptProperty"
"a1b31728-0ad9-4b5a-84cd-4b0b35fb0860","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_130","BiomedicalConceptProperty"
"e1be0461-7de5-470b-a705-80018331d1ed","Molarity Unit","string","True","True","Molarity Unit","BiomedicalConceptProperty_131","BiomedicalConceptProperty"
"487b8b2c-89e1-4009-b60e-cdf84c880b17","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_132","BiomedicalConceptProperty"
"8adafbf8-e218-410e-912d-c1947f7f8a34","Adverse Event Verbatim Description","string","True","True","Adverse Event Verbatim Description","BiomedicalConceptProperty_1","BiomedicalConceptProperty"
"7d241790-0e4a-4c97-a7aa-3951510b3ce7","Adverse Event Dictionary Derived Term","string","True","True","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2","BiomedicalConceptProperty"
"66eb2b17-e65f-4cfe-82d2-1a5660faa760","Adverse Event Category","string","True","True","Adverse Event Category","BiomedicalConceptProperty_3","BiomedicalConceptProperty"
"27f81677-ad6f-4efb-b1a7-7c3cc5e43a0c","Adverse Event Subcategory","string","True","True","Adverse Event Subcategory","BiomedicalConceptProperty_4","BiomedicalConceptProperty"
"186eff85-7da6-42a1-ba49-8fdf94115f70","Adverse Event Pre-specified","boolean","True","True","Adverse Event Pre-specified","BiomedicalConceptProperty_5","BiomedicalConceptProperty"
"026f439f-ae2d-488f-a47c-645ee1e8e216","Severity of Adverse Event","string","True","True","Severity of Adverse Event","BiomedicalConceptProperty_6","BiomedicalConceptProperty"
"d1e4f745-b726-43e1-b30f-dab2bfcdde9e","Adverse Event Toxicity Grade","string","True","True","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","BiomedicalConceptProperty"
"bc2f5415-9423-4de6-a71e-b47bd9c20f69","Seriousness of Adverse Event","boolean","True","True","Seriousness of Adverse Event","BiomedicalConceptProperty_8","BiomedicalConceptProperty"
"ff6136bd-6e8e-4132-b516-fde8d2c2ad01","Adverse Event Action Taken with Study Treatment","string","True","True","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","BiomedicalConceptProperty"
"50bd0c0c-f18b-45fe-ab58-17e7523658b2","Adverse Event Attribution to Product or Procedure","string","True","True","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","BiomedicalConceptProperty"
"21dd87e1-5e12-49a1-b645-d6c1b226b405","Adverse Event Pattern","string","True","True","Adverse Event Pattern","BiomedicalConceptProperty_11","BiomedicalConceptProperty"
"3dd13b17-1dc4-4772-aa60-dfe99a19d519","Adverse Event Outcome","string","True","True","Adverse Event Outcome","BiomedicalConceptProperty_12","BiomedicalConceptProperty"
"c7b6c594-71aa-498c-bf85-3bfc47417ef4","Adverse Event Start Date Time","datetime","True","True","Adverse Event Start Date Time","BiomedicalConceptProperty_13","BiomedicalConceptProperty"
"1f513b02-759c-4f20-9f4a-e7c4fd035818","Adverse Event End Date Time","datetime","True","True","Adverse Event End Date Time","BiomedicalConceptProperty_14","BiomedicalConceptProperty"
"9a6a0b4b-49d1-4074-9285-fa05380f883e","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_15","BiomedicalConceptProperty"
"9c0c019c-eaad-43a4-bb74-297d6870aad5","Unit of Pressure","string","True","True","Unit of Pressure","BiomedicalConceptProperty_16","BiomedicalConceptProperty"
"ca69c904-f394-49f7-875b-f9b751a9e2c2","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_17","BiomedicalConceptProperty"
"176f24fa-8341-47d8-b198-70c6e3363a9b","Vital Signs Laterality","string","True","True","Vital Signs Laterality","BiomedicalConceptProperty_18","BiomedicalConceptProperty"
"f43558b1-854d-42fa-aee6-878dc484662d","Test Method","string","True","True","Test Method","BiomedicalConceptProperty_19","BiomedicalConceptProperty"
"26a81fdf-9a5c-438e-9300-f6ee1eebd425","Vital Signs Position","string","True","True","Vital Signs Position","BiomedicalConceptProperty_20","BiomedicalConceptProperty"
"5fbb6d47-b115-4183-bd3a-060153234e01","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_21","BiomedicalConceptProperty"
"52f82aee-d5db-4aef-b21d-4b0c6b707572","Unit of Pressure","string","True","True","Unit of Pressure","BiomedicalConceptProperty_22","BiomedicalConceptProperty"
"c4dced27-d669-4608-a92d-e46fc3050a83","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_23","BiomedicalConceptProperty"
"e508a703-3fb7-40c9-9e4a-ce225c58b0e6","Vital Signs Laterality","string","True","True","Vital Signs Laterality","BiomedicalConceptProperty_24","BiomedicalConceptProperty"
"0ba06a34-9485-4508-9fd5-f504b2af046b","Test Method","string","True","True","Test Method","BiomedicalConceptProperty_25","BiomedicalConceptProperty"
"dc36e4ed-b1be-4961-90eb-c38f6400b8cd","Vital Signs Position","string","True","True","Vital Signs Position","BiomedicalConceptProperty_26","BiomedicalConceptProperty"
"011d1ad7-13e6-4943-850b-945685193301","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_27","BiomedicalConceptProperty"
