"uuid:ID","code","codeSystemVersion","decode","id","codeSystem","instanceType"
"c19cccc2-0592-4b98-a8d5-1ad8684a3f1f","C98388","2023-09-29","Interventional Study","Code_1","http://www.cdisc.org","Code"
"d75a0dd3-827e-446f-bc40-71038d2c104f","C15601","2023-09-29","Phase II Trial","Code_2","http://www.cdisc.org","Code"
"44cfe59f-7fcf-4262-9288-82aea74c3eb1","C132352","2023-09-29","Sponsor Approval Date","Code_9","http://www.cdisc.org","Code"
"18559176-7773-42a4-ad02-e2c2dfde204a","C68846","2023-09-29","Global","Code_10","http://www.cdisc.org","Code"
"84ae6ed2-301f-4d50-be5a-cefb41b57ab0","C99904x3","2023-09-29","IRB/IEC Feedback","Code_72","http://www.cdisc.org","Code"
"a3c9af8f-1561-4bd5-a70d-f9b9d3d4a0d5","C17649","2023-09-29","Other","Code_73","http://www.cdisc.org","Code"
"7bf51b98-2eb1-4eb5-9dcb-3f24e43b9489","C41129","2023-09-29","Region","Code_75","http://www.cdisc.org","Code"
"6ce51220-69d2-4c40-94b9-e4ba84c5ae37","150","2020-08","Europe","Code_74","ISO 3166 1 alpha3","Code"
"7b76db4c-2c87-4782-80ab-5a606183f84a","PHARMA","12","Eli Lilly","Code_4","SPONSOR","Code"
"0c7fd374-dc96-40d1-8a29-e98db0a302d6","C70793","2023-09-29","Clinical Study Sponsor","Code_76","http://www.cdisc.org","Code"
"bd788589-b33c-4805-9f24-086d84019e9b","DNK","2020-08","Denmark","Code_77","ISO 3166 1 alpha3","Code"
"1bb631b3-5b43-4e59-89d6-070aafdfc33a","C93453","2023-09-29","Study Registry","Code_78","http://www.cdisc.org","Code"
"40a1ed3f-871d-4a45-b008-c0ea5accbc9d","C49656","2023-09-29","Treatment Study","Code_136","http://www.cdisc.org","Code"
"1a050ecf-1749-45ca-bed7-bcf3f70e4189","C49666","2023-09-29","Efficacy Study","Code_137","http://www.cdisc.org","Code"
"4d4315fa-6f75-4d02-847e-9eeacf2af0ee","C49667","2023-09-29","Safety Study","Code_138","http://www.cdisc.org","Code"
"c09da089-4077-4701-9c2f-8609d0d836b1","C49663","2023-09-29","Pharmacokinetic Study","Code_139","http://www.cdisc.org","Code"
"99145e7e-e19b-45b5-943f-9516da553705","MILD_MOD_ALZ","12","Mild to Moderate Alzheimer's Disease","Code_133","SPONSOR","Code"
"1a7f40bf-56a6-449a-9f4d-bd0fdfb685de","26929004","January 31, 2018","Alzheimer's disease","Code_134","SNOMED","Code"
"9aa192f1-f81e-498f-bad9-6beb77c08611","C99907x1","2023-09-29","EXTENSION","Code_142","http://www.cdisc.org","Code"
"9d2452ce-c02d-4503-8653-768e50dc99a0","C98704","2023-09-29","ADAPTIVE","Code_143","http://www.cdisc.org","Code"
"25f04465-4996-46fc-9042-de202fca226f","C82639","2023-09-29","Parallel Study","Code_140","http://www.cdisc.org","Code"
"0d873ef2-e172-4274-a409-d4bdcbcdd17e","C25716","2023-09-29","Visit","Code_82","http://www.cdisc.org","Code"
"e596a3b0-dfe8-4efe-95e3-0006942f05b8","C51282","2023-09-29","Clinic","Code_83","http://www.cdisc.org","Code"
"3f441a06-931f-4157-842d-5585fc1db508","C175574","2023-09-29","In Person","Code_84","http://www.cdisc.org","Code"
"968c0ceb-2531-4ee9-bfb2-f3b4112b9266","C25716","2023-09-29","Visit","Code_85","http://www.cdisc.org","Code"
"be67d7e1-14e6-40b7-9c70-547a02fc6e76","C51282","2023-09-29","Clinic","Code_86","http://www.cdisc.org","Code"
"58b7f542-cee2-4abd-a6c5-f85ffd6c86fd","C175574","2023-09-29","In Person","Code_87","http://www.cdisc.org","Code"
"672546cb-309c-464d-a407-562e5eee077b","C25716","2023-09-29","Visit","Code_88","http://www.cdisc.org","Code"
"c6c49f00-33a9-40db-bab9-5acbcab64055","C51282","2023-09-29","Clinic","Code_89","http://www.cdisc.org","Code"
"8ed3f736-b5de-4d33-b0bf-3a7ac3016af3","C175574","2023-09-29","In Person","Code_90","http://www.cdisc.org","Code"
"8a68878e-96e6-48a5-9257-949386ad8fe7","C25716","2023-09-29","Visit","Code_91","http://www.cdisc.org","Code"
"30b618e9-0601-4b84-8941-d8db42d4d432","C51282","2023-09-29","Clinic","Code_92","http://www.cdisc.org","Code"
"f5fd9086-9c41-4aa7-b076-8c07e6f8f107","C175574","2023-09-29","In Person","Code_93","http://www.cdisc.org","Code"
"695680b7-c6f9-46e5-b667-295800eacf7a","C25716","2023-09-29","Visit","Code_94","http://www.cdisc.org","Code"
"82ea58a2-aec1-4d64-a7d2-4e547314c466","C51282","2023-09-29","Clinic","Code_95","http://www.cdisc.org","Code"
"352c9bd1-a2cf-4014-8fb5-edf69e5fc0bc","C175574","2023-09-29","In Person","Code_96","http://www.cdisc.org","Code"
"bd5c956b-99d1-408a-83a4-d105bc39b7ac","C25716","2023-09-29","Visit","Code_97","http://www.cdisc.org","Code"
"e2af8b3c-b5e8-49bc-a1a6-a67ed8001a4e","C51282","2023-09-29","Clinic","Code_98","http://www.cdisc.org","Code"
"5e9aa085-f122-4580-9e59-53e0f37c7f0e","C175574","2023-09-29","In Person","Code_99","http://www.cdisc.org","Code"
"7d6db509-5970-4cfe-a01e-1a6d4b869d6c","C25716","2023-09-29","Visit","Code_100","http://www.cdisc.org","Code"
"75cd752d-4bce-4247-bc1d-96642fdb6912","C51282","2023-09-29","Clinic","Code_101","http://www.cdisc.org","Code"
"0e46903b-39d1-421d-836b-f7b2f859ff5d","C175574","2023-09-29","In Person","Code_102","http://www.cdisc.org","Code"
"3a810886-eb7f-400f-badf-c4614408dc9e","C171537","2023-09-29","Telephone Call","Code_103","http://www.cdisc.org","Code"
"c5f4c49b-fa8f-44af-afa1-3b72142edc9f","C25716","2023-09-29","Visit","Code_104","http://www.cdisc.org","Code"
"0ba72a2c-64c2-40f3-8015-66183978a274","C51282","2023-09-29","Clinic","Code_105","http://www.cdisc.org","Code"
"83a1f4fc-14fb-4b79-b388-37cf362756f2","C175574","2023-09-29","In Person","Code_106","http://www.cdisc.org","Code"
"40b7ca97-b5bd-4152-a85b-be67fd6db782","C171537","2023-09-29","Telephone Call","Code_107","http://www.cdisc.org","Code"
"de81965b-a993-4764-8e49-a36280172385","C25716","2023-09-29","Visit","Code_108","http://www.cdisc.org","Code"
"605f7103-5a9c-4134-a204-2dc440f37090","C51282","2023-09-29","Clinic","Code_109","http://www.cdisc.org","Code"
"4b8050cf-b1ad-4387-b763-c17e53290b80","C175574","2023-09-29","In Person","Code_110","http://www.cdisc.org","Code"
"227905dc-a5ff-4971-b145-df5c12a46e44","C171537","2023-09-29","Telephone Call","Code_111","http://www.cdisc.org","Code"
"ecd28354-f946-4297-901b-6cd7fa37e0b5","C25716","2023-09-29","Visit","Code_112","http://www.cdisc.org","Code"
"ad5959fb-e78a-424f-b190-c602939a6a26","C51282","2023-09-29","Clinic","Code_113","http://www.cdisc.org","Code"
"311b99f6-3d1e-4ce3-aa8e-3cdaf00cdcd3","C175574","2023-09-29","In Person","Code_114","http://www.cdisc.org","Code"
"00190c7a-0e62-4209-84f2-605ec4c3d8bf","C171537","2023-09-29","Telephone Call","Code_115","http://www.cdisc.org","Code"
"ec41ffb9-0d25-4fa1-be66-f0b6942a4055","C25716","2023-09-29","Visit","Code_116","http://www.cdisc.org","Code"
"013f6c1c-4ef6-4945-8ff0-3a124097116a","C51282","2023-09-29","Clinic","Code_117","http://www.cdisc.org","Code"
"cd510e34-b67e-472e-b1b4-4c0b2064a64f","C175574","2023-09-29","In Person","Code_118","http://www.cdisc.org","Code"
"09f6356b-d9db-4d53-aca7-80072d2d677e","C25716","2023-09-29","Visit","Code_119","http://www.cdisc.org","Code"
"93f88dab-efb2-47db-b1ab-14bc623e18be","C51282","2023-09-29","Clinic","Code_120","http://www.cdisc.org","Code"
