"uuid:ID","name","reference","synonyms","label","id","instanceType"
"bdad718a-5cb8-4647-8a3f-171d6b889086","Body Temperature","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","['Temperature']","Body Temperature","BiomedicalConcept_20","BiomedicalConcept"
"d54a1b8d-95b5-4d5b-947b-083260a7e1b3","Body Weight","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","['Weight']","Body Weight","BiomedicalConcept_21","BiomedicalConcept"
"87674c88-f83b-4d6e-aca3-d5e25076355a","Body Height","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","['Height']","Body Height","BiomedicalConcept_22","BiomedicalConcept"
"1a2546c9-9e4c-442f-92d4-36aab6d34395","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","BiomedicalConcept_23","BiomedicalConcept"
"b9658ee6-42ca-4a1d-ac95-a6d1a4c768f4","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","['Albumin']","Albumin Measurement","BiomedicalConcept_24","BiomedicalConcept"
"9e541042-42a5-4533-8e1d-761ef0bb4a1e","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","BiomedicalConcept_25","BiomedicalConcept"
"16c281bf-d963-4328-8f30-77bb93e026a5","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","BiomedicalConcept_26","BiomedicalConcept"
"e69590cd-a35e-4f79-8a99-a03ea0e338b5","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","['Creatinine']","Creatinine Measurement","BiomedicalConcept_27","BiomedicalConcept"
"f9b8d129-b2bd-4dc6-8d58-42e3967678b3","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","['Potassium', 'K']","Potassium Measurement","BiomedicalConcept_28","BiomedicalConcept"
"17e30177-b1a1-4507-9c97-f153d61cd2df","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","['Sodium', 'NA']","Sodium Measurement","BiomedicalConcept_29","BiomedicalConcept"
"9997fced-63b8-43d0-ba35-372782f72e2e","Adverse Event","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","['Adverse Event Reported Term', 'AETERM']","Adverse Event","BiomedicalConcept_1","BiomedicalConcept"
"92b7e04a-5618-41ee-9420-ba9153d7ba55","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_2","BiomedicalConcept"
"62224e97-395a-4808-acc8-dc19a984e0b4","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_3","BiomedicalConcept"
"69095190-70cd-46bc-a093-5af106835015","Body Temperature","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","['Temperature']","Body Temperature","BiomedicalConcept_4","BiomedicalConcept"
"a06de115-5fc0-458b-876f-9fbc7ee13f0c","Body Weight","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","['Weight']","Body Weight","BiomedicalConcept_5","BiomedicalConcept"
"b98a055e-7be8-451c-b427-28ddbac3d6e7","Body Height","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","['Height']","Body Height","BiomedicalConcept_6","BiomedicalConcept"
"e7e438b7-fb94-4e8d-b8da-418d0f5c3390","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","BiomedicalConcept_7","BiomedicalConcept"
"abf2ad31-8e1d-48e5-96c9-b852870b9b2d","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","['Albumin']","Albumin Measurement","BiomedicalConcept_8","BiomedicalConcept"
"3253ec4f-098a-4b66-a40a-c714f00fdfae","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","BiomedicalConcept_9","BiomedicalConcept"
"85e97c90-7d68-451a-9deb-0277330610ff","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","BiomedicalConcept_10","BiomedicalConcept"
"7e01417e-3bd4-413b-a693-f873cb9d9c34","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","['Creatinine']","Creatinine Measurement","BiomedicalConcept_11","BiomedicalConcept"
"975be019-6ace-4624-89c5-217cd2b6de65","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","['Potassium', 'K']","Potassium Measurement","BiomedicalConcept_12","BiomedicalConcept"
"3b06f649-bb85-4663-bdce-18a9bbd069f5","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","['Sodium', 'NA']","Sodium Measurement","BiomedicalConcept_13","BiomedicalConcept"
"cccc5bc4-f594-4b48-9cc0-880c53bec106","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_14","BiomedicalConcept"
"6bd2ff9b-22a7-4281-bd1c-9ade48bc3eac","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_15","BiomedicalConcept"
"ce994f1d-bd8c-46a8-846f-8b204b7a563e","Heart Rate","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","","Heart Rate","BiomedicalConcept_16","BiomedicalConcept"
"43defe1d-2b81-4e02-a90d-853bfe56ab24","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_17","BiomedicalConcept"
"e0d9e2f0-e420-4ae1-a96f-5a81d23ed974","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_18","BiomedicalConcept"
"0a022d02-e764-4e3a-abf6-ac9a3920202d","Heart Rate","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","","Heart Rate","BiomedicalConcept_19","BiomedicalConcept"
