"uuid:ID","name","label","id","description","instanceType"
"52c1c406-c744-4030-9a10-c8ccaf8c65f1","Informed consent","","Activity_1","","Activity"
"52b60b22-61b7-4b9e-87bd-65c1483bfce8","Inclusion/exclusion criteria","","Activity_2","","Activity"
"081a00a9-0d4c-4f44-b93d-e580a81f0291","Patient number assigned","","Activity_3","","Activity"
"799368f7-56bd-4326-beac-ae81e17f5e71","Demographics","Demographics","Activity_4","","Activity"
"19dce1a4-8da2-471e-a67b-eb431486e66e","Hachinski","Hachinski","Activity_5","","Activity"
"df0313b9-5dd9-47e3-9b78-6898e42e6cbe","MMSE","MMSE","Activity_6","","Activity"
"19597e48-0c63-44b7-9dd1-abccbf3256ff","Physical examination","","Activity_7","","Activity"
"04e9157e-564e-4a06-8e2d-214859cc5e18","Medical history","","Activity_8","","Activity"
"81b2c824-bcdb-46c0-8f91-1a26b3e64a60","Habits","","Activity_9","","Activity"
"1209f119-ceac-43bd-ab12-ff0bda748b21","Chest X-ray","","Activity_10","","Activity"
"055c8c76-af10-4f20-87a0-5a9a32380922","Apo E genotyping","","Activity_11","","Activity"
"eaeeaa04-27dd-4bc4-855a-4dad96a4dc59","Patient randomised","","Activity_12","","Activity"
"7bfa555f-ef7c-4420-8c0a-7e4b1bd6d8ec","Vital signs / Temperature","Vital Signs and Temperature","Activity_13","","Activity"
"7a373d2a-ede0-41f7-a1b8-61dd5abbf475","Ambulatory ECG placed","","Activity_14","","Activity"
"986624a4-3d00-4465-a21f-b1078d2faa77","Ambulatory ECG removed","","Activity_15","","Activity"
"676411dc-63e1-4616-99c5-2f5eb0fbecff","ECG","","Activity_16","","Activity"
"aad3cc4c-bc6f-43cc-b86d-5f9873be8b0b","Placebo TTS test","","Activity_17","","Activity"
"2c6a1a0f-ee48-46a2-97dd-5181300fad87","CT scan","","Activity_18","","Activity"
"c3c51b32-826b-4173-a157-ed309600c381","Concomitant medications","","Activity_19","","Activity"
"5a151639-d800-4429-b640-3b171256b68c","Hematology","","Activity_20","","Activity"
"ed23e161-87f4-49bb-93f0-1cddea756b87","Chemistry","","Activity_21","","Activity"
"c1ef5c61-4fc5-4e66-8b52-58eb8a41325e","Uninalysis","","Activity_22","","Activity"
"749b77b2-3f12-4d32-ab67-d664c5b17dea","Plasma Specimen (Xanomeline)","","Activity_23","","Activity"
"88f89155-f932-400a-aef6-d09da742fdcc","Hemoglobin A1C","","Activity_24","","Activity"
"12bfca66-3b47-4b6e-9584-34793a6c53dd","Study drug","Study drug record , Medications dispensed, Medications returned","Activity_25","","Activity"
"818564a0-b2cb-4079-b558-71382881ca77","TTS Acceptability Survey","","Activity_26","","Activity"
"3cc00620-013c-4af2-9818-8cc8c50f6cfb","ADAS-Cog","","Activity_27","","Activity"
"790d8cbe-7c17-45cd-becc-ca188e87378f","CIBIC+","","Activity_28","","Activity"
"c4d7d4c3-63cc-4226-a1bc-d9113bc0d155","DAD","","Activity_29","","Activity"
"1a38e205-8629-41f8-8619-e6f8996e6336","NPI-X","","Activity_30","","Activity"
"00ab558c-d308-4134-93ec-fa35a2ce016e","Adverse events","","Activity_31","","Activity"
"a1b7325e-9854-408c-a7fb-b522816d7ec3","Check adverse events","","Activity_32","","Activity"
"7eab75aa-6f5e-4a94-a4d0-6eecdfcbc594","Supine","Subject supine","Activity_33","","Activity"
"145b38ac-388f-4d80-934d-fcc10e2ca407","Vital Signs Supine","Vital signs while supine","Activity_34","","Activity"
"6cf6578c-423c-4e60-8b4f-3fc1e87f8c2c","Stand","Subject Standing","Activity_35","","Activity"
"486a3192-91bc-4666-88b8-a33e53db8937","Vital Signs Standing","Vital signs while standing","Activity_36","","Activity"
