"uuid:ID","bcPropertyEnabled","id","bcPropertyRequired","bcPropertyDatatype","bcPropertyResponseCodes","label","name"
"2dfba4c3-dcc2-47f6-9a08-bbdd2359c8a9","True","BiomedicalConceptProperty_86","True","decimal","[]","Vital Signs Result","Vital Signs Result"
"e25dd28a-8bf9-4773-ae08-9298a020a456","True","BiomedicalConceptProperty_87","True","string","","Unit of Temperature","Unit of Temperature"
"db99a78e-f866-4806-bac3-1ae8e3d7d5c6","True","BiomedicalConceptProperty_88","True","string","[]","Vital Signs Location","Vital Signs Location"
"01413e53-38c2-40c2-bc1a-8799230932e1","True","BiomedicalConceptProperty_89","True","decimal","[]","Vital Signs Result","Vital Signs Result"
"bf8815cb-f1d7-4886-bda3-c87f6b5372dd","True","BiomedicalConceptProperty_90","True","string","","Unit of Weight","Unit of Weight"
"8f02d136-48e8-4b5a-92b9-edf3bb05b8a0","True","BiomedicalConceptProperty_91","True","decimal","[]","Vital Signs Result","Vital Signs Result"
"899d277e-bd01-40e3-8e5b-5eabfb531dac","True","BiomedicalConceptProperty_92","True","string","","Unit of Height","Unit of Height"
"3d7f8022-3a34-49d9-af71-7c1784f1df36","True","BiomedicalConceptProperty_93","True","decimal","[]","Laboratory Test Result","Laboratory Test Result"
"153f3467-12d0-4a1c-a843-026dc6155a8b","True","BiomedicalConceptProperty_94","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"96f3578d-e45d-4012-a350-b47e96525cd6","True","BiomedicalConceptProperty_95","True","string","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"b360e7bc-a64b-4009-85f4-3ea5bce4738e","True","BiomedicalConceptProperty_96","True","string","[]","Biospecimen Type","Biospecimen Type"
"4c0b9ea0-f91e-4a43-a8b9-ab4b75d378b4","True","BiomedicalConceptProperty_97","True","string","[]","Laboratory Test Result","Laboratory Test Result"
"f47d62a2-0f57-46a9-a847-f146917fb553","True","BiomedicalConceptProperty_98","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"e69eef48-a255-404b-a698-04d17488ad50","True","BiomedicalConceptProperty_99","True","string","[]","Unit of Concentration","Unit of Concentration"
"3126ac92-d2cf-4d99-9dbc-c769411b76d0","True","BiomedicalConceptProperty_100","True","string","[]","Biospecimen Type","Biospecimen Type"
"91cc9baf-9d20-491f-a50a-e8fdc81037a2","True","BiomedicalConceptProperty_101","True","decimal","[]","Laboratory Test Result","Laboratory Test Result"
"cfc3917d-5b80-45cc-a186-e05ac2a2db6a","True","BiomedicalConceptProperty_102","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"852d60c6-9f73-413b-99ad-d75616401339","True","BiomedicalConceptProperty_103","True","string","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"67f3ddee-e0ae-43bf-80ee-c308d4ef0070","True","BiomedicalConceptProperty_104","True","string","[]","Biospecimen Type","Biospecimen Type"
"d3658262-39f5-4654-97c2-d12b9b5a32da","True","BiomedicalConceptProperty_105","True","decimal","[]","Laboratory Test Result","Laboratory Test Result"
"88ae1f8c-48d5-4cf8-9e36-ad8c89a7e7a0","True","BiomedicalConceptProperty_106","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"0ece693b-21e5-45b0-93d0-bede378e5909","True","BiomedicalConceptProperty_107","True","string","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"99b45c5e-39c4-47dc-b5a8-5a5379144a24","True","BiomedicalConceptProperty_108","True","string","[]","Biospecimen Type","Biospecimen Type"
"98789809-8d63-4dfb-8cfd-e4362e61e010","True","BiomedicalConceptProperty_109","True","string","[]","Laboratory Test Result","Laboratory Test Result"
"33e7cce5-0649-4e39-a884-2261c09204e9","True","BiomedicalConceptProperty_110","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"4bea21b8-8ba5-4269-a805-0ec2f0e34a34","True","BiomedicalConceptProperty_111","True","string","[]","Unit of Concentration","Unit of Concentration"
"ae80e7dc-5c52-4d42-beac-0533bed12aa7","True","BiomedicalConceptProperty_112","True","string","[]","Biospecimen Type","Biospecimen Type"
"5e6eca0b-676c-43b3-bf86-b41bb0c09629","True","BiomedicalConceptProperty_113","True","decimal","[]","Laboratory Test Result","Laboratory Test Result"
"5ffb9d23-03eb-4533-be2e-8375c7512025","True","BiomedicalConceptProperty_114","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"018505c0-8528-4f88-97d8-9a134bfdfcfa","True","BiomedicalConceptProperty_115","True","string","[]","Molarity Unit","Molarity Unit"
"3a83f991-c2d6-42d9-b776-388845c0220f","True","BiomedicalConceptProperty_116","True","string","[]","Biospecimen Type","Biospecimen Type"
"b88500d4-09ea-483c-8997-de2ec962e6e3","True","BiomedicalConceptProperty_117","True","decimal","[]","Laboratory Test Result","Laboratory Test Result"
"d4b64aa7-ae72-4e28-9e57-9bd7078005c2","True","BiomedicalConceptProperty_118","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"c604fe5a-e0bc-41a3-bc1e-8270df99cf58","True","BiomedicalConceptProperty_119","True","string","[]","Molarity Unit","Molarity Unit"
"d6b160ee-f2d3-4102-b431-d041bac6d429","True","BiomedicalConceptProperty_120","True","string","[]","Biospecimen Type","Biospecimen Type"
"79a1de46-1bd4-4a81-9730-963e5c8078cd","True","BiomedicalConceptProperty_1","True","string","[]","Adverse Event Verbatim Description","Adverse Event Verbatim Description"
"38fb8850-819d-45fe-b879-aa850652730d","True","BiomedicalConceptProperty_2","True","string","[]","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term"
"9c05d7f9-63f4-4212-b3f3-1a8c74cfd8ec","True","BiomedicalConceptProperty_3","True","string","[]","Adverse Event Category","Adverse Event Category"
"a4287c89-cec7-4c1d-91e2-5b3bea8307e3","True","BiomedicalConceptProperty_4","True","string","[]","Adverse Event Subcategory","Adverse Event Subcategory"
"b2038c38-835c-466c-8d2d-79fdf5aed256","True","BiomedicalConceptProperty_5","True","boolean","[]","Adverse Event Pre-specified","Adverse Event Pre-specified"
"00050666-3e5a-4c48-ace0-8ea3a8d4d51d","True","BiomedicalConceptProperty_6","True","string","[]","Severity of Adverse Event","Severity of Adverse Event"
"decfbaf7-104a-4bfb-ac02-1c12c12147c4","True","BiomedicalConceptProperty_7","True","string","[]","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade"
"c7b2ffd4-b8ca-4811-8c8e-327830943b23","True","BiomedicalConceptProperty_8","True","boolean","[]","Seriousness of Adverse Event","Seriousness of Adverse Event"
"ad9599fc-a9a8-4bd5-a0fb-05a9a300605b","True","BiomedicalConceptProperty_9","True","string","","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment"
"237d25d4-b34b-48a9-a70d-169140fc00ad","True","BiomedicalConceptProperty_10","True","string","[]","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure"
"f98ba25f-ae98-4cbd-878b-f3934db4174b","True","BiomedicalConceptProperty_11","True","string","[]","Adverse Event Pattern","Adverse Event Pattern"
"ede1825c-74be-45a9-9252-bdd89873e0de","True","BiomedicalConceptProperty_12","True","string","","Adverse Event Outcome","Adverse Event Outcome"
"622b8755-6ad8-4e39-943e-e859defde0e5","True","BiomedicalConceptProperty_13","True","datetime","[]","Adverse Event Start Date Time","Adverse Event Start Date Time"
"2aa3a8b5-bdbf-4aec-9ce7-cc24c8b73e64","True","BiomedicalConceptProperty_14","True","datetime","[]","Adverse Event End Date Time","Adverse Event End Date Time"
"966b4750-b3c8-4876-b82f-f66188b4faf7","True","BiomedicalConceptProperty_15","True","decimal","[]","Vital Signs Result","Vital Signs Result"
"cd332d4f-0177-4d18-9cc0-1f230913fe01","True","BiomedicalConceptProperty_16","True","string","","Unit of Pressure","Unit of Pressure"
"8e351aa8-ed31-4488-a1b3-57a6a72ea66d","True","BiomedicalConceptProperty_17","True","string","[]","Vital Signs Location","Vital Signs Location"
"eb301298-4718-4820-9da0-09da03df14f1","True","BiomedicalConceptProperty_18","True","string","[]","Vital Signs Laterality","Vital Signs Laterality"
"c3a48e82-f2f9-40d6-9b4d-c9ad6c966284","True","BiomedicalConceptProperty_19","True","string","[]","Test Method","Test Method"
"d0e08d86-f9fd-4728-968e-f55bb60723ad","True","BiomedicalConceptProperty_20","True","string","[]","Vital Signs Position","Vital Signs Position"
"004b5df4-e66c-4416-8698-208d823950ca","True","BiomedicalConceptProperty_21","True","decimal","[]","Vital Signs Result","Vital Signs Result"
"b5ef75a5-260f-4b19-949b-e22e78d166b8","True","BiomedicalConceptProperty_22","True","string","","Unit of Pressure","Unit of Pressure"
"db347104-360b-497a-8ce2-faf9ce10cd9e","True","BiomedicalConceptProperty_23","True","string","[]","Vital Signs Location","Vital Signs Location"
"9863bab8-b719-49bf-bf38-cbb9ef0d5d7c","True","BiomedicalConceptProperty_24","True","string","[]","Vital Signs Laterality","Vital Signs Laterality"
"b2f34af3-63a7-4192-891d-3b7caeb13fa8","True","BiomedicalConceptProperty_25","True","string","[]","Test Method","Test Method"
"fcd7db64-18ad-4ff0-b745-9cb0cd2edfdb","True","BiomedicalConceptProperty_26","True","string","[]","Vital Signs Position","Vital Signs Position"
"84fa7f8f-a802-4178-bbee-69dbf88b6a26","True","BiomedicalConceptProperty_27","True","decimal","[]","Vital Signs Result","Vital Signs Result"
"ef987b5b-badb-4600-a786-5dc77389cdb3","True","BiomedicalConceptProperty_28","True","string","","Unit of Temperature","Unit of Temperature"
"82c90a58-3f5d-4ce9-b121-70f9ca383815","True","BiomedicalConceptProperty_29","True","string","[]","Vital Signs Location","Vital Signs Location"
"2a791ae6-d81d-4fc3-9782-c2b15ba4d751","True","BiomedicalConceptProperty_30","True","decimal","[]","Vital Signs Result","Vital Signs Result"
"36ab4480-03cb-42f1-b9e0-1360236b4f6f","True","BiomedicalConceptProperty_31","True","string","","Unit of Weight","Unit of Weight"
"2a745927-8542-4835-a2ba-c591b0fbad83","True","BiomedicalConceptProperty_32","True","decimal","[]","Vital Signs Result","Vital Signs Result"
"4765b297-8695-47c7-85eb-9abc59f1660e","True","BiomedicalConceptProperty_33","True","string","","Unit of Height","Unit of Height"
"29313b81-342a-49b7-b427-5ec164c0ecec","True","BiomedicalConceptProperty_34","True","decimal","[]","Laboratory Test Result","Laboratory Test Result"
