"codeSystemVersion","id","code","instanceType","decode","uuid:ID","codeSystem"
"2023-09-29","Code_1","C98388","Code","Interventional Study","a7783d9e-844f-4055-9724-afe6ab53b283","http://www.cdisc.org"
"2023-09-29","Code_2","C15601","Code","Phase II Trial","0384aee0-aeaa-42b1-870d-58187249b67d","http://www.cdisc.org"
"2023-09-29","Code_9","C132352","Code","Sponsor Approval Date","018b5832-7081-460f-92ad-41c190094df2","http://www.cdisc.org"
"2023-09-29","Code_10","C68846","Code","Global","ae64531f-c8fe-4fb3-b774-483396b10611","http://www.cdisc.org"
"2023-09-29","Code_72","C99904x3","Code","IRB/IEC Feedback","71069727-5c52-4d24-9045-f3bc0b380dc7","http://www.cdisc.org"
"2023-09-29","Code_73","C17649","Code","Other","3c8fddd0-74a3-41b1-ba41-b219c1342c90","http://www.cdisc.org"
"2023-09-29","Code_75","C41129","Code","Region","3618a800-f72d-4a74-aae8-9adf443cf7cb","http://www.cdisc.org"
"2020-08","Code_74","150","Code","Europe","eb9588db-57a7-4d0c-b60e-ef8bc54f358f","ISO 3166 1 alpha3"
"12","Code_4","PHARMA","Code","Eli Lilly","62d1ac99-d587-4384-88a9-8b4a20bc8519","SPONSOR"
"2023-09-29","Code_76","C70793","Code","Clinical Study Sponsor","63cb3aaa-4037-4c68-9ec8-83129e851281","http://www.cdisc.org"
"2020-08","Code_77","DNK","Code","Denmark","06c1b2b7-6f5e-4a87-bdaa-7fd97e2b5df9","ISO 3166 1 alpha3"
"2023-09-29","Code_78","C93453","Code","Study Registry","594710af-3332-4f0a-908a-4239836544f0","http://www.cdisc.org"
"2023-09-29","Code_136","C49656","Code","Treatment Study","dcea85a0-18be-4ee5-b0e3-799ffbe6795c","http://www.cdisc.org"
"2023-09-29","Code_137","C49666","Code","Efficacy Study","7b0e3049-ba07-4811-b268-0966fdbe767b","http://www.cdisc.org"
"2023-09-29","Code_138","C49667","Code","Safety Study","24c5c429-a9ed-4808-9098-b48baa4b4b5a","http://www.cdisc.org"
"2023-09-29","Code_139","C49663","Code","Pharmacokinetic Study","956e956b-cb67-44eb-a761-d8dde3b5fcb7","http://www.cdisc.org"
"12","Code_133","MILD_MOD_ALZ","Code","Mild to Moderate Alzheimer's Disease","f8fa0aad-e34b-4841-84b3-22406910fa9a","SPONSOR"
"January 31, 2018","Code_134","26929004","Code","Alzheimer's disease","5c9184c1-7916-454a-9cb6-49fbb85947d2","SNOMED"
"2023-09-29","Code_142","C99907x1","Code","EXTENSION","4687b178-5738-4aa7-881f-3c121a70422f","http://www.cdisc.org"
"2023-09-29","Code_143","C98704","Code","ADAPTIVE","c61311db-b613-4435-8c81-36beae12348a","http://www.cdisc.org"
"2023-09-29","Code_140","C82639","Code","Parallel Study","ae4ad690-c903-479b-b6f8-5a200498388e","http://www.cdisc.org"
"2023-09-29","Code_82","C25716","Code","Visit","58439f28-757f-4fcc-bc80-1e479614c6e0","http://www.cdisc.org"
"2023-09-29","Code_83","C51282","Code","Clinic","4a7b5fc0-7b27-4b41-93bd-af2f58b2546e","http://www.cdisc.org"
"2023-09-29","Code_84","C175574","Code","In Person","89cc75aa-f12d-4d2f-b8a8-b124e039c18f","http://www.cdisc.org"
"2023-09-29","Code_85","C25716","Code","Visit","19316f7b-7443-4e42-b84d-6d02e19f54d5","http://www.cdisc.org"
"2023-09-29","Code_86","C51282","Code","Clinic","66953367-ad63-49ed-88bd-c6b1dbf8c39c","http://www.cdisc.org"
"2023-09-29","Code_87","C175574","Code","In Person","143b5ac3-0a1c-4cbd-a145-6efe172d8c7e","http://www.cdisc.org"
"2023-09-29","Code_88","C25716","Code","Visit","231b15dc-49dc-4f34-9b0d-49cf1786bb53","http://www.cdisc.org"
"2023-09-29","Code_89","C51282","Code","Clinic","df67f3e3-18e5-44ab-86ac-cdd7aa4a3f21","http://www.cdisc.org"
"2023-09-29","Code_90","C175574","Code","In Person","63b16538-2e23-48af-8166-ce013a46e581","http://www.cdisc.org"
"2023-09-29","Code_91","C25716","Code","Visit","4c7cdecf-bc71-4d97-a038-fe852deaa4c4","http://www.cdisc.org"
"2023-09-29","Code_92","C51282","Code","Clinic","162430a3-7896-46e2-8488-e419e20d8063","http://www.cdisc.org"
"2023-09-29","Code_93","C175574","Code","In Person","ee746747-6ef3-42b6-b2fc-5ac66fa71073","http://www.cdisc.org"
"2023-09-29","Code_94","C25716","Code","Visit","36812401-6ff2-4abb-bf0a-088b1c25536c","http://www.cdisc.org"
"2023-09-29","Code_95","C51282","Code","Clinic","63b95dff-d9b3-49e6-b956-e72115b210d4","http://www.cdisc.org"
"2023-09-29","Code_96","C175574","Code","In Person","11c34ea3-c10c-47ba-8f01-1d3391920f6b","http://www.cdisc.org"
"2023-09-29","Code_97","C25716","Code","Visit","443dd474-3090-4e09-85af-22a908d2f679","http://www.cdisc.org"
"2023-09-29","Code_98","C51282","Code","Clinic","a8860929-0eee-4c32-8c5c-69d17e2ce9ed","http://www.cdisc.org"
"2023-09-29","Code_99","C175574","Code","In Person","12e95589-f8f1-4cc4-914d-25dd04991e71","http://www.cdisc.org"
"2023-09-29","Code_100","C25716","Code","Visit","b2222198-6303-49cb-89a2-106b10cbbe86","http://www.cdisc.org"
"2023-09-29","Code_101","C51282","Code","Clinic","8419c3bf-2ed5-440d-972a-5d2ea02891a8","http://www.cdisc.org"
"2023-09-29","Code_102","C175574","Code","In Person","42742915-3f3f-4900-bb34-17285fc87eb1","http://www.cdisc.org"
"2023-09-29","Code_103","C171537","Code","Telephone Call","467d0f62-21df-4532-860b-13d51a25bf6e","http://www.cdisc.org"
"2023-09-29","Code_104","C25716","Code","Visit","b8fbb5cf-ce0a-43d3-97de-e84d03c686c1","http://www.cdisc.org"
"2023-09-29","Code_105","C51282","Code","Clinic","b68f0744-9c2f-44b7-8b60-9be172cf2f24","http://www.cdisc.org"
"2023-09-29","Code_106","C175574","Code","In Person","6c26d4ac-0dc1-4a9b-a295-55a7b36a93b3","http://www.cdisc.org"
"2023-09-29","Code_107","C171537","Code","Telephone Call","fa32aae1-2d52-4ab8-9231-dba97472fde5","http://www.cdisc.org"
"2023-09-29","Code_108","C25716","Code","Visit","2098bea3-04d8-4fd9-a721-9841deb44654","http://www.cdisc.org"
"2023-09-29","Code_109","C51282","Code","Clinic","556df282-970a-4d77-9375-f16b5aa82982","http://www.cdisc.org"
"2023-09-29","Code_110","C175574","Code","In Person","39b939c5-2a5a-4454-b1e9-822da163c475","http://www.cdisc.org"
"2023-09-29","Code_111","C171537","Code","Telephone Call","a187b7d2-6cef-4320-ab06-eeb111291415","http://www.cdisc.org"
"2023-09-29","Code_112","C25716","Code","Visit","6fd35f83-c22a-4e81-872b-b05813e71fa7","http://www.cdisc.org"
"2023-09-29","Code_113","C51282","Code","Clinic","b19973ec-d22b-46b3-8020-cd896a4aa138","http://www.cdisc.org"
"2023-09-29","Code_114","C175574","Code","In Person","656319bc-e1ee-4476-9c79-aefcdf84a59e","http://www.cdisc.org"
"2023-09-29","Code_115","C171537","Code","Telephone Call","13a93c8d-5a9b-430a-9989-76b66013a817","http://www.cdisc.org"
"2023-09-29","Code_116","C25716","Code","Visit","f1556517-71b8-4bf5-9506-13d4b381e718","http://www.cdisc.org"
"2023-09-29","Code_117","C51282","Code","Clinic","03ab778a-9656-4892-a0f2-c324a945adca","http://www.cdisc.org"
"2023-09-29","Code_118","C175574","Code","In Person","a57b3dbc-8461-4c4a-b95b-a24e5fd4f9d0","http://www.cdisc.org"
"2023-09-29","Code_119","C25716","Code","Visit","53ab965b-b47f-4ad3-9a7f-2bd4e15dfc84","http://www.cdisc.org"
"2023-09-29","Code_120","C51282","Code","Clinic","c11fdf89-5bdf-4697-bef5-f696c6e719d1","http://www.cdisc.org"
"2023-09-29","Code_121","C175574","Code","In Person","2255ad78-2ca9-47c9-9bd1-cef31414a59a","http://www.cdisc.org"
"January 31, 2018","Code_79","383371000119108","Code","CT of head without contrast","64958c48-e830-4706-b844-9b57155cbf38","SNOMED"
"12","Code_80","123","Code","Subject Supine","4bf24efd-d2ff-4080-a26d-fa96e41ddf86","SPONSOR"
"12","Code_81","124","Code","Subject Standing","9219686a-6b15-4aa0-abe5-a5fa4a8e4257","SPONSOR"
"","Code_278","C173522","Code","Vital Signs Result","04ce2a19-2e52-4802-aabc-76df990eebf7","NCI Thesaurus"
"2023-09-29","Code_279","C42537","Code","Kelvin","93bee297-3adc-46a6-bcf6-26db22c320f3","http://www.cdisc.org"
"","Code_280","C44276","Code","Unit of Temperature","35f20bea-d0f7-4c8d-ac2e-bab0c7490d11","NCI Thesaurus"
"","Code_281","C83088","Code","Vital Signs Location","92cfde3f-475a-49d7-a2ed-5d220cfb1ac7","NCI Thesaurus"
"","Code_277","C174446","Code","Body Temperature","a8338202-4b9b-41b5-8f08-dffb8ced1f3c","NCI Thesaurus"
"","Code_283","C173522","Code","Vital Signs Result","942b9b3d-e611-47af-8966-28dcf73ae560","NCI Thesaurus"
