"codeSystem","decode","codeSystemVersion","uuid:ID","id","code"
"http://www.cdisc.org","Interventional Study","2023-09-29","702eaf5f-fca9-4170-ab4b-10831c79fb3b","Code_1","C98388"
"http://www.cdisc.org","Phase II Trial","2023-09-29","ec1a0dbb-068d-49c5-8023-345a06faf1cb","Code_2","C15601"
"http://www.cdisc.org","Sponsor Approval Date","2023-09-29","41dec502-8a6f-4031-8b2e-88c57408a226","Code_5","C132352"
"http://www.cdisc.org","Global","2023-09-29","ca5abae2-3927-44a2-9bab-56a518a22292","Code_6","C68846"
"http://www.cdisc.org","IRB/IEC Feedback","2023-09-29","dbca0e82-18f8-445f-bc7d-32289423d2a0","Code_65","C99904x3"
"http://www.cdisc.org","Other","2023-09-29","3f6df77b-8679-4f68-8bee-efa24496ced3","Code_66","C17649"
"http://www.cdisc.org","Region","2023-09-29","4b650327-5fae-454d-bec5-b2a264626c34","Code_68","C41129"
"ISO 3166 1 alpha3","Europe","2020-08","8942ca31-a32d-4466-96c3-236b1da8a889","Code_67","150"
"SPONSOR","Eli Lilly","12","b2835d87-57b8-4ff0-a53c-2467aa7ac38d","Code_3","PHARMA"
"http://www.cdisc.org","Clinical Study Sponsor","2023-09-29","da0914e3-d6ce-45d8-8de7-a06fa61ebc3f","Code_69","C70793"
"ISO 3166 1 alpha3","United States of America","2020-08","b1ef9e9b-221a-4233-88f5-4893ad409807","Code_70","USA"
"http://www.cdisc.org","Study Registry","2023-09-29","19de5650-719d-4077-9945-1075f7112183","Code_71","C93453"
"http://www.cdisc.org","Treatment Study","2023-09-29","c615895b-237f-4e52-9233-e66ecc7c1dd5","Code_129","C49656"
"http://www.cdisc.org","Efficacy Study","2023-09-29","51466dc7-37a6-4bec-ba29-489231fd3c71","Code_130","C49666"
"http://www.cdisc.org","Safety Study","2023-09-29","c2410f5c-3600-4c95-8ffa-347548d0b6de","Code_131","C49667"
"http://www.cdisc.org","Pharmacokinetic Study","2023-09-29","a4472ff3-9ed9-4035-856b-958393f8b5ff","Code_132","C49663"
"SPONSOR","Mild to Moderate Alzheimer\'s Disease","12","bfb73648-e2a1-474c-b2d3-fd6910cd54ed","Code_126","MILD_MOD_ALZ"
"SNOMED","Alzheimer\'s disease","January 31, 2018","8a66711d-97cf-426a-aa4e-37b597b6a219","Code_127","26929004"
"http://www.cdisc.org","Parallel Study","2023-09-29","4ac4f9e9-60c4-4a1e-b983-947c099cdb4f","Code_133","C82639"
"http://www.cdisc.org","Visit","2023-09-29","6022085b-9b26-43da-bf4b-5eb0437e28f4","Code_75","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","70216e2f-17a4-4ceb-8169-b9291776f029","Code_76","C51282"
"http://www.cdisc.org","In Person","2023-09-29","5a6c2234-f0ba-4b7c-9001-3079a52e8da4","Code_77","C175574"
"http://www.cdisc.org","Visit","2023-09-29","d2d51d0a-f782-41b0-b553-9db8b55be268","Code_78","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","8e9a97f9-9463-4e4e-bf01-46b7fd02ec9c","Code_79","C51282"
"http://www.cdisc.org","In Person","2023-09-29","4c8162af-532c-4fa2-bf8e-31b8b2b1fc83","Code_80","C175574"
"http://www.cdisc.org","Visit","2023-09-29","bcbc49dc-7161-49b9-9297-8e5b6c4661de","Code_81","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","36843c56-529d-4472-86d3-4c4187702d9c","Code_82","C51282"
"http://www.cdisc.org","In Person","2023-09-29","5e343962-ff0e-4c8e-9005-9a134f0331d2","Code_83","C175574"
"http://www.cdisc.org","Visit","2023-09-29","b7b19115-87aa-4e67-89e8-e3ce9c392bb0","Code_84","C25716"
