"description","isConditionalReason","uuid:ID","label","id","name","isConditional"
"","","ad53274b-8ae7-461d-a69c-342cf3b86983","","Activity_1","Informed consent","False"
"","","3dd37c16-44c5-4507-88c5-8c390f0288f7","","Activity_2","Inclusion/exclusion criteria","False"
"","","db9585b2-67a7-46fa-b86d-e0024fcb631b","","Activity_3","Patient number assigned","False"
"","","8140d766-fb22-41a1-85d7-ca07b677d984","Demographics","Activity_4","Demographics","False"
"","","f72f1a70-ad3f-4ce8-b579-b73529b767d0","Hachinski","Activity_5","Hachinski","False"
"","","50a956ef-bc2b-471e-ace1-82a147fb68df","MMSE","Activity_6","MMSE","False"
"","","07e55606-5c08-4599-ad37-48bbaefc2d7f","","Activity_7","Physical examination","False"
"","","a8fe010c-a1eb-4c9e-b5d9-52bcdba5ad45","","Activity_8","Medical history","False"
"","","13eabf42-62d8-4344-a5a8-18c128fcd795","","Activity_9","Habits","False"
"","","752f3d4b-e037-4b7d-8ccd-3abb28c77204","","Activity_10","Chest X-ray","False"
"","","92d45382-6c1c-4b63-8b06-1cb89d5a1784","","Activity_11","Apo E genotyping","False"
"","","403d993b-bbc6-4e9e-9f02-883870b94dc2","","Activity_12","Patient randomised","False"
"","","fdb7cf15-e0d6-4c7b-8bb8-081ac1601c83","Vital Signs and Temperature","Activity_13","Vital signs / Temperature","False"
"","","59fc2b0f-3fb0-4989-94ae-4a7709a106d1","","Activity_14","Ambulatory ECG placed","False"
"","","f4eaf7d3-6bea-417c-a147-7f9c59eeea05","","Activity_15","Ambulatory ECG removed","False"
"","","dedc6c3d-b55d-423a-93bc-879ca6e6ea5d","","Activity_16","ECG","False"
"","","2fd2151e-ed72-42f0-bfe1-daf4edf5cd70","","Activity_17","Placebo TTS test","False"
"","","40014ff5-f6fa-4b62-9dff-1a145da9d585","","Activity_18","CT scan","False"
"","","159f1758-17a5-494a-96ce-66e67d560f63","","Activity_19","Concomitant medications","False"
"","","7331e86b-c8ee-4d4c-b215-efe25b8236a7","","Activity_20","Hematology","False"
"","","61a3bc93-50b2-4fdb-8fe9-ea01b1bd3c8c","","Activity_21","Chemistry","False"
"","","8589e122-0e09-4a14-b9ce-108441ed2115","","Activity_22","Uninalysis","False"
"","","dab6c42a-5edf-4eef-88bb-5f3b8add7401","","Activity_23","Plasma Specimen (Xanomeline)","False"
"","","89c9a83a-4015-41f6-91f2-b373d74aa73f","","Activity_24","Hemoglobin A1C","False"
"","","74cdda9d-c152-41b5-8a89-29c24b393222","Study drug record , Medications dispensed, Medications returned","Activity_25","Study drug","False"
"","","067e854a-ac06-4a01-b44a-3136ac7a405d","","Activity_26","TTS Acceptability Survey","False"
"","","d14ccdf7-f015-4ee2-ad29-1a0313d874dc","","Activity_27","ADAS-Cog","False"
"","","b55d0c6f-4228-4075-9eb2-6206e630e623","","Activity_28","CIBIC+","False"
"","","b6d33083-97f1-4aa0-9e52-6c0d99eeeb5d","","Activity_29","DAD","False"
"","","36113a55-1341-4a92-bf95-25b938708832","","Activity_30","NPI-X","False"
"","","08872e75-88a9-4dfc-8ded-844ce3f42b1f","","Activity_31","Adverse events","False"
"","","2c6bb9ca-d2d7-47a3-bff3-cfab05462fad","","Activity_32","Check adverse events","False"
"","","dc21ac72-ad37-41ee-9105-062f29cfcfab","Supine for 5 minutes","Activity_33","Supine 5min","False"
"","","f00e373d-6069-4bd0-8b54-54a280933e13","Blood pressure supine","Activity_34","Blood Pressure Supine","False"
"","","1d916d22-f5e6-40e2-8e0b-7488834f386c","Stand for 3 minutes","Activity_35","Stand 3min","False"
"","","e760eae6-b244-4ab7-8c53-206b084e0a85","Blood pressure standing","Activity_36","Bood Pressure Standing","False"
