"isRequired","isEnabled","uuid:ID","label","id","datatype","name"
"True","True","84a5a1a4-770a-436e-aa6b-281d5de9c428","Vital Signs Result","BiomedicalConceptProperty_86","decimal","Vital Signs Result"
"True","True","45945603-5506-4714-bb50-b5b563559adb","Unit of Temperature","BiomedicalConceptProperty_87","string","Unit of Temperature"
"True","True","4d1b220e-ad3d-4d54-8270-1d644e6b3a21","Vital Signs Location","BiomedicalConceptProperty_88","string","Vital Signs Location"
"True","True","eacd0b0a-ef58-4161-9214-6cd051d91a78","Vital Signs Result","BiomedicalConceptProperty_89","decimal","Vital Signs Result"
"True","True","38d04520-faf0-4407-b872-7356c702c1a8","Unit of Weight","BiomedicalConceptProperty_90","string","Unit of Weight"
"True","True","f96804be-6fc7-413b-b71e-55fde844a94b","Vital Signs Result","BiomedicalConceptProperty_91","decimal","Vital Signs Result"
"True","True","b6f2ab7e-99af-423b-bce2-6e1a8f59e217","Unit of Height","BiomedicalConceptProperty_92","string","Unit of Height"
"True","True","78aad6bb-8855-46f5-ae46-fc6394c4a3d9","Laboratory Test Result","BiomedicalConceptProperty_93","decimal","Laboratory Test Result"
"True","True","11b10886-57be-4048-8ff4-1c3c0ef69a96","Laboratory Test Fasting Status","BiomedicalConceptProperty_94","boolean","Laboratory Test Fasting Status"
"True","True","b2b5c1ae-5883-46a6-85b1-ee8e938ff52a","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_95","string","Unit of Catalytic Activity Concentration"
"True","True","8dc323d4-1390-4786-873f-88de1160f65c","Biospecimen Type","BiomedicalConceptProperty_96","string","Biospecimen Type"
"True","True","4d5b54b5-bf58-4f2e-a9ff-71158ae63349","Laboratory Test Result","BiomedicalConceptProperty_97","string","Laboratory Test Result"
"True","True","20f454ec-c65a-427d-85fe-a56accfe3959","Laboratory Test Fasting Status","BiomedicalConceptProperty_98","boolean","Laboratory Test Fasting Status"
"True","True","9be4e62f-4344-48bb-a456-d4877f871aaf","Unit of Concentration","BiomedicalConceptProperty_99","string","Unit of Concentration"
"True","True","9e69f6bd-fce6-4c57-816f-88ed0ebd8a55","Biospecimen Type","BiomedicalConceptProperty_100","string","Biospecimen Type"
"True","True","696aeb24-c242-406d-83eb-d8aa99d00454","Laboratory Test Result","BiomedicalConceptProperty_101","decimal","Laboratory Test Result"
"True","True","218305c9-8a24-459a-a56d-089fb8d0d0e2","Laboratory Test Fasting Status","BiomedicalConceptProperty_102","boolean","Laboratory Test Fasting Status"
"True","True","2c287206-74a9-4832-8c42-2e1553d82caa","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_103","string","Unit of Catalytic Activity Concentration"
"True","True","776ccef8-62a1-4f2b-98df-df654094d807","Biospecimen Type","BiomedicalConceptProperty_104","string","Biospecimen Type"
"True","True","c7c0eb41-5f2d-40bc-ac49-ec99ffd98fa6","Laboratory Test Result","BiomedicalConceptProperty_105","decimal","Laboratory Test Result"
"True","True","9ab64fc1-384c-4372-823c-2ef573d737a2","Laboratory Test Fasting Status","BiomedicalConceptProperty_106","boolean","Laboratory Test Fasting Status"
"True","True","494e2861-e694-4378-98f2-f7f0088f8d94","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_107","string","Unit of Catalytic Activity Concentration"
"True","True","45c7bb60-198f-459d-8c62-16733d8e1dc7","Biospecimen Type","BiomedicalConceptProperty_108","string","Biospecimen Type"
"True","True","f09e40f6-1a6b-406d-9987-3b169adfba68","Laboratory Test Result","BiomedicalConceptProperty_109","string","Laboratory Test Result"
"True","True","cf92a416-a481-423d-a725-0a5b27690d2c","Laboratory Test Fasting Status","BiomedicalConceptProperty_110","boolean","Laboratory Test Fasting Status"
"True","True","ebb31257-163f-4c64-8ac6-70ae1b93ff78","Unit of Concentration","BiomedicalConceptProperty_111","string","Unit of Concentration"
"True","True","ab4fb4fc-3c71-4315-9370-cb3285356f73","Biospecimen Type","BiomedicalConceptProperty_112","string","Biospecimen Type"
"True","True","22ff37bc-441d-42b4-a475-d9c46a0f387b","Laboratory Test Result","BiomedicalConceptProperty_113","decimal","Laboratory Test Result"
"True","True","05e2c3f5-cc5b-4c0e-8a56-68c9e73363ec","Laboratory Test Fasting Status","BiomedicalConceptProperty_114","boolean","Laboratory Test Fasting Status"
"True","True","44ee36cc-734a-4df8-a390-16b51a7ddd7a","Molarity Unit","BiomedicalConceptProperty_115","string","Molarity Unit"
"True","True","ddaff880-e6c6-4d62-afb7-4783ee6aa178","Biospecimen Type","BiomedicalConceptProperty_116","string","Biospecimen Type"
"True","True","e3006459-b025-47b3-b426-66690a3bb0d3","Laboratory Test Result","BiomedicalConceptProperty_117","decimal","Laboratory Test Result"
"True","True","cd349634-a793-4cb1-9b6a-8457e1486d5a","Laboratory Test Fasting Status","BiomedicalConceptProperty_118","boolean","Laboratory Test Fasting Status"
"True","True","0b67892a-e3de-4a30-ab2b-2fd87cb5f8f4","Molarity Unit","BiomedicalConceptProperty_119","string","Molarity Unit"
"True","True","5806fa5c-485e-447a-8a56-d347d79800ba","Biospecimen Type","BiomedicalConceptProperty_120","string","Biospecimen Type"
"True","True","dd601e2c-284d-4278-915e-3bf6e8776e15","Adverse Event Verbatim Description","BiomedicalConceptProperty_1","string","Adverse Event Verbatim Description"
"True","True","2cee98c9-c0c9-4725-8e5e-2c88b11d4576","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2","string","Adverse Event Dictionary Derived Term"
"True","True","ab7188c9-75c5-4865-ad4f-9c0f03e7fc2e","Adverse Event Category","BiomedicalConceptProperty_3","string","Adverse Event Category"
"True","True","22c36980-79cb-415f-9cd9-e43aa5d61882","Adverse Event Subcategory","BiomedicalConceptProperty_4","string","Adverse Event Subcategory"
"True","True","6e31dd37-8771-4ea8-8fe1-be4f0c4c8685","Adverse Event Pre-specified","BiomedicalConceptProperty_5","boolean","Adverse Event Pre-specified"
"True","True","9ba0caf1-45be-44db-9f9a-910aa558a853","Severity of Adverse Event","BiomedicalConceptProperty_6","string","Severity of Adverse Event"
"True","True","2e28c462-acbc-4d4a-91db-82f1678dcad1","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","string","Adverse Event Toxicity Grade"
"True","True","b2ba1568-474f-4fd4-b329-3bc6fe43ac25","Seriousness of Adverse Event","BiomedicalConceptProperty_8","boolean","Seriousness of Adverse Event"
"True","True","68a81f57-9fd1-425b-9715-492ddf330718","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","string","Adverse Event Action Taken with Study Treatment"
"True","True","2074b9c7-7e17-49f4-9ed8-3f193962302e","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","string","Adverse Event Attribution to Product or Procedure"
"True","True","6ee1e1cc-440b-4a87-ba9f-56427d127f21","Adverse Event Pattern","BiomedicalConceptProperty_11","string","Adverse Event Pattern"
"True","True","3bffa51e-0f92-40b4-9ffa-9c159e77ff2f","Adverse Event Outcome","BiomedicalConceptProperty_12","string","Adverse Event Outcome"
"True","True","00a06cd4-3eed-49e4-a9b7-e216b741c7f6","Adverse Event Start Date Time","BiomedicalConceptProperty_13","datetime","Adverse Event Start Date Time"
"True","True","4a77fcd7-81ec-4efc-a890-6129b692b42e","Adverse Event End Date Time","BiomedicalConceptProperty_14","datetime","Adverse Event End Date Time"
"True","True","bd19202b-2ec3-4793-8257-0e7065306d46","Vital Signs Result","BiomedicalConceptProperty_15","decimal","Vital Signs Result"
"True","True","08a68513-5502-48a3-8004-f8f78987de10","Unit of Pressure","BiomedicalConceptProperty_16","string","Unit of Pressure"
"True","True","411a9a32-d998-4d9f-8dcd-e67a26ea3cba","Vital Signs Location","BiomedicalConceptProperty_17","string","Vital Signs Location"
"True","True","6bc8e88f-5136-48ed-84e1-2d5cd1d81eb7","Vital Signs Laterality","BiomedicalConceptProperty_18","string","Vital Signs Laterality"
"True","True","99706bf6-f414-4513-abc7-fc6f1848ae0a","Test Method","BiomedicalConceptProperty_19","string","Test Method"
"True","True","9b370225-af5a-4f3a-85b3-bd14a3bd2b4c","Vital Signs Position","BiomedicalConceptProperty_20","string","Vital Signs Position"
"True","True","b315fe92-31d2-47e6-9b25-66a10301cefe","Vital Signs Result","BiomedicalConceptProperty_21","decimal","Vital Signs Result"
"True","True","a99a110e-f17e-48f1-b220-43897b5b8918","Unit of Pressure","BiomedicalConceptProperty_22","string","Unit of Pressure"
"True","True","49621adc-5ff8-482d-87c0-6df6e30db33a","Vital Signs Location","BiomedicalConceptProperty_23","string","Vital Signs Location"
"True","True","21b3151e-89cd-48ee-a70e-10c1cb509fff","Vital Signs Laterality","BiomedicalConceptProperty_24","string","Vital Signs Laterality"
"True","True","f4e6ea35-a97e-450d-9d49-71dc353cbd85","Test Method","BiomedicalConceptProperty_25","string","Test Method"
"True","True","aac75dfc-c70f-41a5-b918-c14ca57f8cd2","Vital Signs Position","BiomedicalConceptProperty_26","string","Vital Signs Position"
"True","True","0e0b302b-2a9e-492f-9c46-67dc6afcdfa3","Vital Signs Result","BiomedicalConceptProperty_27","decimal","Vital Signs Result"
"True","True","c499fe4e-ed13-43c1-824a-e2fad3daa709","Unit of Temperature","BiomedicalConceptProperty_28","string","Unit of Temperature"
"True","True","298811ba-30d1-4b2c-b6f8-a55462a292ad","Vital Signs Location","BiomedicalConceptProperty_29","string","Vital Signs Location"
"True","True","e0da7c1c-ea30-4821-9975-e15fbcc4b467","Vital Signs Result","BiomedicalConceptProperty_30","decimal","Vital Signs Result"
"True","True","fc917330-1d08-47d0-ba41-0a761e96db19","Unit of Weight","BiomedicalConceptProperty_31","string","Unit of Weight"
