"name","id","uuid:ID","instanceType","text"
"ENCOUNTER_START_RULE_1","TransitionRule_1","f6c9ed60-cab5-4df8-b952-507e7d23670c","TransitionRule","Subject identifier"
"ENCOUNTER_START_RULE_1","TransitionRule_2","fc39488a-5e6a-4a92-a24d-70aac6753082","TransitionRule","completion of screening activities"
"ENCOUNTER_START_RULE_2","TransitionRule_3","32ded4f0-01a7-4611-95e0-a70b3e646e4e","TransitionRule","subject leaves clinic after connection of ambulatory ECG machine"
"ENCOUNTER_START_RULE_3","TransitionRule_4","57ce4aaa-8e7d-44c8-b996-8d64ca489e0b","TransitionRule","subject has connection of ambulatory ECG machine removed"
"ENCOUNTER_START_RULE_3","TransitionRule_5","aae0bf05-ec4e-4a81-8539-f462a86b35c8","TransitionRule","Radomized"
"ENCOUNTER_START_RULE_12","TransitionRule_6","195c9fdb-90a2-4007-9999-1f5162b40b89","TransitionRule","End of treatment"
"ELEMENT_START_RULE_1","TransitionRule_7","1b6ed37f-567d-4632-8952-7e07495176e9","TransitionRule","Informed consent"
"ELEMENT_END_RULE_1","TransitionRule_8","8cb0b25a-0107-40b8-a1d2-9542bbaf7da7","TransitionRule","Completion of all screening activities and no more than 2 weeks from informed consent"
"ELEMENT_START_RULE_2","TransitionRule_9","39556afe-1fa8-4993-8162-6caeeb7ee4f9","TransitionRule","Administration of first dose"
"ELEMENT_START_RULE_7","TransitionRule_14","3d50f03e-31ee-4aa9-b6bc-bcd131b740e6","TransitionRule","End of last scheduled visit on study (including early termination)"
"ELEMENT_END_RULE_7","TransitionRule_15","3dcb8937-e9a0-4245-8882-44be1ebda223","TransitionRule","Completion of all specified followup activities (which vary on a patient-by-patient basis)"
"ELEMENT_START_RULE_3","TransitionRule_10","48a72006-4c09-45a9-bcd3-2b5c6a40931c","TransitionRule","Administration of first dose"
"ELEMENT_START_RULE_4","TransitionRule_11","2188036a-e072-4a6c-ac68-1db39e85d15b","TransitionRule","Randomized"
"ELEMENT_START_RULE_5","TransitionRule_12","397aeb98-058a-40e7-aa65-821241226187","TransitionRule","Administration of first dose (from patches supplied at Visit 4)"
"ELEMENT_START_RULE_6","TransitionRule_13","091d4ca0-87af-4dd0-bb18-5df04ba0f72b","TransitionRule","Administration of first dose (from patches supplied at Visit 12)"
