"id:ID","label","bcPropertyEnabled","uuid","bcPropertyDatatype","bcPropertyResponseCodes","bcPropertyRequired","name","id"
"546","Vital Signs Result","True","51de42f9-90cb-47f3-b43c-f45578f5c365","decimal","[]","True","Vital Signs Result","BiomedicalConceptProperty_86"
"547","Unit of Temperature","True","5796aa89-3b73-4bee-a561-269362ad97c7","string","","True","Unit of Temperature","BiomedicalConceptProperty_87"
"548","Vital Signs Location","True","9b8f9dae-1f36-4b63-9d44-49c9818f029d","string","[]","True","Vital Signs Location","BiomedicalConceptProperty_88"
"549","Vital Signs Result","True","06c0993b-419a-42fc-bed1-09c0d3c17ca0","decimal","[]","True","Vital Signs Result","BiomedicalConceptProperty_89"
"550","Unit of Weight","True","f29df034-0b0c-43c8-8fca-57f33e95a90a","string","","True","Unit of Weight","BiomedicalConceptProperty_90"
"551","Vital Signs Result","True","3956306d-65b5-4e21-ab94-cbcfba824a2e","decimal","[]","True","Vital Signs Result","BiomedicalConceptProperty_91"
"552","Unit of Height","True","abb51479-91a6-4861-95ad-86b58c4af30b","string","","True","Unit of Height","BiomedicalConceptProperty_92"
"553","Laboratory Test Result","True","55602835-81b1-4e1c-8de0-d63ccbab54bc","decimal","[]","True","Laboratory Test Result","BiomedicalConceptProperty_93"
"554","Laboratory Test Fasting Status","True","ecbe6188-04ae-476d-a38c-add1a1369043","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_94"
"555","Unit of Catalytic Activity Concentration","True","8575ae75-d93f-430d-bf53-f6301db16c9b","string","[]","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_95"
"556","Biospecimen Type","True","7ed2aaa8-a209-4a50-97c4-cc77afe1ae6a","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_96"
"557","Laboratory Test Result","True","f2da37ab-7938-4fd7-80fd-0dc93f1dd5b7","string","[]","True","Laboratory Test Result","BiomedicalConceptProperty_97"
"558","Laboratory Test Fasting Status","True","7b9f5bc4-7e88-49ee-8be2-67575ff24a87","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_98"
"559","Unit of Concentration","True","4023b224-03ac-4166-82e6-538f0c407a83","string","[]","True","Unit of Concentration","BiomedicalConceptProperty_99"
"560","Biospecimen Type","True","b7f55382-afce-4662-9022-832d6bb60711","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_100"
"561","Laboratory Test Result","True","7633a408-af6e-4f18-82a3-874acf9c6453","decimal","[]","True","Laboratory Test Result","BiomedicalConceptProperty_101"
"562","Laboratory Test Fasting Status","True","658a6db3-7e96-43bf-b522-7d64fbea6ec4","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_102"
"563","Unit of Catalytic Activity Concentration","True","022160a4-5e6e-4038-9c78-639c3399b0d1","string","[]","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_103"
"564","Biospecimen Type","True","0f14583a-03a7-4aa2-8269-5d1c2cb71f20","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_104"
"565","Laboratory Test Result","True","e49aa9de-0679-461d-807f-6b1692835c17","decimal","[]","True","Laboratory Test Result","BiomedicalConceptProperty_105"
"566","Laboratory Test Fasting Status","True","b27e726b-691c-475f-ac00-50611b695fa3","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_106"
"567","Unit of Catalytic Activity Concentration","True","55c15373-fa61-43cb-aa43-b4cc68c6fee2","string","[]","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_107"
"568","Biospecimen Type","True","e6d2ddda-9753-42ff-866e-45c65b848009","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_108"
"569","Laboratory Test Result","True","ba8ae4b3-f970-428f-874d-c88b1d6e88d4","string","[]","True","Laboratory Test Result","BiomedicalConceptProperty_109"
"570","Laboratory Test Fasting Status","True","191a448d-607c-4c50-a54a-034ac3f2fc7e","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_110"
"571","Unit of Concentration","True","c5ba29a2-637b-4d71-8bb6-3b7d0b4e3f56","string","[]","True","Unit of Concentration","BiomedicalConceptProperty_111"
"572","Biospecimen Type","True","bc594e3c-8c4b-45a4-9e3e-456614b968a0","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_112"
"573","Laboratory Test Result","True","25dfe7c6-5ecb-45ed-bb38-8caa1a0782e2","decimal","[]","True","Laboratory Test Result","BiomedicalConceptProperty_113"
"574","Laboratory Test Fasting Status","True","887413e5-29cd-4720-b4c5-516ea6c19d53","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_114"
"575","Molarity Unit","True","78316b7e-295d-4057-924b-379326dc4be3","string","[]","True","Molarity Unit","BiomedicalConceptProperty_115"
"576","Biospecimen Type","True","23a36387-b863-4f59-b57f-ce5204b76e8d","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_116"
"577","Laboratory Test Result","True","2ce0b3b3-e73d-4e0c-b42e-46849ddbbc75","decimal","[]","True","Laboratory Test Result","BiomedicalConceptProperty_117"
"578","Laboratory Test Fasting Status","True","9e4f6c7b-4eb1-4502-a768-f27eb2e1227c","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_118"
"579","Molarity Unit","True","484c93ff-4f10-42af-a9d1-dfc504914390","string","[]","True","Molarity Unit","BiomedicalConceptProperty_119"
"580","Biospecimen Type","True","003341b7-20a2-43bf-9d07-75874dd24c1b","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_120"
"581","Adverse Event Verbatim Description","True","b587d869-3156-43e2-ace4-90579346325a","string","[]","True","Adverse Event Verbatim Description","BiomedicalConceptProperty_1"
"582","Adverse Event Dictionary Derived Term","True","b62e2178-3833-472a-90a0-758b1b83ffc6","string","[]","True","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2"
"583","Adverse Event Category","True","f30cce84-2251-4bff-85e3-33ce649acc50","string","[]","True","Adverse Event Category","BiomedicalConceptProperty_3"
"584","Adverse Event Subcategory","True","56e41079-d1be-42df-8e02-8e085e2aefa6","string","[]","True","Adverse Event Subcategory","BiomedicalConceptProperty_4"
"585","Adverse Event Pre-specified","True","8445c571-15ce-4b98-9107-2082ecba4e73","boolean","[]","True","Adverse Event Pre-specified","BiomedicalConceptProperty_5"
"586","Severity of Adverse Event","True","1db724b1-867d-4a8a-8c6e-168f95490328","string","[]","True","Severity of Adverse Event","BiomedicalConceptProperty_6"
"587","Adverse Event Toxicity Grade","True","724dd9b3-3109-4a9b-82b7-32447fa54c30","string","[]","True","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7"
"588","Seriousness of Adverse Event","True","47362082-cf49-4972-a50e-96c2c4f3bd3a","boolean","[]","True","Seriousness of Adverse Event","BiomedicalConceptProperty_8"
"589","Adverse Event Action Taken with Study Treatment","True","d715f6af-300a-4e51-83e3-f74b3748fe49","string","","True","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9"
"590","Adverse Event Attribution to Product or Procedure","True","bc7995f5-94dd-4cd3-9d99-c606987b6db2","string","[]","True","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10"
"591","Adverse Event Pattern","True","d4923e59-3cc0-4f69-847e-cfb9d3c0f117","string","[]","True","Adverse Event Pattern","BiomedicalConceptProperty_11"
"592","Adverse Event Outcome","True","3f797633-6108-4a5f-b8cf-610901ff4a71","string","","True","Adverse Event Outcome","BiomedicalConceptProperty_12"
"593","Adverse Event Start Date Time","True","379da058-2142-4ae7-a626-1600e16ecc8f","datetime","[]","True","Adverse Event Start Date Time","BiomedicalConceptProperty_13"
"594","Adverse Event End Date Time","True","fde25f23-81d7-4023-9e4a-2a65658a4fcb","datetime","[]","True","Adverse Event End Date Time","BiomedicalConceptProperty_14"
"595","Vital Signs Result","True","d3c5ea14-c940-419f-9214-3c9c546a9fc0","decimal","[]","True","Vital Signs Result","BiomedicalConceptProperty_15"
"596","Unit of Pressure","True","f725331f-beba-4bef-bb41-fe3f00a5fade","string","","True","Unit of Pressure","BiomedicalConceptProperty_16"
"597","Vital Signs Location","True","e93f361a-7202-4441-a8e4-9193cf845336","string","[]","True","Vital Signs Location","BiomedicalConceptProperty_17"
"598","Vital Signs Laterality","True","3f2fabd1-1e1c-4e12-a7c6-2586da442c4a","string","[]","True","Vital Signs Laterality","BiomedicalConceptProperty_18"
"599","Test Method","True","bca3219f-0a06-46ee-881f-d6a9756d3e45","string","[]","True","Test Method","BiomedicalConceptProperty_19"
"600","Vital Signs Position","True","3b54f012-273e-4a3d-839e-ee227ce7e020","string","[]","True","Vital Signs Position","BiomedicalConceptProperty_20"
"601","Vital Signs Result","True","1cbe9690-5e7b-4278-8cd2-45c94a7a782d","decimal","[]","True","Vital Signs Result","BiomedicalConceptProperty_21"
"602","Unit of Pressure","True","f7c71300-8c15-4128-a16f-6ac7306acd7f","string","","True","Unit of Pressure","BiomedicalConceptProperty_22"
"603","Vital Signs Location","True","e2369dc4-8dcc-47cd-95a0-240060c0640a","string","[]","True","Vital Signs Location","BiomedicalConceptProperty_23"
"604","Vital Signs Laterality","True","3c3ba515-3c3e-45bb-9072-794289675fdf","string","[]","True","Vital Signs Laterality","BiomedicalConceptProperty_24"
"605","Test Method","True","1d6742da-b916-4651-b030-df249fbe503c","string","[]","True","Test Method","BiomedicalConceptProperty_25"
"606","Vital Signs Position","True","830546a0-aaac-4078-a18c-22e947882b1c","string","[]","True","Vital Signs Position","BiomedicalConceptProperty_26"
"607","Vital Signs Result","True","319c6a68-c8e3-4631-ae16-23cadbc9aeb2","decimal","[]","True","Vital Signs Result","BiomedicalConceptProperty_27"
