"id:ID","label","bcReference","uuid","bcSynonyms","name","id"
"690","Body Temperature","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","9f07c069-e8b4-4b41-8dd2-b5a0c75cb8c1","['Temperature']","Body Temperature","BiomedicalConcept_18"
"691","Body Weight","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","9c1d9c45-40bb-4cee-941c-31021cec8282","['Weight']","Body Weight","BiomedicalConcept_19"
"692","Body Height","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","1253d76a-08b0-475e-aef9-1e056adf78d9","['Height']","Body Height","BiomedicalConcept_20"
"693","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","4ca7b9fc-c6f7-419f-b9b6-f7b1b5f0919a","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","BiomedicalConcept_21"
"694","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","8a93d20a-2977-4390-b222-d0973a2b0f69","['Albumin']","Albumin Measurement","BiomedicalConcept_22"
"695","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","de880775-2187-467d-b025-2caa8657f5f3","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","BiomedicalConcept_23"
"696","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","89605efe-6e5f-4da7-acc9-db570652217b","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","BiomedicalConcept_24"
"697","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","8ecae6df-c060-4092-b592-6fc570b30129","['Creatinine']","Creatinine Measurement","BiomedicalConcept_25"
"698","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","b6257d44-d9cc-44c6-a11d-6b651ea775f2","['Potassium', 'K']","Potassium Measurement","BiomedicalConcept_26"
"699","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","4131464a-80bf-43e2-80ab-9a9ce612564b","['Sodium', 'NA']","Sodium Measurement","BiomedicalConcept_27"
"700","Adverse Event","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","82ff128f-35bc-4bc6-ac67-3405bfb8c75f","['Adverse Event Reported Term', 'AETERM']","Adverse Event","BiomedicalConcept_1"
"701","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","55ac7a75-3c0d-4fbe-8262-4c99127acf4e","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_2"
"702","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","7fc144db-1ae5-4bc2-bc0c-92372f7478a2","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_3"
"703","Body Temperature","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","cb10290f-943e-486b-a6f9-336d35dd9540","['Temperature']","Body Temperature","BiomedicalConcept_4"
"704","Body Weight","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","7c5abf15-9176-4d42-889b-d7968f28271b","['Weight']","Body Weight","BiomedicalConcept_5"
"705","Body Height","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","b221054e-c75a-4bf3-a6dc-7ed49e4e6397","['Height']","Body Height","BiomedicalConcept_6"
"706","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","3a364fd7-eb00-4204-a68c-585ca862981f","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","BiomedicalConcept_7"
"707","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","89e431ff-e7d4-42ce-96fc-dcc2f12befe7","['Albumin']","Albumin Measurement","BiomedicalConcept_8"
"708","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","adea7f75-ca7a-4f56-b9e0-f44a2c668fcd","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","BiomedicalConcept_9"
"709","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","f8309049-1e8e-41ad-877f-658d8776785c","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","BiomedicalConcept_10"
"710","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","930f78b2-f818-47ba-848f-d958262a4ebd","['Creatinine']","Creatinine Measurement","BiomedicalConcept_11"
"711","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","c11df022-f1f0-4d23-8abb-4f3048b6c45f","['Potassium', 'K']","Potassium Measurement","BiomedicalConcept_12"
"712","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","7cbff281-fbf3-486d-aded-4d69e3126a22","['Sodium', 'NA']","Sodium Measurement","BiomedicalConcept_13"
"713","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","b7206d56-2ddc-442e-ad08-0bed790cb44e","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_14"
"714","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","dc798d53-fc8a-4840-afca-c6624bed3185","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_15"
"715","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","76ec61a3-519f-4a1c-8cea-cdc4dfea9ed8","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_16"
"716","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","7444bdbc-33a7-4fe9-a69c-10cf0c00196d","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_17"
