"reference","name","uuid:ID","label","synonyms","id","instanceType"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","Body Temperature","716d117f-a63f-4503-9a84-30a993dc8ef8","Body Temperature","['Temperature']","BiomedicalConcept_20","BiomedicalConcept"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","Body Weight","25df7cb0-e9aa-483a-94e8-58aee04abae0","Body Weight","['Weight']","BiomedicalConcept_21","BiomedicalConcept"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","Body Height","2ed7c2fa-61e1-4e5d-9cdc-fed71381985d","Body Height","['Height']","BiomedicalConcept_22","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","Alanine Aminotransferase Measurement","93bb22e5-033c-4b89-96ee-9450b12e27b3","Alanine Aminotransferase Measurement","['ALT', 'SGPT']","BiomedicalConcept_23","BiomedicalConcept"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","Albumin Measurement","9d279195-9e48-41dd-8b53-7781f0845f2d","Albumin Measurement","['Albumin']","BiomedicalConcept_24","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","Alkaline Phosphatase Measurement","61ec457f-52b6-4906-9261-f92b4dfea246","Alkaline Phosphatase Measurement","['Alkaline Phosphatase']","BiomedicalConcept_25","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","Aspartate Aminotransferase Measurement","13e1a558-3002-478f-83c8-6b9611e80aad","Aspartate Aminotransferase Measurement","['AST', 'SGOT']","BiomedicalConcept_26","BiomedicalConcept"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","Creatinine Measurement","11eac35f-8d45-4ef6-9ace-78afd6887886","Creatinine Measurement","['Creatinine']","BiomedicalConcept_27","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","Potassium Measurement","7348db7d-1e13-4909-9d48-147fbbc93969","Potassium Measurement","['Potassium', 'K']","BiomedicalConcept_28","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","Sodium Measurement","04fdbecb-80ae-40ea-8b2d-2c0c1ea2eb4e","Sodium Measurement","['Sodium', 'NA']","BiomedicalConcept_29","BiomedicalConcept"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","Adverse Event","f84f9f14-08d7-443a-9fb1-e26d9524980a","Adverse Event","['Adverse Event Reported Term', 'AETERM']","BiomedicalConcept_1","BiomedicalConcept"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","Systolic Blood Pressure","10322a58-e8d4-46d9-8d9d-ff4d5d75d0f7","Systolic Blood Pressure","['SYSBP']","BiomedicalConcept_2","BiomedicalConcept"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","Diastolic Blood Pressure","f200552e-bb9d-4132-99b7-5dc47da53e66","Diastolic Blood Pressure","['DIABP']","BiomedicalConcept_3","BiomedicalConcept"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","Body Temperature","2864f04e-32b3-4c55-bbca-c17e05935ecf","Body Temperature","['Temperature']","BiomedicalConcept_4","BiomedicalConcept"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","Body Weight","2015a920-ff40-49ca-b4f5-2084ce21c8c1","Body Weight","['Weight']","BiomedicalConcept_5","BiomedicalConcept"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","Body Height","2c0144f3-a7f5-41b8-9b5d-c130595405bb","Body Height","['Height']","BiomedicalConcept_6","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","Alanine Aminotransferase Measurement","5d4d1a48-fc64-48ad-8865-b8f01e857b2d","Alanine Aminotransferase Measurement","['ALT', 'SGPT']","BiomedicalConcept_7","BiomedicalConcept"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","Albumin Measurement","8939424d-765c-41ed-8942-31b5a97cec22","Albumin Measurement","['Albumin']","BiomedicalConcept_8","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","Alkaline Phosphatase Measurement","c96d2a18-633b-44be-befd-cdd3cad9b7fa","Alkaline Phosphatase Measurement","['Alkaline Phosphatase']","BiomedicalConcept_9","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","Aspartate Aminotransferase Measurement","0a420056-30e8-4f36-ab84-e1a6eaa2b126","Aspartate Aminotransferase Measurement","['AST', 'SGOT']","BiomedicalConcept_10","BiomedicalConcept"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","Creatinine Measurement","175b096a-7028-42cb-b6c4-321e4bba49c0","Creatinine Measurement","['Creatinine']","BiomedicalConcept_11","BiomedicalConcept"
