"id","uuid:ID","name","instanceType","text"
"TransitionRule_1","34ab63c5-7457-4a4b-9002-2729c620e39c","ENCOUNTER_START_RULE_1","TransitionRule","Subject identifier"
"TransitionRule_2","6c7986bc-5978-497c-9513-67dbe3692e72","ENCOUNTER_START_RULE_1","TransitionRule","completion of screening activities"
"TransitionRule_3","6c941ef2-ed89-48b9-a388-cf07b1d2f213","ENCOUNTER_START_RULE_2","TransitionRule","subject leaves clinic after connection of ambulatory ECG machine"
"TransitionRule_4","b467b297-3799-4700-b9ae-d8de7fe1329b","ENCOUNTER_START_RULE_3","TransitionRule","subject has connection of ambulatory ECG machine removed"
"TransitionRule_5","ef03cea5-666a-4744-a676-7d8abee675d2","ENCOUNTER_START_RULE_3","TransitionRule","Radomized"
"TransitionRule_6","6598dde0-d841-4070-b040-e1ddd02a0f98","ENCOUNTER_START_RULE_12","TransitionRule","End of treatment"
"TransitionRule_7","cce11f06-7998-40e1-8e2b-be97084e7006","ELEMENT_START_RULE_1","TransitionRule","Informed consent"
"TransitionRule_8","4407afaf-93bc-44e6-b8e5-e9be2a016131","ELEMENT_END_RULE_1","TransitionRule","Completion of all screening activities and no more than 2 weeks from informed consent"
"TransitionRule_9","45e2316f-7028-410a-92c9-438cabf58278","ELEMENT_START_RULE_2","TransitionRule","Administration of first dose"
"TransitionRule_14","a8e486fa-9026-48b5-9a93-bc38f1bb0b7c","ELEMENT_START_RULE_7","TransitionRule","End of last scheduled visit on study (including early termination)"
"TransitionRule_15","5dd3ccd9-47ae-499a-af41-aa113471de7a","ELEMENT_END_RULE_7","TransitionRule","Completion of all specified followup activities (which vary on a patient-by-patient basis)"
"TransitionRule_10","e4224649-4ffc-4a57-a977-1509626fdd38","ELEMENT_START_RULE_3","TransitionRule","Administration of first dose"
"TransitionRule_11","a119ad17-6808-422d-98d8-948300fbca77","ELEMENT_START_RULE_4","TransitionRule","Randomized"
"TransitionRule_12","53d0e187-0b87-4c03-9d60-dbac58b1241f","ELEMENT_START_RULE_5","TransitionRule","Administration of first dose (from patches supplied at Visit 4)"
"TransitionRule_13","578d1c42-24bc-49b0-996b-aa7313dc3dbd","ELEMENT_START_RULE_6","TransitionRule","Administration of first dose (from patches supplied at Visit 12)"
