"name","id","uuid:ID","text"
"ENCOUNTER_START_RULE_1","TransitionRule_1","bbfd23f0-68e5-455b-b828-b47a713745c8","Subject identified"
"ENCOUNTER_START_RULE_1","TransitionRule_2","010a6ddf-ece5-4aed-8a61-36a7024b1489","IEs passed"
"ENCOUNTER_START_RULE_3","TransitionRule_3","3a944847-108d-47ef-8ca7-033e99fa0bdc","Radomized"
"ELEMENT_START_RULE_1","TransitionRule_4","b460ce6c-9b7c-4439-aa26-3a585141e13b","Study Start"
"ELEMENT_END_RULE_1","TransitionRule_5","61126cda-2f71-442a-9455-c5f609adc9df","Screened"
"ELEMENT_START_RULE_2","TransitionRule_6","ec1c67cd-636a-4fe4-b6cf-8584ca27d2c3","Screened"
"ELEMENT_END_RULE_2","TransitionRule_7","93d9ce84-960b-4618-933b-6a703b20cd4b","Radomized"
"ELEMENT_START_RULE_3","TransitionRule_8","59495321-7e94-4a97-a782-974b0b34ebff","Radomized"
"ELEMENT_END_RULE_3","TransitionRule_9","b1d8ad8a-c379-4bd0-9e0a-baa1067ff938","Completed treatment 1"
"ELEMENT_START_RULE_5","TransitionRule_12","e4b240cb-fd8a-4fc5-b2b7-5e2628be1755","Radomized"
"ELEMENT_END_RULE_5","TransitionRule_13","78d7f6b0-f433-4853-ae62-ebc55a800250","Completed treatment 2"
"ELEMENT_START_RULE_4","TransitionRule_10","78007097-7e3a-4f29-8ae5-0f710c797192","Treated"
"ELEMENT_END_RULE_4","TransitionRule_11","27059ccd-11c3-4a28-84e3-7cc1f525427f","Leave Study"
