"codeSystem","code","uuid:ID","codeSystemVersion","decode","id","instanceType"
"http://www.cdisc.org","C98388","15eadf2f-eb9f-4080-bc6a-75d99d2aec05","2023-12-15","Interventional Study","Code_1","Code"
"http://www.cdisc.org","C15601","e23f99dd-f448-40fe-968f-d0cd1c8fc475","2023-12-15","Phase II Trial","Code_2","Code"
"http://www.cdisc.org","C132352","fe53710d-866a-41a6-bf8f-665cc3b1dbac","2023-12-15","Sponsor Approval Date","Code_9","Code"
"http://www.cdisc.org","C68846","8b8558fe-d77d-4851-80cb-4ef2ad07b46d","2023-12-15","Global","Code_10","Code"
"http://www.cdisc.org","C99904x3","4061ece4-2648-45b1-964b-28d213b8b73f","2023-12-15","IRB/IEC Feedback","Code_72","Code"
"http://www.cdisc.org","C17649","f698faa5-21ac-4fb2-93c0-b1c7f8a03501","2023-12-15","Other","Code_73","Code"
"http://www.cdisc.org","C41129","2efb1a1d-1f26-483f-b6f9-e9ab4c1056a5","2023-12-15","Region","Code_75","Code"
"ISO 3166 1 alpha3","150","c5d9c16e-fc77-470b-95db-00f77530b2c0","2020-08","Europe","Code_74","Code"
"SPONSOR","PHARMA","e700b59a-eb9a-45c0-8671-38cab4b82eeb","12","Eli Lilly","Code_4","Code"
"http://www.cdisc.org","C70793","8cf47ea7-69e6-41f3-8d13-e1e055246a11","2023-12-15","Clinical Study Sponsor","Code_76","Code"
"ISO 3166 1 alpha3","USA","ff7be05e-e3bb-4962-baf9-1dc6bf04f690","2020-08","United States of America","Code_77","Code"
"http://www.cdisc.org","C93453","c46bc5e9-0991-44b3-b766-5f965f99b198","2023-12-15","Study Registry","Code_78","Code"
"ISO 3166 1 alpha3","USA","605e8a6a-16f9-492f-bbb9-41c5ac7705a1","2020-08","United States of America","Code_79","Code"
"http://www.cdisc.org","C49656","c6f9f4d6-a0c6-4962-a423-af30a3af4a8a","2023-12-15","Treatment Study","Code_137","Code"
"http://www.cdisc.org","C49666","1cf075f3-2e6a-4a98-9c53-cd48aa5d12c6","2023-12-15","Efficacy Study","Code_138","Code"
"http://www.cdisc.org","C49667","8a4b5333-bd68-4c4b-a1fa-b729815fb052","2023-12-15","Safety Study","Code_139","Code"
"http://www.cdisc.org","C49663","36c71802-e791-4f8a-8063-4265c3260f73","2023-12-15","Pharmacokinetic Study","Code_140","Code"
"SPONSOR","MILD_MOD_ALZ","1eaac3d1-3b1f-432b-9c48-426893bc184c","12","Mild to Moderate Alzheimer's Disease","Code_134","Code"
"SNOMED","26929004","7b19517a-2697-46ad-a394-1e6479b5e22a","January 31, 2018","Alzheimer's disease","Code_135","Code"
"http://www.cdisc.org","C99907x1","d339e26c-b515-436f-b747-3913a0c2b395","2023-12-15","EXTENSION","Code_143","Code"
"http://www.cdisc.org","C98704","5fdce606-2539-4720-9f12-90c41cdb5104","2023-12-15","ADAPTIVE","Code_144","Code"
"http://www.cdisc.org","C82639","d0c308cd-5e0d-40d5-9d41-6e68f8e107f5","2023-12-15","Parallel Study","Code_141","Code"
"http://www.cdisc.org","C25716","8a1d3e5c-fd3c-4424-9499-2022e0b27e81","2023-12-15","Visit","Code_83","Code"
"http://www.cdisc.org","C51282","e8b9efa6-1df7-406b-a6a8-3540c178e43e","2023-12-15","Clinic","Code_84","Code"
"http://www.cdisc.org","C175574","7fa59092-75c8-4cd9-bc7e-b42d3adb5091","2023-12-15","In Person","Code_85","Code"
"http://www.cdisc.org","C25716","caa8d0c2-10d1-4304-ac1b-fcbe7070b0b2","2023-12-15","Visit","Code_86","Code"
"http://www.cdisc.org","C51282","32a337bc-ed67-41c9-89e0-bfdc6aebbe94","2023-12-15","Clinic","Code_87","Code"
"http://www.cdisc.org","C175574","b3d97bfa-c486-47f1-a397-c9cecc8b97e2","2023-12-15","In Person","Code_88","Code"
"http://www.cdisc.org","C25716","cece648a-6c7b-4497-812a-976ac01be77f","2023-12-15","Visit","Code_89","Code"
"http://www.cdisc.org","C51282","dc457f61-b177-4486-adf6-0670cd3bbc4f","2023-12-15","Clinic","Code_90","Code"
"http://www.cdisc.org","C175574","8642b41f-0546-46aa-933d-4c4d08c3ff18","2023-12-15","In Person","Code_91","Code"
"http://www.cdisc.org","C25716","4db7d8b6-a781-4a5b-b1fc-188763e000f4","2023-12-15","Visit","Code_92","Code"
"http://www.cdisc.org","C51282","6d8e3cac-04fc-4147-8914-eff35fb4f7b7","2023-12-15","Clinic","Code_93","Code"
"http://www.cdisc.org","C175574","5d6391b2-6d38-45f4-8d37-799ffe2ac94a","2023-12-15","In Person","Code_94","Code"
"http://www.cdisc.org","C25716","7f5d2dd3-e618-4deb-a9a0-e28d3943b03f","2023-12-15","Visit","Code_95","Code"
"http://www.cdisc.org","C51282","bfba0964-ba77-470c-b6f6-e2d036497fb5","2023-12-15","Clinic","Code_96","Code"
"http://www.cdisc.org","C175574","f378846c-1b4a-450c-ab0c-d4f00a5761ad","2023-12-15","In Person","Code_97","Code"
"http://www.cdisc.org","C25716","1efdb7d5-c4b9-41a1-afa8-621f8ccc4c3c","2023-12-15","Visit","Code_98","Code"
"http://www.cdisc.org","C51282","fec43845-bb04-450f-8db3-d93f543728e0","2023-12-15","Clinic","Code_99","Code"
"http://www.cdisc.org","C175574","3c121eb8-46e0-4979-bd40-2a1e528f2246","2023-12-15","In Person","Code_100","Code"
"http://www.cdisc.org","C25716","e7a230ee-e3c3-47ea-b40f-463c2258749e","2023-12-15","Visit","Code_101","Code"
"http://www.cdisc.org","C51282","be290598-309c-41d1-8728-206dc3d17dea","2023-12-15","Clinic","Code_102","Code"
"http://www.cdisc.org","C175574","959e1b0a-f9ce-405f-859e-5e2705cc3141","2023-12-15","In Person","Code_103","Code"
"http://www.cdisc.org","C171537","009ecc80-abc7-42d3-b39d-0756d51882ac","2023-12-15","Telephone Call","Code_104","Code"
"http://www.cdisc.org","C25716","94969ffe-8fd8-432d-b9a5-9ed568738aaa","2023-12-15","Visit","Code_105","Code"
"http://www.cdisc.org","C51282","58e68c29-f70e-4459-ac73-ba24175882e8","2023-12-15","Clinic","Code_106","Code"
"http://www.cdisc.org","C175574","dd91af55-11b1-40b3-be23-d30145fd1214","2023-12-15","In Person","Code_107","Code"
"http://www.cdisc.org","C171537","8bc5c4ac-4fed-49c0-9b92-e59461b27249","2023-12-15","Telephone Call","Code_108","Code"
"http://www.cdisc.org","C25716","85928119-b2f6-443b-af92-2fe663410853","2023-12-15","Visit","Code_109","Code"
"http://www.cdisc.org","C51282","a7dc6d6d-a470-4c7e-91f5-72386a266d4c","2023-12-15","Clinic","Code_110","Code"
"http://www.cdisc.org","C175574","77598fa0-69c6-40e6-a23b-1fd448d0dc31","2023-12-15","In Person","Code_111","Code"
"http://www.cdisc.org","C171537","b812c755-78d4-4c6d-a6f7-35830e23eef8","2023-12-15","Telephone Call","Code_112","Code"
"http://www.cdisc.org","C25716","b2e3d15f-a378-406c-9915-2a2432633e97","2023-12-15","Visit","Code_113","Code"
