"description","instanceType","name","uuid:ID","label","id"
"-","ScheduledActivityInstance","SCREEN1","be805e5c-0962-4a80-ba1f-5605bcc30338","Screen One","ScheduledActivityInstance_9"
"-","ScheduledActivityInstance","SCREEN2","52b0493c-a7cd-4f9b-a3c8-ebd773b28c62","Screen Two","ScheduledActivityInstance_10"
"-","ScheduledActivityInstance","DOSE","e7273f4a-67fa-4a9e-b619-e3a257a12a77","Dose","ScheduledActivityInstance_11"
"-","ScheduledActivityInstance","WK2","78a02d81-98ce-4aca-8ef4-29cad5e9468f","Week 2","ScheduledActivityInstance_12"
"-","ScheduledActivityInstance","WK4","33c958d1-2b1a-47fd-a0aa-cf13f385a293","Week 4","ScheduledActivityInstance_13"
"-","ScheduledActivityInstance","WK6","6d893e77-052d-4ee6-bda5-4ae1a36193f9","Week 6","ScheduledActivityInstance_14"
"-","ScheduledActivityInstance","WK8","63e0c021-9a76-4d4d-bef3-82b9c26bd6d1","Week 8","ScheduledActivityInstance_15"
"-","ScheduledActivityInstance","WK8N","9b459d3b-5d18-4930-8526-1a85bb0cfb38","Week NPI","ScheduledActivityInstance_16"
"-","ScheduledActivityInstance","WK12","517f4173-c926-465f-b149-a076ca61be15","Week 12","ScheduledActivityInstance_17"
"-","ScheduledActivityInstance","WK12N","a9dde5da-b3e7-4d01-9515-c67350981075","Week 12 NPI","ScheduledActivityInstance_18"
"-","ScheduledActivityInstance","WK16","a9b9c450-ca10-45e1-a0ff-d5f1521a34ad","Week 16","ScheduledActivityInstance_19"
"-","ScheduledActivityInstance","WK16N","b6868e40-8018-4a12-a132-300251116ff4","Week 16 NPI","ScheduledActivityInstance_20"
"-","ScheduledActivityInstance","WK20","f79dccde-06c0-49e5-8290-24256821defd","Week 20","ScheduledActivityInstance_21"
"-","ScheduledActivityInstance","WK20N","240a8e38-602c-4bf5-91ae-d4ee247ca9c5","Week 20 NPI","ScheduledActivityInstance_22"
"-","ScheduledActivityInstance","WK24","2241ac96-8bba-4209-a7b5-367fefeb3eb2","Week 24","ScheduledActivityInstance_23"
"-","ScheduledActivityInstance","WK26","7d24d164-0121-4ef7-a925-cf03fd6247c6","Week 26","ScheduledActivityInstance_24"
"-","ScheduledActivityInstance","AE","12ab613f-ddf1-42d3-8523-2f76f06dfdfd","Adevers Event","ScheduledActivityInstance_1"
"-","ScheduledActivityInstance","ET","40748b22-222f-40cb-a2fc-0f428b8dffb0","Early Termination","ScheduledActivityInstance_2"
"","ScheduledActivityInstance","VS_5MIN","79fdbdaa-443a-4365-9c2c-0206f84726e7","5 minute supine","ScheduledActivityInstance_3"
"","ScheduledActivityInstance","VS_SUPINE","10d51048-69d5-41ba-89eb-3a3bac77f4e5","Vital signs supine","ScheduledActivityInstance_4"
"","ScheduledActivityInstance","VS_1MIN","9193ff90-6445-49aa-b126-858d76510aad","1 minute standing","ScheduledActivityInstance_5"
"","ScheduledActivityInstance","VS_STAND1","1027dc87-b712-43c6-9fc4-41254293091f","Vital signs after 1 min standing","ScheduledActivityInstance_6"
"","ScheduledActivityInstance","VS_2MIN","d3b815a0-2ac8-4e9f-9182-9766d137ce27","2 minute standing","ScheduledActivityInstance_7"
"","ScheduledActivityInstance","VS_STAND3","0f8b3109-700c-425e-bb0b-19e8388925b4","Vital signs after 3 min standing","ScheduledActivityInstance_8"
