"id:ID","decode","code","uuid","codeSystem","id","codeSystemVersion"
"1","Interventional Study","C98388","6527cfe3-5701-413d-9495-edacacba59be","http://www.cdisc.org","Code_1","2023-09-29"
"2","Phase II Trial","C15601","7eef9032-38c6-4b0d-bc0c-5478d35a3e1f","http://www.cdisc.org","Code_2","2023-09-29"
"3","Sponsor Approval Date","C132352","a971e56b-298f-4534-a8c0-3be9675adf4b","http://www.cdisc.org","Code_5","2023-09-29"
"4","Global","C68846","ac4b9fc2-1aee-4ccc-8889-a03c06e2387f","http://www.cdisc.org","Code_6","2023-09-29"
"5","IRB/IEC Feedback","C99904x3","58df53a6-4cf5-4906-9819-901d8b420626","http://www.cdisc.org","Code_54","2023-09-29"
"6","Other","C17649","e1c9cd48-a1c3-45f8-8eed-fd8b931a25ec","http://www.cdisc.org","Code_55","2023-09-29"
"7","Region","C41129","dccb7154-5d4b-423a-9839-66aba16c3095","http://www.cdisc.org","Code_57","2023-09-29"
"8","Europe","150","b37bb5f5-e3ab-4a00-bf81-6fa49c694b5d","ISO 3166 1 alpha3","Code_56","2020-08"
"9","Country","C25464","9c38c350-2634-446c-9e6e-8b6f017f5526","http://www.cdisc.org","Code_59","2023-09-29"
"10","Denmark","DNK","3618d067-d0d0-4a2e-aeff-53ff41874c30","ISO 3166 1 alpha3","Code_58","2020-08"
"11","Eli Lilly","PHARMA","9e82a715-ff01-41b5-a0ca-97fe2fcd32ef","SPONSOR","Code_3","12"
"12","Clinical Study Sponsor","C70793","a4afb5f6-71eb-474e-ab76-bf3d44829aea","http://www.cdisc.org","Code_60","2023-09-29"
"13","United States of America","USA","dd393a11-3aab-404e-8ad0-808fd80b9d38","ISO 3166 1 alpha3","Code_61","2020-08"
"14","Study Registry","C93453","175f3014-c099-4eec-be41-faecf05e9a5c","http://www.cdisc.org","Code_62","2023-09-29"
"15","Treatment Study","C49656","116f18c9-61cc-4f1a-a6fa-b9a4941cf14b","http://www.cdisc.org","Code_120","2023-09-29"
"16","Efficacy Study","C49666","7c1d620c-7a47-4754-95a7-84a5ffa99ac0","http://www.cdisc.org","Code_121","2023-09-29"
"17","Safety Study","C49667","463ebfc7-3ba0-44cb-b374-6d583a9638d5","http://www.cdisc.org","Code_122","2023-09-29"
"18","Pharmacokinetic Study","C49663","658da49d-d86f-4687-a30c-fd59d0b5440d","http://www.cdisc.org","Code_123","2023-09-29"
"19","Mild to Moderate Alzheimer\'s Disease","MILD_MOD_ALZ","0734fc4f-5369-4185-bfd9-7529450b7624","SPONSOR","Code_117","12"
"20","Alzheimer\'s disease","26929004","050c4975-50d8-4c71-b67e-42ba93548fd0","SNOMED","Code_118","January 31, 2018"
"21","Parallel Study","C82639","ae7aa9b4-faef-4761-bc7e-cba7fe529651","http://www.cdisc.org","Code_124","2023-09-29"
"22","Visit","C25716","caef928c-9369-4248-afba-841e0f645cd4","http://www.cdisc.org","Code_66","2023-09-29"
"23","Clinic","C51282","55de99b4-1f4c-4b74-aa0d-d08889640d98","http://www.cdisc.org","Code_67","2023-09-29"
"24","In Person","C175574","5e91e3ef-c9a8-4cb6-af74-11427dabf970","http://www.cdisc.org","Code_68","2023-09-29"
"25","Visit","C25716","a1455f85-6382-4e56-9f2d-33c82ed45d45","http://www.cdisc.org","Code_69","2023-09-29"
"26","Clinic","C51282","1d3f149a-636c-43f3-b51e-8ea8db028488","http://www.cdisc.org","Code_70","2023-09-29"
"27","In Person","C175574","1355e601-8498-457b-8b3a-864d86c5a996","http://www.cdisc.org","Code_71","2023-09-29"
"28","Visit","C25716","53e83eb3-5ed4-4bf7-b6b1-d2eab2644bed","http://www.cdisc.org","Code_72","2023-09-29"
"29","Clinic","C51282","6e98ae21-f098-45b2-aabf-06af3945f092","http://www.cdisc.org","Code_73","2023-09-29"
"30","In Person","C175574","6a3793c8-ac49-4157-b0ec-e2f023bb0627","http://www.cdisc.org","Code_74","2023-09-29"
"31","Visit","C25716","c2923d6d-cc94-4489-832e-c140c7eaba84","http://www.cdisc.org","Code_75","2023-09-29"
"32","Clinic","C51282","1c6d0e91-6798-4ebb-9729-bf440a9c85e7","http://www.cdisc.org","Code_76","2023-09-29"
"33","In Person","C175574","3d0139a9-435b-41dc-82b9-e42bb0635ee0","http://www.cdisc.org","Code_77","2023-09-29"
"34","Visit","C25716","ee60ed9a-6847-40ca-ad47-ca41bfd646cd","http://www.cdisc.org","Code_78","2023-09-29"
"35","Clinic","C51282","1ad2377b-eda1-44f7-9197-6636d4a3272d","http://www.cdisc.org","Code_79","2023-09-29"
"36","In Person","C175574","8e473679-6cdc-4999-b69e-c5181064e858","http://www.cdisc.org","Code_80","2023-09-29"
"37","Visit","C25716","b7059fe1-8fd7-49f3-ad90-126391e4b199","http://www.cdisc.org","Code_81","2023-09-29"
"38","Clinic","C51282","1e365159-50be-47a3-b12b-caba3af30404","http://www.cdisc.org","Code_82","2023-09-29"
"39","In Person","C175574","9d4bebcb-fdca-4ab5-9679-4d84ba5a66ab","http://www.cdisc.org","Code_83","2023-09-29"
"40","Visit","C25716","e47782c9-632c-4104-b75a-ec0f808ce564","http://www.cdisc.org","Code_84","2023-09-29"
"41","Clinic","C51282","3e9e4909-880f-4f99-be04-a2bf74635575","http://www.cdisc.org","Code_85","2023-09-29"
"42","In Person","C175574","3040dc49-557e-4e89-b5bd-be7b6211a374","http://www.cdisc.org","Code_86","2023-09-29"
"43","Telephone Call","C171537","601fce4b-2b89-4569-8afa-01871c34acbe","http://www.cdisc.org","Code_87","2023-09-29"
"44","Visit","C25716","16eb2d00-f93f-4e81-b4c2-f07ab41303e5","http://www.cdisc.org","Code_88","2023-09-29"
"45","Clinic","C51282","f00eafa6-ffd8-4f9d-b98e-b1a94c51f5de","http://www.cdisc.org","Code_89","2023-09-29"
"46","In Person","C175574","12394d46-5a9b-4bef-b812-1925ed480048","http://www.cdisc.org","Code_90","2023-09-29"
"47","Telephone Call","C171537","8fc6314d-09d4-4973-9a07-081fa910c330","http://www.cdisc.org","Code_91","2023-09-29"
"48","Visit","C25716","49b72deb-9687-45e0-9eb9-2d5c30f022ba","http://www.cdisc.org","Code_92","2023-09-29"
"49","Clinic","C51282","1eedcba9-2ba3-42b3-8b49-92b9db7dd2e8","http://www.cdisc.org","Code_93","2023-09-29"
"50","In Person","C175574","42e982cc-e957-40b0-a872-c1f79d412f2c","http://www.cdisc.org","Code_94","2023-09-29"
"51","Telephone Call","C171537","845c07a1-251c-40b3-ba02-f36d9fa1878e","http://www.cdisc.org","Code_95","2023-09-29"
"52","Visit","C25716","027448a7-ed92-4801-a350-0c2ef648da3f","http://www.cdisc.org","Code_96","2023-09-29"
"53","Clinic","C51282","25367e01-0551-403d-922f-bb81290d041f","http://www.cdisc.org","Code_97","2023-09-29"
"54","In Person","C175574","68d8ec4f-d4cf-4da6-8e58-3115de2b61a6","http://www.cdisc.org","Code_98","2023-09-29"
"55","Telephone Call","C171537","eb30d612-e661-42b4-b9e9-f6ae46d15d7a","http://www.cdisc.org","Code_99","2023-09-29"
"56","Visit","C25716","f6521498-155f-4b37-93b0-2e83108e6a68","http://www.cdisc.org","Code_100","2023-09-29"
"57","Clinic","C51282","7a6f5567-e6e9-463e-9cde-1e1bbbc31ca0","http://www.cdisc.org","Code_101","2023-09-29"
"58","In Person","C175574","75fb19cc-880c-49fd-a066-78b3800a2971","http://www.cdisc.org","Code_102","2023-09-29"
"59","Visit","C25716","0a17e3dd-4ed5-4c7f-89e7-eaa180755cee","http://www.cdisc.org","Code_103","2023-09-29"
"60","Clinic","C51282","3cc4cdea-b4ba-4a2e-ba40-61fafe43f297","http://www.cdisc.org","Code_104","2023-09-29"
"61","In Person","C175574","b76ee115-bc44-4528-90d3-ae97775a294f","http://www.cdisc.org","Code_105","2023-09-29"
"62","CT of head without contrast","383371000119108","4ab512ce-14bb-4a39-9061-e6dfaebcec04","SNOMED","Code_63","January 31, 2018"
"63","Supine for 5 minutes","123","73b67566-3c95-4bad-a431-e9e8ccf91490","SPONSOR","Code_64","12"
"64","Standingfor 1-3 minutes","124","3215e54e-b0c0-4a0f-99ce-a9031da1bfd5","SPONSOR","Code_65","12"
"65","Vital Signs Result","C173522","cb5df8fb-2911-4d16-b9d4-150948db9d7d","NCI Thesaurus","Code_244",""
"66","Kelvin","C42537","ff0621ef-7a14-4714-b30b-af16decb5053","http://www.cdisc.org","Code_245","2023-09-29"
"67","Unit of Temperature","C44276","b52a3299-c602-41b5-a71c-0226547dd7c0","NCI Thesaurus","Code_246",""
"68","Vital Signs Location","C83088","95f2674e-831b-451f-9175-8963be85722c","NCI Thesaurus","Code_247",""
"69","Body Temperature","C174446","7a1cd262-22ee-4dd4-9e3a-a0249ec1be17","NCI Thesaurus","Code_243",""
"70","Vital Signs Result","C173522","83f12ec7-a789-469d-9941-e69a51c324d0","NCI Thesaurus","Code_249",""
"71","Kilogram","C28252","9b7db44a-79e3-4381-b962-9acbd4d40396","http://www.cdisc.org","Code_250","2023-09-29"
"72","Gram","C48155","d2db0694-98dd-49a8-bbfe-6d31689977e0","http://www.cdisc.org","Code_251","2023-09-29"
"73","Pound","C48531","d39b49c0-430e-4f3b-a205-cc422349bdff","http://www.cdisc.org","Code_252","2023-09-29"
"74","Unit of Weight","C48208","2011357c-8bc6-416b-85e5-260156aaed84","NCI Thesaurus","Code_253",""
"75","Body Weight","C81328","6cd9e0fa-dc00-43e3-a129-2b5e6f94f352","NCI Thesaurus","Code_248",""
"76","Vital Signs Result","C173522","afa2b262-600b-4189-989d-fcd9c86cf265","NCI Thesaurus","Code_255",""
"77","Centimeter","C49668","8702811c-140a-4348-83ca-5942a446f8cb","http://www.cdisc.org","Code_256","2023-09-29"
"78","Inch","C48500","9885af9e-6b12-4889-9494-ff5b77403fa8","http://www.cdisc.org","Code_257","2023-09-29"
"79","Millimeter","C28251","a41d70cc-4491-449e-a40d-5e992550db17","http://www.cdisc.org","Code_258","2023-09-29"
"80","Meter","C41139","9fa2a368-41a2-4a05-9aa1-ee00dd4b3a83","http://www.cdisc.org","Code_259","2023-09-29"
"81","Unit of Height","C168688","d728a5dd-8e12-4b79-97a8-47f2e0c299bb","NCI Thesaurus","Code_260",""
"82","Body Height","C164634","20c19447-2e7c-45cf-bf14-e048ea086952","NCI Thesaurus","Code_254",""
"83","Laboratory Test Result","C36292","727dad31-3c0f-4ac6-b2a1-08a32f05a73f","NCI Thesaurus","Code_262",""
"84","Laboratory Test Fasting Status","C83309","a9eef05b-6a3f-404e-b476-586703644c8a","NCI Thesaurus","Code_263",""
"85","Unit of Catalytic Activity Concentration","C67365","2ea50894-a229-4365-86f5-c05c308b14e0","NCI Thesaurus","Code_264",""
"86","Biospecimen Type","C70713","f4d98299-2aaf-40ad-84c6-55afa55ae3ea","NCI Thesaurus","Code_265",""
"87","Alanine Aminotransferase Measurement","C64433","66eae07a-a717-443a-b890-8bfae6714a13","NCI Thesaurus","Code_261",""
"88","Laboratory Test Result","C36292","c48cd55b-071f-4fea-9475-2b256ad31505","NCI Thesaurus","Code_267",""
"89","Laboratory Test Fasting Status","C83309","a1561f2d-8770-43fc-ba00-6e51d92d58d2","NCI Thesaurus","Code_268",""
"90","Unit of Concentration","C48207","69601e40-fbad-47e0-be11-e047a374a8c9","NCI Thesaurus","Code_269",""
"91","Biospecimen Type","C70713","0b03f907-0d25-4094-99d2-b5ee64e6ff14","NCI Thesaurus","Code_270",""
"92","Albumin Measurement","C64431","7afc50cd-a55c-4290-8e26-29af9315602d","NCI Thesaurus","Code_266",""
"93","Laboratory Test Result","C36292","48f35184-c2e2-4e03-a1ef-b607116d9571","NCI Thesaurus","Code_272",""
"94","Laboratory Test Fasting Status","C83309","80159e75-078c-4046-86ad-9bd24ad13e4c","NCI Thesaurus","Code_273",""
"95","Unit of Catalytic Activity Concentration","C67365","b6221c02-779f-4e3c-988e-5558e4119741","NCI Thesaurus","Code_274",""
"96","Biospecimen Type","C70713","f7e78981-3b97-439f-b481-6794a2398fa9","NCI Thesaurus","Code_275",""
"97","Alkaline Phosphatase Measurement","C64432","df593bb1-b119-4ec1-8e57-b692cce0110a","NCI Thesaurus","Code_271",""
"98","Laboratory Test Result","C36292","1a63a78b-1125-43d5-9d91-75d2b9a74ab1","NCI Thesaurus","Code_277",""
"99","Laboratory Test Fasting Status","C83309","6c51587e-e5d3-44d1-9257-45b4e4a45afb","NCI Thesaurus","Code_278",""
"100","Unit of Catalytic Activity Concentration","C67365","c1961e9d-3d4f-4149-9705-c484252c99fc","NCI Thesaurus","Code_279",""
"101","Biospecimen Type","C70713","05508507-a1ec-4113-adfb-e9c5df15fc26","NCI Thesaurus","Code_280",""
"102","Aspartate Aminotransferase Measurement","C64467","ed3350e8-c637-4b9d-9d4f-c0edbcdf464e","NCI Thesaurus","Code_276",""
"103","Laboratory Test Result","C36292","47cc8910-dee8-4c7f-9c67-cee6ae72010b","NCI Thesaurus","Code_282",""
"104","Laboratory Test Fasting Status","C83309","dbd317cf-e343-4246-a572-fbfdd8b71118","NCI Thesaurus","Code_283",""
"105","Unit of Concentration","C48207","25586c6a-94fa-4837-a726-7d9510dae4d0","NCI Thesaurus","Code_284",""
"106","Biospecimen Type","C70713","ec2667a2-3412-4c93-a4b3-0d92ac58dbf1","NCI Thesaurus","Code_285",""
"107","Creatinine Measurement","C64547","e2057ed9-1cfb-42db-8478-a210e7f86e90","NCI Thesaurus","Code_281",""
"108","Laboratory Test Result","C36292","fee4bb34-0c28-4c76-a8d0-4ff9f7b5c4c6","NCI Thesaurus","Code_287",""
"109","Laboratory Test Fasting Status","C83309","aa5dab1a-4900-41b6-b240-fb2d93bf807e","NCI Thesaurus","Code_288",""
"110","Molarity Unit","C64567","6c65505f-f673-41e3-a6b3-f4b6eaa49f46","NCI Thesaurus","Code_289",""
"111","Biospecimen Type","C70713","b758dfc8-63cf-48b2-b6bd-1cc92b0f51e0","NCI Thesaurus","Code_290",""
"112","Potassium Measurement","C64853","c35fbab5-b439-4efd-9eb5-1f49bf4c43ca","NCI Thesaurus","Code_286",""
"113","Laboratory Test Result","C36292","a249b6d5-db0d-4e90-be6a-047134f27080","NCI Thesaurus","Code_292",""
"114","Laboratory Test Fasting Status","C83309","92260cfc-d79a-43a1-96fe-d3522236d562","NCI Thesaurus","Code_293",""
"115","Molarity Unit","C64567","3695b041-d41d-406b-8f42-2ec357c557e7","NCI Thesaurus","Code_294",""
"116","Biospecimen Type","C70713","f9f16e14-da33-45bd-b29a-dcbc79c55825","NCI Thesaurus","Code_295",""
"117","Sodium Measurement","C64809","fd9559d9-400b-4ea8-892d-e7f2413383c6","NCI Thesaurus","Code_291",""
"118","Adverse Event Verbatim Description","C78541","a7103370-d141-4466-95c4-68e275270245","NCI Thesaurus","Code_126",""
"119","Adverse Event Dictionary Derived Term","C83344","521798ab-bbe0-4f8e-b103-db89c3dc5030","NCI Thesaurus","Code_127",""
"120","Adverse Event Category","C83198","048c2d2b-ef0f-4fd3-ae74-220ccde6d402","NCI Thesaurus","Code_128",""
"121","Adverse Event Subcategory","C83212","f61c8d3c-80f0-4a71-b092-f3b434ac0ea5","NCI Thesaurus","Code_129",""
"122","Adverse Event Pre-specified","C87840","2bb76517-1d74-4c50-9782-4dacf6dfceea","NCI Thesaurus","Code_130",""
"123","Severity of Adverse Event","C53253","bd64db57-4f39-45d2-81e8-c3228b89ac9c","NCI Thesaurus","Code_131",""
"124","Adverse Event Toxicity Grade","C78605","6329fdf5-e2f3-4607-920b-b1b072ad0336","NCI Thesaurus","Code_132",""
"125","Seriousness of Adverse Event","C53252","f8f4aba4-9b03-4a2d-9fed-7942c7a845d6","NCI Thesaurus","Code_133",""
"126","Unknown","C17998","43912594-f87e-4b77-8d0b-bc2e2036d93c","http://www.cdisc.org","Code_134","2023-09-29"
"127","Adverse Event Action Taken with Study Treatment","C83013","0a8c16d0-6130-46a0-9706-dd0a35e752a4","NCI Thesaurus","Code_135",""
"128","Adverse Event Attribution to Product or Procedure","C41358","8fb5aa2c-a0b7-4966-bb84-37b5a280292b","NCI Thesaurus","Code_136",""
"129","Adverse Event Pattern","C83208","19015445-3364-4098-b9df-5425c86dfcf4","NCI Thesaurus","Code_137",""
"130","Unknown","C17998","cadce8fe-e287-4337-b892-f0c366ab79df","http://www.cdisc.org","Code_138","2023-09-29"
"131","Adverse Event Outcome","C49489","a26f383f-e698-4e13-a7be-916f28d44fb3","NCI Thesaurus","Code_139",""
"132","Adverse Event Start Date Time","C83215","e47ea710-ac28-4920-9128-e3284a3e67aa","NCI Thesaurus","Code_140",""
"133","Adverse Event End Date Time","C83201","8ad60d9e-05b2-4654-b36b-96c90568bafb","NCI Thesaurus","Code_141",""
