"instanceType","id","uuid:ID","name","text"
"TransitionRule","TransitionRule_1","844f119a-3424-4a5d-9f8e-f3fe26ab4363","ENCOUNTER_START_RULE_1","Subject identifier"
"TransitionRule","TransitionRule_2","900dd978-10e7-46ba-8e48-42d6c8c2b039","ENCOUNTER_START_RULE_1","completion of screening activities"
"TransitionRule","TransitionRule_3","47299da4-9475-4e36-89c8-3217380ecf70","ENCOUNTER_START_RULE_2","subject leaves clinic after connection of ambulatory ECG machine"
"TransitionRule","TransitionRule_4","10478883-4fed-49c9-a828-52242d089c2f","ENCOUNTER_START_RULE_3","subject has connection of ambulatory ECG machine removed"
"TransitionRule","TransitionRule_5","0fb89611-234a-44e9-90eb-feb8e2725d48","ENCOUNTER_START_RULE_3","Radomized"
"TransitionRule","TransitionRule_6","2fc6aede-26ab-43a3-91ab-f5ddad1953c0","ENCOUNTER_START_RULE_12","End of treatment"
"TransitionRule","TransitionRule_7","846a5cc1-b86f-4c0c-aa10-baf1321015c7","ELEMENT_START_RULE_1","Informed consent"
"TransitionRule","TransitionRule_8","8aea0842-9552-417b-b999-103ce9531a8d","ELEMENT_END_RULE_1","Completion of all screening activities and no more than 2 weeks from informed consent"
"TransitionRule","TransitionRule_9","bfa2afd6-ebaa-4c8d-a880-e017a5473670","ELEMENT_START_RULE_2","Administration of first dose"
"TransitionRule","TransitionRule_14","c59c6c6a-408e-4120-b5e0-abf45e19ef8b","ELEMENT_START_RULE_7","End of last scheduled visit on study (including early termination)"
"TransitionRule","TransitionRule_15","a6abcbf8-232f-485c-81ad-2752dd957f87","ELEMENT_END_RULE_7","Completion of all specified followup activities (which vary on a patient-by-patient basis)"
"TransitionRule","TransitionRule_10","a41c1e3e-4f5b-4a23-a227-268314c9432c","ELEMENT_START_RULE_3","Administration of first dose"
"TransitionRule","TransitionRule_11","3a0c4091-0b6d-4e1d-8c80-b19a2c6199f6","ELEMENT_START_RULE_4","Randomized"
"TransitionRule","TransitionRule_12","690a52fa-42a0-420e-9184-e3c223e2e56c","ELEMENT_START_RULE_5","Administration of first dose (from patches supplied at Visit 4)"
"TransitionRule","TransitionRule_13","ffde48a4-0977-40a8-b73e-77bacd5217be","ELEMENT_START_RULE_6","Administration of first dose (from patches supplied at Visit 12)"
