"instanceType","name","label","id","isEnabled","uuid:ID","isRequired","datatype"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_98","True","38a95a53-322d-4a29-a1d0-7de0223373f9","True","decimal"
"BiomedicalConceptProperty","Unit of Temperature","Unit of Temperature","BiomedicalConceptProperty_99","True","710bddb5-7e19-453d-b789-35c6255239fc","True","string"
"BiomedicalConceptProperty","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty_100","True","406b0767-d6a7-4f20-a371-57e02aa9d08d","True","string"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_101","True","f66d2e8f-bb78-48ef-ab78-7b1b868e7be3","True","decimal"
"BiomedicalConceptProperty","Unit of Weight","Unit of Weight","BiomedicalConceptProperty_102","True","b1578b9d-e81f-4539-89b4-1c71b5295d5d","True","string"
"BiomedicalConceptProperty","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty_103","True","39c9a78d-0efb-4109-8c57-068ed61eb13e","True","decimal"
"BiomedicalConceptProperty","Unit of Height","Unit of Height","BiomedicalConceptProperty_104","True","cea56e43-c1fc-4774-b851-00b9c9542c60","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_105","True","1329145c-bc02-4320-ad6d-d7ac35855f23","True","decimal"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_106","True","f1841746-0307-44be-a159-73e0df3f5de5","True","boolean"
"BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_107","True","f182e84d-b2c3-4c07-a8e9-d32591001490","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_108","True","d163c081-ce7c-4f61-9cef-ee42c41251b2","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_109","True","74343dbb-7808-4afa-96db-2221504a8290","True","string"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_110","True","8496a55f-c8fa-485d-af5e-4ee8608d26a8","True","boolean"
"BiomedicalConceptProperty","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty_111","True","481e1ae7-3cba-4f10-a4aa-dfa6ae5735d9","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_112","True","0a28a0e3-7ff9-4082-b83b-70ea6b267b08","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_113","True","34ba0f22-f50d-40e7-95e4-2b3d38280b67","True","decimal"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_114","True","579516a0-ad06-47eb-980f-f3b53e671488","True","boolean"
"BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_115","True","d963ae9f-b5f3-4f6d-ba0a-dee8b5d1a97f","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_116","True","c5e8bb58-0d0a-4ad7-83f3-26fb8932ac1c","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_117","True","55b7b71f-9df2-4f17-ba87-3009da062701","True","decimal"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_118","True","b639a682-2a1e-4b08-8500-15d16ff6b70b","True","boolean"
"BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_119","True","14b09016-ecc4-4a66-ab60-514bb97f4512","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_120","True","9e6c37b7-1338-4403-93b3-6d81d528aac1","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_121","True","b9c17b6b-6575-459c-acb7-4c1e064ae5a8","True","string"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_122","True","8b767f80-73a3-40d9-bdac-685d61791a1e","True","boolean"
"BiomedicalConceptProperty","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty_123","True","29ba3248-b4c8-45be-8786-d650f69641a5","True","string"
"BiomedicalConceptProperty","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_124","True","9571a454-933b-4b4f-8eec-f54d2221e8e7","True","string"
"BiomedicalConceptProperty","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_125","True","8d6c5a05-1807-463d-a45f-9896f817e1be","True","decimal"
"BiomedicalConceptProperty","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_126","True","e6a7e6fe-958e-496f-b32c-952828e69645","True","boolean"
