"codeSystem","code","uuid:ID","codeSystemVersion","decode","instanceType","id"
"http://www.cdisc.org","C98388","550aa799-7748-40a0-ac58-0d3cb80eebdb","2023-12-15","Interventional Study","Code","Code_1"
"http://www.cdisc.org","C15601","8d0f946a-b7a6-4ea5-873a-62f53bd3538b","2023-12-15","Phase II Trial","Code","Code_2"
"http://www.cdisc.org","C132352","f60ba866-0ad4-42e6-8909-5ddd344757e8","2023-12-15","Sponsor Approval Date","Code","Code_9"
"http://www.cdisc.org","C68846","174eb833-1e39-4a7d-81de-ff334e672b57","2023-12-15","Global","Code","Code_10"
"http://www.cdisc.org","C99904x3","3c33914f-a41d-496f-ab02-7c7d53204979","2023-12-15","IRB/IEC Feedback","Code","Code_72"
"http://www.cdisc.org","C17649","fd4c25ca-486c-4c21-b570-1c1de8049dbe","2023-12-15","Other","Code","Code_73"
"http://www.cdisc.org","C41129","ae923466-465a-49f5-bfcb-c4c4cc7bf5bf","2023-12-15","Region","Code","Code_75"
"ISO 3166 1 alpha3","150","4bdff5fc-664d-4020-bf07-004d459b8c36","2020-08","Europe","Code","Code_74"
"SPONSOR","PHARMA","16f2605e-4fd0-4825-867b-1dacd48c3550","12","Eli Lilly","Code","Code_4"
"http://www.cdisc.org","C70793","7984fe69-a5af-4877-8768-70d8170f49b6","2023-12-15","Clinical Study Sponsor","Code","Code_76"
"ISO 3166 1 alpha3","USA","d9b959d1-5328-41c0-966c-40f16d2651ca","2020-08","United States of America","Code","Code_77"
"http://www.cdisc.org","C93453","3222b629-49a8-4d28-9f56-51064fe9acfc","2023-12-15","Study Registry","Code","Code_78"
"ISO 3166 1 alpha3","USA","b022863e-d70c-4757-abc9-1ed796cbd3d0","2020-08","United States of America","Code","Code_79"
"http://www.cdisc.org","C49656","282689e8-d260-43df-883e-10db183e4a33","2023-12-15","Treatment Study","Code","Code_137"
"http://www.cdisc.org","C49666","f8237334-6952-410a-b753-335150fa0251","2023-12-15","Efficacy Study","Code","Code_138"
"http://www.cdisc.org","C49667","937bb3b4-562c-4248-8d07-85ad39a51f85","2023-12-15","Safety Study","Code","Code_139"
"http://www.cdisc.org","C49663","c5ce46a2-8a61-4fe6-b221-e5bbd543b696","2023-12-15","Pharmacokinetic Study","Code","Code_140"
"SPONSOR","MILD_MOD_ALZ","0c29e016-d6a7-470b-b0f3-600305d7ab58","12","Mild to Moderate Alzheimer's Disease","Code","Code_134"
"SNOMED","26929004","0599d077-81da-46e5-a2a9-10d65c772bce","January 31, 2018","Alzheimer's disease","Code","Code_135"
"http://www.cdisc.org","C99907x1","952e5432-d0e8-4a23-a224-c14ed76c7c45","2023-12-15","EXTENSION","Code","Code_143"
"http://www.cdisc.org","C98704","8e555438-c28b-4e06-ab42-9175a8673540","2023-12-15","ADAPTIVE","Code","Code_144"
"http://www.cdisc.org","C82639","904fc1a6-e926-4edf-abf3-7c50ff0f0136","2023-12-15","Parallel Study","Code","Code_141"
"http://www.cdisc.org","C25716","6b8a6525-8cc0-4ff2-adc8-a22aa7817ba5","2023-12-15","Visit","Code","Code_83"
"http://www.cdisc.org","C51282","803c379f-4722-49eb-9837-94a073200b36","2023-12-15","Clinic","Code","Code_84"
"http://www.cdisc.org","C175574","88c2d3ea-6527-45c9-8162-ff5841bf1c2c","2023-12-15","In Person","Code","Code_85"
"http://www.cdisc.org","C25716","aebb6c55-b879-4e9c-ad13-d5f10cf3b51c","2023-12-15","Visit","Code","Code_86"
"http://www.cdisc.org","C51282","7c5a4d5e-1e31-49e0-9cc7-0238d134e3ca","2023-12-15","Clinic","Code","Code_87"
"http://www.cdisc.org","C175574","e1f0fa61-a036-40e9-8a21-042f0bc1ac28","2023-12-15","In Person","Code","Code_88"
"http://www.cdisc.org","C25716","5e7bdbe5-4ea7-43eb-8ac7-c3cb77d75da7","2023-12-15","Visit","Code","Code_89"
"http://www.cdisc.org","C51282","b5ab6bb0-d5c1-40e2-98e1-1620d9ab476a","2023-12-15","Clinic","Code","Code_90"
"http://www.cdisc.org","C175574","f3559850-616a-4704-84df-c6c890e5ad28","2023-12-15","In Person","Code","Code_91"
"http://www.cdisc.org","C25716","c5c59679-eb02-4aa8-ba06-8a9383c06d76","2023-12-15","Visit","Code","Code_92"
"http://www.cdisc.org","C51282","a5052f02-6b36-4595-9d80-115b454aeaa4","2023-12-15","Clinic","Code","Code_93"
"http://www.cdisc.org","C175574","298b31b2-19dc-4968-a093-286fa97e5d98","2023-12-15","In Person","Code","Code_94"
