"uuid:ID","instanceType","id","name","text"
"ca9d2c81-37a9-4698-a3d3-e8e661a696bd","TransitionRule","TransitionRule_1","ENCOUNTER_START_RULE_1","Subject identifier"
"c14475d6-e233-4c9a-aed1-817b9da2b6ec","TransitionRule","TransitionRule_2","ENCOUNTER_START_RULE_1","completion of screening activities"
"ac25ee73-c2ca-4072-9f62-9f00d8dc193e","TransitionRule","TransitionRule_3","ENCOUNTER_START_RULE_2","subject leaves clinic after connection of ambulatory ECG machine"
"cba468f3-1ebf-4d08-8583-c020c5d22431","TransitionRule","TransitionRule_4","ENCOUNTER_START_RULE_3","subject has connection of ambulatory ECG machine removed"
"0cea59b0-265a-4bc0-ae4f-da5303752345","TransitionRule","TransitionRule_5","ENCOUNTER_START_RULE_3","Radomized"
"cb88f3fc-2ec5-43b1-a3d0-df56b2f6be1e","TransitionRule","TransitionRule_6","ENCOUNTER_START_RULE_12","End of treatment"
"05e1e6b4-f3e7-41a8-b29c-968adc9a0003","TransitionRule","TransitionRule_7","ELEMENT_START_RULE_1","Informed consent"
"98633fb3-f97f-4b7e-9588-88851871c7e8","TransitionRule","TransitionRule_8","ELEMENT_END_RULE_1","Completion of all screening activities and no more than 2 weeks from informed consent"
"1b7ca58d-8230-4af0-b201-edb6cbeb0f3f","TransitionRule","TransitionRule_9","ELEMENT_START_RULE_2","Administration of first dose"
"86ac68b8-e230-4277-8d00-80c424ec912f","TransitionRule","TransitionRule_14","ELEMENT_START_RULE_7","End of last scheduled visit on study (including early termination)"
"04ca4cf9-e0bb-4bd2-beb3-43f2dfeb2129","TransitionRule","TransitionRule_15","ELEMENT_END_RULE_7","Completion of all specified followup activities (which vary on a patient-by-patient basis)"
"bbfc2a5c-a23e-4109-8ab4-1b6a427360f9","TransitionRule","TransitionRule_10","ELEMENT_START_RULE_3","Administration of first dose"
"9862f29d-11b0-4840-bb45-2982867ea918","TransitionRule","TransitionRule_11","ELEMENT_START_RULE_4","Randomized"
"e72adf5d-3548-49f2-813c-b03984c76f55","TransitionRule","TransitionRule_12","ELEMENT_START_RULE_5","Administration of first dose (from patches supplied at Visit 4)"
"e86e4d3b-06e5-4e4a-91ed-171b8dbe2d74","TransitionRule","TransitionRule_13","ELEMENT_START_RULE_6","Administration of first dose (from patches supplied at Visit 12)"
