"reference","label","synonyms","uuid:ID","instanceType","id","name"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","Body Temperature","['Temperature']","2535f7d9-7b1f-4388-9ea3-26631214eaa3","BiomedicalConcept","BiomedicalConcept_20","Body Temperature"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","Body Weight","['Weight']","8ffbe87a-5491-4545-834d-b0f92a1cc827","BiomedicalConcept","BiomedicalConcept_21","Body Weight"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","Body Height","['Height']","e26f7e40-5226-4239-b3d2-3737d4bf2742","BiomedicalConcept","BiomedicalConcept_22","Body Height"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","Alanine Aminotransferase Measurement","['ALT', 'SGPT']","9a4c420f-ac7c-4c92-b988-5d87862bc288","BiomedicalConcept","BiomedicalConcept_23","Alanine Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","Albumin Measurement","['Albumin']","d83023e2-acd0-4b5c-b4f0-f2832d77ec84","BiomedicalConcept","BiomedicalConcept_24","Albumin Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","Alkaline Phosphatase Measurement","['Alkaline Phosphatase']","03bdd1f4-b182-4937-8681-6f790ea35cb0","BiomedicalConcept","BiomedicalConcept_25","Alkaline Phosphatase Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","Aspartate Aminotransferase Measurement","['AST', 'SGOT']","52edb577-6c55-4f3e-8a41-a893ceeaf638","BiomedicalConcept","BiomedicalConcept_26","Aspartate Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","Creatinine Measurement","['Creatinine']","74fdc165-00d5-4873-896c-b188e41d1c38","BiomedicalConcept","BiomedicalConcept_27","Creatinine Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","Potassium Measurement","['Potassium', 'K']","01227b44-6808-424c-9da2-5b7302b7cc1a","BiomedicalConcept","BiomedicalConcept_28","Potassium Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","Sodium Measurement","['Sodium', 'NA']","385d7622-0c38-4663-a624-01aa03c21f61","BiomedicalConcept","BiomedicalConcept_29","Sodium Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","Adverse Event","['Adverse Event Reported Term', 'AETERM']","458901d3-70e0-45e2-9db6-84d3237431d6","BiomedicalConcept","BiomedicalConcept_1","Adverse Event"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","Systolic Blood Pressure","['SYSBP']","4525b92b-7832-41ed-a6b9-f63cbdf1d9f3","BiomedicalConcept","BiomedicalConcept_2","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","Diastolic Blood Pressure","['DIABP']","982b86ad-2027-402f-bfd3-b2712964e8c7","BiomedicalConcept","BiomedicalConcept_3","Diastolic Blood Pressure"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","Body Temperature","['Temperature']","44985114-1264-4c0b-978a-228966d73f25","BiomedicalConcept","BiomedicalConcept_4","Body Temperature"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","Body Weight","['Weight']","f561336c-7af3-44ea-af6e-9baf3e76a85d","BiomedicalConcept","BiomedicalConcept_5","Body Weight"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","Body Height","['Height']","5d325591-616f-4d38-99e5-faef7b1a066d","BiomedicalConcept","BiomedicalConcept_6","Body Height"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","Alanine Aminotransferase Measurement","['ALT', 'SGPT']","f3eb8add-0aac-47f5-b765-f4031a2f7a8b","BiomedicalConcept","BiomedicalConcept_7","Alanine Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","Albumin Measurement","['Albumin']","7bbacdbf-7834-4c4f-a75e-b6ae93551a58","BiomedicalConcept","BiomedicalConcept_8","Albumin Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","Alkaline Phosphatase Measurement","['Alkaline Phosphatase']","ee6923d9-0d0c-4d39-a215-02fecf532553","BiomedicalConcept","BiomedicalConcept_9","Alkaline Phosphatase Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","Aspartate Aminotransferase Measurement","['AST', 'SGOT']","dc28b85b-5ad8-44d4-b343-7b77a5354b2f","BiomedicalConcept","BiomedicalConcept_10","Aspartate Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","Creatinine Measurement","['Creatinine']","add46260-d699-4f10-9dee-38f52d60dee0","BiomedicalConcept","BiomedicalConcept_11","Creatinine Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","Potassium Measurement","['Potassium', 'K']","cfc5d922-d96c-4f7d-872b-ee06bbeb3aa4","BiomedicalConcept","BiomedicalConcept_12","Potassium Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","Sodium Measurement","['Sodium', 'NA']","de962c72-ae38-42c8-8738-447710c16e1c","BiomedicalConcept","BiomedicalConcept_13","Sodium Measurement"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","Systolic Blood Pressure","['SYSBP']","d5af1fc1-0ab6-47f1-b168-e1990a162212","BiomedicalConcept","BiomedicalConcept_14","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","Diastolic Blood Pressure","['DIABP']","55fb21cf-7143-4de3-8820-abfaa1b94003","BiomedicalConcept","BiomedicalConcept_15","Diastolic Blood Pressure"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","Heart Rate","","fcb9e5ab-896b-4d35-8e34-c5b46a1ea4e3","BiomedicalConcept","BiomedicalConcept_16","Heart Rate"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","Systolic Blood Pressure","['SYSBP']","cc6f9e40-17df-4ff6-b97f-2e87e57e66c0","BiomedicalConcept","BiomedicalConcept_17","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","Diastolic Blood Pressure","['DIABP']","8d89564d-8706-4a0d-a2a8-cab2772d2bca","BiomedicalConcept","BiomedicalConcept_18","Diastolic Blood Pressure"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","Heart Rate","","8e8551d2-33c1-4ddb-bf38-a007e4e33519","BiomedicalConcept","BiomedicalConcept_19","Heart Rate"
