"id:ID","id","name","uuid","sectionNumber","text","sectionTitle"
"822","NarrativeContent_1","ROOT","3dfbe49c-a14d-4f66-9fd4-69c708692fcd","0","","Root"
"823","NarrativeContent_2","SECTION 0","37c3979a-e6c0-4c02-9045-2f28c3893f8f","0","<div><usdm:section name=""M11-title-page""></div>","TITLE PAGE"
"824","NarrativeContent_3","SECTION 1","8ff49186-bfff-4a93-a9ee-3704b85840ae","1","<div></div>","PROTOCOL SUMMARY"
"825","NarrativeContent_4","SECTION 1.1","6c9b0390-35d4-46ae-85f4-cc71482ef00a","1.1","<div></div>","Protocol Synopsis"
"826","NarrativeContent_5","SECTION 1.2","9326e971-bf11-46db-b496-cb441a835a8e","1.2","<div></div>","Trial Schema"
"827","NarrativeContent_6","SECTION 1.3","eea5f649-5842-4eb8-b2e6-ce60da48d167","1.3","<div></div>","Schedule of Activities"
"828","NarrativeContent_7","SECTION 2","ff936dcc-b70a-4b36-a689-f8092d4a7add","2","<div></div>","INTRODUCTION"
"829","NarrativeContent_8","SECTION 2.1","523c7719-c3f4-486c-8022-57bbc8f6aadb","2.1","<div></div>","Purpose of Trial"
"830","NarrativeContent_9","SECTION 2.2","dc527a9b-3fa3-44bd-b03d-6a7ea03e8763","2.2","<div></div>","Summary of Benefits and Risks"
"831","NarrativeContent_10","SECTION 3","9a779af6-e251-4130-8e92-6149c81a8e6f","3","<div></div>","TRIAL OBJECTIVES, ENDPOINTS AND ESTIMANDS"
"832","NarrativeContent_11","SECTION 3.1","993eb347-96c7-4626-a407-a4c607636b67","3.1","<div><usdm:section name=""M11-objective-endpoints""></div>","Primary Objectives"
"833","NarrativeContent_12","SECTION 4","a74e26e6-a2fc-46be-aada-af847c47ab33","4","<div></div>","TRIAL DESIGN"
"834","NarrativeContent_13","SECTION 4.1","38ab80bb-19f3-4ad5-adff-14be5bc0198b","4.1","<div></div>","Description of Trial Design"
"835","NarrativeContent_14","SECTION 4.1.1","1af86855-135b-49ab-b258-537885106727","4.1.1","<div></div>","Participant Input into Design"
"836","NarrativeContent_15","SECTION 4.2","f869c87a-e1e0-4806-b851-73e74885543c","4.2","<div><p>Previous studies of the oral formulation have shown that xanomeline tartrate may improve behavior and cognition. Effects on behavior are manifest within 2 to 4 weeks of initiation of treatment. The same studies have shown that 8 to 12 weeks are required to demonstrate effects on cognition and clinical global assessment. This study is intended to determine the acute and chronic effects of the TTS formulation in AD; for that reason, the study is of 26 weeks duration. Dosage specification has been made on the basis of tolerance to the xanomeline TTS in a clinical pharmacology study (H2Q-EW-LKAA), and target plasma levels as determined in studies of the oral formulation of xanomeline (H2Q-MC-LZZA).</p></div>","Rationale for Trial Design"
"837","NarrativeContent_16","SECTION 4.2.1","49e94dff-96ae-4614-ba66-1c965b73d17e","4.2.1","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","Rationale for Comparator"
"838","NarrativeContent_17","SECTION 4.2.2","c4b73085-1048-4626-b901-e682c0f7fc9a","4.2.2","<div></div>","Rationale for Adaptive or Novel Trial Design"
"839","NarrativeContent_18","SECTION 4.2.3","53721b90-f2c0-42db-89da-ccf05f87ed9a","4.2.3","<div></div>","Other Trial Design Considerations"
"840","NarrativeContent_19","SECTION 4.3","ae5f9485-0113-421e-8ff8-e1de864eb2b7","4.3","<div></div>","Access to Trial Intervention After End of Trial"
"841","NarrativeContent_20","SECTION 4.4","03d042be-e08f-4478-b159-6d566008d31b","4.4","<div></div>","Start of Trial and End of Trial"
"842","NarrativeContent_21","SECTION 5","58e94bfc-2500-4780-b36e-6a77f0fd39ad","5","<div></div>","TRIAL POPULATION"
"843","NarrativeContent_22","SECTION 5.1","2cd98bf2-228b-4688-b053-3b7a244ce92a","5.1","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","Selection of Trial Population"
"844","NarrativeContent_23","SECTION 5.2","70456fb5-185c-4ce0-911a-7608eb6dc9ad","5.2","<div></div>","Rationale for Trial Population"
"845","NarrativeContent_24","SECTION 5.3","b7fb456f-0429-42e4-9f5e-348bf73a41b9","5.3","<div><usdm:section name=""M11-inclusion""></div>","Inclusion Criteria"
"846","NarrativeContent_25","SECTION 5.4","d4a9158e-7de7-49db-a2c2-987154448e98","5.4","<div><usdm:section name=""M11-exclusion""></div>","Exclusion Criteria"
"847","NarrativeContent_26","SECTION 5.5","c4a0226f-14a1-4225-a759-f632e107c510","5.5","<div></div>","Lifestyle Considerations"
"848","NarrativeContent_27","SECTION 5.5.1","ae2ff1b6-6504-417e-ba33-619f14e17771","5.5.1","<div></div>","Meals and Dietary Restrictions"
"849","NarrativeContent_28","SECTION 5.5.2","34c1ffac-6485-4b4f-8c13-d7f54b9a17bb","5.5.2","<div><p>Not applicable</p></div>","Caffeine, Alcohol, Tobacco, and Other Habits"
"850","NarrativeContent_29","SECTION 5.5.3","9033b183-5ec4-4e0f-8196-091e6f2e7386","5.5.3","<div></div>","Physical Activity"
"851","NarrativeContent_30","SECTION 5.5.4","bed4f79b-e300-4738-8427-70fa2682fc71","5.5.4","<div></div>","Other Activity"
"852","NarrativeContent_31","SECTION 5.6","f81fa45d-a369-4c19-bafc-e6e901449333","5.6","<div></div>","Screen Failures"
"853","NarrativeContent_32","SECTION 6","3b9dd86f-3a20-4349-9ea2-6830588f1594","6","<div></div>","TRIAL INTERVENTION AND CONCOMITANT THERAPY"
"854","NarrativeContent_33","SECTION 6.1","4cdecd06-7f09-413c-8828-6045eefe2348","6.1","<div></div>","Description of Trial Intervention"
"855","NarrativeContent_34","SECTION 6.2","58cff846-1df5-400c-90f0-0c576faf0931","6.2","<div></div>","Rationale for Trial Intervention"
"856","NarrativeContent_35","SECTION 6.3","8a27f129-49e4-43da-92c4-e37894e5f6f5","6.3","<div></div>","Dosing and Administration"
"857","NarrativeContent_36","SECTION 6.3.1","f478512c-ee10-4184-8a4c-84f57411950d","6.3.1","<div></div>","Trial Intervention Dose Modification"
"858","NarrativeContent_37","SECTION 6.4","a12f8300-9b8b-43f6-bdb3-4936e3652be5","6.4","<div></div>","Treatment of Overdose"
"859","NarrativeContent_38","SECTION 6.5","b1d874a0-f34d-41ec-933a-8967febd11cd","6.5","<div></div>","Preparation, Handling, Storage and Accountability"
"860","NarrativeContent_39","SECTION 6.5.1","137f67e4-4069-4a6a-8d77-8cb241a87804","6.5.1","<div></div>","Preparation of Trial Intervention"
"861","NarrativeContent_40","SECTION 6.5.2","b7ebb5ac-dcf6-44ae-8e79-fd44a0bd1791","6.5.2","<div></div>","Handling and Storage of Trial Intervention"
"862","NarrativeContent_41","SECTION 6.5.3","22c0bf52-3357-4be9-a91c-0d6bacf6ac4f","6.5.3","<div></div>","Accountability of Trial Intervention"
"863","NarrativeContent_42","SECTION 6.6","1e320aa6-4d97-4dd9-8845-1f1dd640b874","6.6","<div></div>","Participant Assignment, Randomisation and Blinding"
"864","NarrativeContent_43","SECTION 6.6.1","09c5541c-31bb-4fc6-86da-5b04453416cb","6.6.1","<div></div>","Participant Assignment"
"865","NarrativeContent_44","SECTION 6.6.2","df18143c-878e-45f7-aa9a-6fcf9d47b9d6","6.6.2","<div></div>","Randomisation"
"866","NarrativeContent_45","SECTION 6.6.3","60a84781-c28e-450e-af53-3aa757fef1b3","6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","Blinding and Unblinding"
"867","NarrativeContent_46","SECTION 6.7","6696be51-4536-4d3c-868b-3d0b1a1b2fa3","6.7","<div></div>","Trial Intervention Compliance"
"868","NarrativeContent_47","SECTION 6.8","985298f8-0922-45ea-bc43-bcba5a97ff96","6.8","<div></div>","Concomitant Therapy"
"869","NarrativeContent_48","SECTION 6.8.1","06bed3be-8850-49ad-bd84-5c649ddd484d","6.8.1","<div></div>","Prohibited Concomitant Therapy"
"870","NarrativeContent_49","SECTION 6.8.2","c52ba5dd-d2d4-43fc-8981-bd9b148e3255","6.8.2","<div></div>","Permitted Concomitant Therapy"
"871","NarrativeContent_50","SECTION 6.8.3","bd8db662-45bf-4303-99d6-803094bf3fa0","6.8.3","<div></div>","Rescue Therapy"
"872","NarrativeContent_51","SECTION 6.8.4","37b62eb7-f0d8-456a-a349-7dc66cc6c712","6.8.4","<div></div>","Other Therapy"
"873","NarrativeContent_52","SECTION 7","3c6d5b7e-5f93-41eb-950c-22483d0b0c28","7","<div></div>","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL"
"874","NarrativeContent_53","SECTION 7.1","40a50491-8d98-40da-b8e4-795646a4cecd","7.1","<div></div>","Discontinuation of Trial Intervention"
"875","NarrativeContent_54","SECTION 7.1.1","e6636bd8-f1c0-4b58-baf7-5a7cae8295d3","7.1.1","<div></div>","Criteria for Permanent Discontinuation of Trial Intervention"
"876","NarrativeContent_55","SECTION 7.1.2","ea03e822-692d-473c-a02f-4021e0aca229","7.1.2","<div></div>","Temporary Discontinuation or Interruption of Trial Intervention"
"877","NarrativeContent_56","SECTION 7.1.3","fa4220de-6dde-410c-90f9-b2a66ad4b534","7.1.3","<div></div>","Rechallenge"
"878","NarrativeContent_57","SECTION 7.2","97cfe393-3e7b-478d-b6df-939563532e25","7.2","<div></div>","Participant Withdrawal from the Trial"
"879","NarrativeContent_58","SECTION 7.3","70285c91-8295-436e-8a4b-d41080d4585a","7.3","<div></div>","Lost to Follow-Up"
"880","NarrativeContent_59","SECTION 7.4","16dda47e-ca67-4359-ae1b-d26fbbbb2210","7.4","<div></div>","Trial Stopping Rules"
"881","NarrativeContent_60","SECTION 8","da1423fa-780d-45d1-bab8-da26bbece68c","8","<div></div>","TRIAL ASSESSMENTS AND PROCEDURES"
"882","NarrativeContent_61","SECTION 8.1","918afc98-d83c-4ced-80ce-c3d2e29286dd","8.1","<div></div>","Screening/Baseline Assessments and Procedures"
