"codeSystemVersion","code","decode","instanceType","codeSystem","uuid:ID","id"
"2023-09-29","C98388","Interventional Study","Code","http://www.cdisc.org","b2e30222-d88a-4f68-95a8-690f5d5fc018","Code_1"
"2023-09-29","C15601","Phase II Trial","Code","http://www.cdisc.org","ce271504-af3a-4f3f-8ad4-e689dabdb1e0","Code_2"
"2023-09-29","C132352","Sponsor Approval Date","Code","http://www.cdisc.org","bda4c78f-26d8-4bb8-b990-544e392d1600","Code_9"
"2023-09-29","C68846","Global","Code","http://www.cdisc.org","402a600e-f49d-424f-83f2-2e4cf6d08456","Code_10"
"2023-09-29","C99904x3","IRB/IEC Feedback","Code","http://www.cdisc.org","3c323645-1ff1-4301-88c4-08ad3b1afa56","Code_72"
"2023-09-29","C17649","Other","Code","http://www.cdisc.org","7ad21845-c507-4bba-8d01-580dac2ffcff","Code_73"
"2023-09-29","C41129","Region","Code","http://www.cdisc.org","4280108f-7906-40a6-b0dc-fc420acf04de","Code_75"
"2020-08","150","Europe","Code","ISO 3166 1 alpha3","1b8f85ec-6324-4bb6-8e48-5f06a13c7571","Code_74"
"12","PHARMA","Eli Lilly","Code","SPONSOR","57e8f10b-ef4b-45df-8304-d7c97cc88ce3","Code_4"
"2023-09-29","C70793","Clinical Study Sponsor","Code","http://www.cdisc.org","275aeab8-ff4e-42dc-824e-5a3f013d4d55","Code_76"
"2020-08","DNK","Denmark","Code","ISO 3166 1 alpha3","2c1cca73-4043-4b27-a268-3817033bcbce","Code_77"
"2023-09-29","C93453","Study Registry","Code","http://www.cdisc.org","b1c4498c-6170-458a-bf53-075498d7c9ad","Code_78"
"2023-09-29","C49656","Treatment Study","Code","http://www.cdisc.org","76772500-063e-46bb-8865-f96b200ee1cb","Code_136"
"2023-09-29","C49666","Efficacy Study","Code","http://www.cdisc.org","195d695f-3f22-4b75-99fd-35d007389e66","Code_137"
"2023-09-29","C49667","Safety Study","Code","http://www.cdisc.org","9ebd13b4-bbf3-45a0-b7db-ecde0e37af47","Code_138"
"2023-09-29","C49663","Pharmacokinetic Study","Code","http://www.cdisc.org","e5520aae-293c-4be7-b540-8c92c562ffb2","Code_139"
"12","MILD_MOD_ALZ","Mild to Moderate Alzheimer's Disease","Code","SPONSOR","6d24e4e1-2db5-4e00-b4fd-bee3e2080abc","Code_133"
"January 31, 2018","26929004","Alzheimer's disease","Code","SNOMED","cc8f14d5-0140-4cc4-869a-61965fa8755e","Code_134"
"2023-09-29","C99907x1","EXTENSION","Code","http://www.cdisc.org","539b4225-2420-4fac-b740-59f14ebc5a95","Code_142"
"2023-09-29","C98704","ADAPTIVE","Code","http://www.cdisc.org","bf32f41d-810a-4fd1-8105-497ed407c85d","Code_143"
"2023-09-29","C82639","Parallel Study","Code","http://www.cdisc.org","ea280b6c-238c-4a0a-bdab-6cd8ed249df5","Code_140"
"2023-09-29","C25716","Visit","Code","http://www.cdisc.org","18232732-752e-4687-9f0c-e307633f6346","Code_82"
"2023-09-29","C51282","Clinic","Code","http://www.cdisc.org","ee5a61c6-cda2-43eb-9b50-31dfe5aab0c0","Code_83"
"2023-09-29","C175574","In Person","Code","http://www.cdisc.org","54fca9b6-d6d4-46f4-9c68-44c44ed9f4fe","Code_84"
"2023-09-29","C25716","Visit","Code","http://www.cdisc.org","a2eead23-bab1-4e69-b000-dd4ca8cb2c8b","Code_85"
"2023-09-29","C51282","Clinic","Code","http://www.cdisc.org","f83ed44f-d3a5-4dee-80d3-d61916b4d23b","Code_86"
"2023-09-29","C175574","In Person","Code","http://www.cdisc.org","a8124b5c-d449-4351-9e65-9065caac525a","Code_87"
"2023-09-29","C25716","Visit","Code","http://www.cdisc.org","6a0fb2e3-bca3-4891-8449-3fe5299a5e24","Code_88"
"2023-09-29","C51282","Clinic","Code","http://www.cdisc.org","40359b57-8e82-44a0-af99-e491e4c3f755","Code_89"
"2023-09-29","C175574","In Person","Code","http://www.cdisc.org","ee2c659d-c111-45f5-80ac-329205b783e5","Code_90"
"2023-09-29","C25716","Visit","Code","http://www.cdisc.org","256d4c5e-bf3c-4ac0-9eee-afc4fbc8bf42","Code_91"
"2023-09-29","C51282","Clinic","Code","http://www.cdisc.org","92d0b506-bc31-4ec3-b8b3-36325efa58af","Code_92"
"2023-09-29","C175574","In Person","Code","http://www.cdisc.org","dbce78db-b478-40fe-b7ff-c2c8c514632b","Code_93"
"2023-09-29","C25716","Visit","Code","http://www.cdisc.org","e04d7814-8bcc-4fd1-ad6e-5e59064b5478","Code_94"
"2023-09-29","C51282","Clinic","Code","http://www.cdisc.org","52b45583-cebd-457e-8285-5f7eaa1d2327","Code_95"
"2023-09-29","C175574","In Person","Code","http://www.cdisc.org","b00b9590-d2c4-4ad7-8212-c1fef4429a95","Code_96"
"2023-09-29","C25716","Visit","Code","http://www.cdisc.org","0ba0ffb8-839f-40dc-aaa5-33b71917b3ea","Code_97"
"2023-09-29","C51282","Clinic","Code","http://www.cdisc.org","b0de7b26-19c2-463c-b6f8-13a15b0715c2","Code_98"
"2023-09-29","C175574","In Person","Code","http://www.cdisc.org","b996a298-fee4-4727-9a2d-ad0f3b042e6f","Code_99"
"2023-09-29","C25716","Visit","Code","http://www.cdisc.org","c79a672d-feea-489e-8e4c-8fae8469b278","Code_100"
"2023-09-29","C51282","Clinic","Code","http://www.cdisc.org","9d67277b-e7c1-4ed7-97d2-83fe52e052ae","Code_101"
"2023-09-29","C175574","In Person","Code","http://www.cdisc.org","3bd49982-0ce8-4ef1-81fc-abf74706fa9f","Code_102"
"2023-09-29","C171537","Telephone Call","Code","http://www.cdisc.org","029369f9-c742-4388-8612-74e6c997d85f","Code_103"
"2023-09-29","C25716","Visit","Code","http://www.cdisc.org","f0610686-84d0-4a89-9601-5007029f64e9","Code_104"
"2023-09-29","C51282","Clinic","Code","http://www.cdisc.org","ed088e29-8f1a-4ec2-9a8b-35a8f369252d","Code_105"
"2023-09-29","C175574","In Person","Code","http://www.cdisc.org","b3045432-e03c-465b-bc18-adb2601883c2","Code_106"
"2023-09-29","C171537","Telephone Call","Code","http://www.cdisc.org","113ed031-3c41-4b60-b5ad-6a6d6f21eaa4","Code_107"
"2023-09-29","C25716","Visit","Code","http://www.cdisc.org","b84326d3-bfe5-4cc5-ad4a-7d390a8aa425","Code_108"
"2023-09-29","C51282","Clinic","Code","http://www.cdisc.org","ffa8d757-b36a-483c-8a2f-dea178646615","Code_109"
"2023-09-29","C175574","In Person","Code","http://www.cdisc.org","8606f365-6622-4e97-9b32-799c37088006","Code_110"
"2023-09-29","C171537","Telephone Call","Code","http://www.cdisc.org","17d16b23-bba4-4381-b206-3b8078fb7634","Code_111"
"2023-09-29","C25716","Visit","Code","http://www.cdisc.org","5d5c1bd4-6222-42ee-9ff9-abc0309e7404","Code_112"
"2023-09-29","C51282","Clinic","Code","http://www.cdisc.org","f8f1dd38-ea03-4cba-9d10-08f351663e33","Code_113"
"2023-09-29","C175574","In Person","Code","http://www.cdisc.org","cee685b2-d08c-4776-97d5-2e907bc9bd85","Code_114"
"2023-09-29","C171537","Telephone Call","Code","http://www.cdisc.org","7c09fae9-ee9a-46e9-aa80-c23c971d2b57","Code_115"
"2023-09-29","C25716","Visit","Code","http://www.cdisc.org","af6a4fab-fc6d-453c-b867-7424df5f38cd","Code_116"
"2023-09-29","C51282","Clinic","Code","http://www.cdisc.org","26a836f8-5db1-413c-a03a-708f1275bf0e","Code_117"
"2023-09-29","C175574","In Person","Code","http://www.cdisc.org","39309ae3-5ca0-486e-9014-7de2ed70e817","Code_118"
"2023-09-29","C25716","Visit","Code","http://www.cdisc.org","b41886e3-024e-4f1a-b3c2-50051cdddfb5","Code_119"
"2023-09-29","C51282","Clinic","Code","http://www.cdisc.org","f9cf9607-004d-417f-bcbf-aa8770f0248e","Code_120"
"2023-09-29","C175574","In Person","Code","http://www.cdisc.org","2fde228d-8933-49a0-b04d-e6544a5e918e","Code_121"
"January 31, 2018","383371000119108","CT of head without contrast","Code","SNOMED","86f67f37-7b59-4cea-877c-0b378c4e637e","Code_79"
"12","123","Subject Supine","Code","SPONSOR","5bcb6ad7-4d93-4358-bd95-f2ca62cff393","Code_80"
"12","124","Subject Standing","Code","SPONSOR","2f0b9955-414f-47d2-a1b9-cf9deeb0eb5f","Code_81"
"","C173522","Vital Signs Result","Code","NCI Thesaurus","81dd1616-eeec-4c68-b76b-be07723b5e9f","Code_278"
"2023-09-29","C42537","Kelvin","Code","http://www.cdisc.org","84d3a7dc-afd6-4508-a86b-061331f43dd2","Code_279"
"","C44276","Unit of Temperature","Code","NCI Thesaurus","d5ad0d30-d2ed-4e0a-81b5-bf01843d7a13","Code_280"
"","C83088","Vital Signs Location","Code","NCI Thesaurus","7608c58c-ee8e-450c-8d1e-a7d14c076cc0","Code_281"
"","C174446","Body Temperature","Code","NCI Thesaurus","e8fafd2f-295f-4cfe-a6eb-fb940e41ba9a","Code_277"
"","C173522","Vital Signs Result","Code","NCI Thesaurus","b7a3733b-bbae-4295-8cd4-cad468c68fcd","Code_283"
"2023-09-29","C28252","Kilogram","Code","http://www.cdisc.org","12e8c93f-b0e0-4549-88b3-b759d5bd8ca7","Code_284"
"2023-09-29","C48155","Gram","Code","http://www.cdisc.org","7d1e83db-56a3-4f3e-81fb-9e6db4efd64d","Code_285"
"2023-09-29","C48531","Pound","Code","http://www.cdisc.org","4d8e3770-a00e-479b-bb12-554408785863","Code_286"
"","C48208","Unit of Weight","Code","NCI Thesaurus","efadcc0f-19f5-403f-a8f8-169cb70b5f43","Code_287"
"","C81328","Body Weight","Code","NCI Thesaurus","69f4e0ef-9d32-49a7-9eab-4ab538c0e1d5","Code_282"
"","C173522","Vital Signs Result","Code","NCI Thesaurus","e178392b-113e-4a9b-8e50-69daf14acdd0","Code_289"
"2023-09-29","C49668","Centimeter","Code","http://www.cdisc.org","89be9044-6ecb-45ae-a862-2dd58dac503a","Code_290"
