"codeSystem","decode","codeSystemVersion","uuid:ID","id","code"
"http://www.cdisc.org","Interventional Study","2023-09-29","2b769963-47e4-4f83-b0c9-6dbda96552d1","Code_1","C98388"
"http://www.cdisc.org","Phase II Trial","2023-09-29","3c688485-a557-4507-97e9-94feedaf02fc","Code_2","C15601"
"http://www.cdisc.org","Sponsor Approval Date","2023-09-29","0a40d873-d4d3-41fa-a097-b45f13f00692","Code_5","C132352"
"http://www.cdisc.org","Global","2023-09-29","1d940385-3aa9-49a7-ab5a-e8482a1d849b","Code_6","C68846"
"http://www.cdisc.org","IRB/IEC Feedback","2023-09-29","f5855874-052d-4dd6-80fb-910e0aabb289","Code_65","C99904x3"
"http://www.cdisc.org","Other","2023-09-29","db2ea929-efcc-44d1-8135-2bcdd7b047ea","Code_66","C17649"
"http://www.cdisc.org","Region","2023-09-29","86baf9c4-87c4-4fa3-9169-441e90095d76","Code_68","C41129"
"ISO 3166 1 alpha3","Europe","2020-08","4795de2a-2632-4cd2-8c83-dab40ccd1c50","Code_67","150"
"SPONSOR","Eli Lilly","12","db4ba163-e8e6-43e9-892a-39a96037a593","Code_3","PHARMA"
"http://www.cdisc.org","Clinical Study Sponsor","2023-09-29","57494b27-f551-4895-a26b-4b0112f82b66","Code_69","C70793"
"ISO 3166 1 alpha3","United States of America","2020-08","1b5c501e-4f8f-401b-9149-5b0923cc6a5b","Code_70","USA"
"http://www.cdisc.org","Study Registry","2023-09-29","ca66e1b2-8f16-4709-aa9d-437ef5379f6a","Code_71","C93453"
"http://www.cdisc.org","Treatment Study","2023-09-29","bad3fdc5-6776-4a9e-aaf8-39638ec38b3e","Code_129","C49656"
"http://www.cdisc.org","Efficacy Study","2023-09-29","b81407ee-1ecd-40cb-96b2-106ff8ec780b","Code_130","C49666"
"http://www.cdisc.org","Safety Study","2023-09-29","5aa9f707-ccfc-4b26-a45d-087911accb65","Code_131","C49667"
"http://www.cdisc.org","Pharmacokinetic Study","2023-09-29","af6c4b71-4f0d-470c-99e1-cffad3b5d877","Code_132","C49663"
"SPONSOR","Mild to Moderate Alzheimer\'s Disease","12","02d7c7ed-e87c-4a82-8741-91582c25dfac","Code_126","MILD_MOD_ALZ"
"SNOMED","Alzheimer\'s disease","January 31, 2018","d543aca9-3657-4816-8ce1-ba65750ab4a9","Code_127","26929004"
"http://www.cdisc.org","Parallel Study","2023-09-29","b5e07b51-6e52-4254-bacb-ee590860ffc0","Code_133","C82639"
"http://www.cdisc.org","Visit","2023-09-29","3ef9905f-2cf7-4c47-aa03-94b430904da3","Code_75","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","12e5aa63-bb82-4643-b3d6-f1842a34b0cd","Code_76","C51282"
"http://www.cdisc.org","In Person","2023-09-29","ce6f7c0e-35d0-412e-b3fd-e2c0bde167df","Code_77","C175574"
"http://www.cdisc.org","Visit","2023-09-29","6127a551-03f9-4947-8004-63f29f478339","Code_78","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","4f4e8d19-cc32-49c5-9e81-ce0293cbd41c","Code_79","C51282"
"http://www.cdisc.org","In Person","2023-09-29","217f4d2c-7c83-4019-96bf-fa22ff773af6","Code_80","C175574"
"http://www.cdisc.org","Visit","2023-09-29","204c03e9-102e-42ee-a5f1-1eba87f57a21","Code_81","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","f3c819cc-1993-48d9-94b5-80cf2f7b5af6","Code_82","C51282"
"http://www.cdisc.org","In Person","2023-09-29","9bf46e7f-8cfd-4fcf-8a7e-ad8684e97676","Code_83","C175574"
"http://www.cdisc.org","Visit","2023-09-29","22aa5f0c-ace9-4bbd-821c-944fad77cf7c","Code_84","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","dc641416-ac2b-4395-8605-34bc49dab33c","Code_85","C51282"
"http://www.cdisc.org","In Person","2023-09-29","c9d62cdd-ae59-4c86-8b4c-c63a478592d3","Code_86","C175574"
"http://www.cdisc.org","Visit","2023-09-29","91b06d57-6fcc-446d-b2c4-6acf7513aca9","Code_87","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","8579c0ce-cb8f-4ce2-aeb4-6f85c4430a21","Code_88","C51282"
"http://www.cdisc.org","In Person","2023-09-29","57af323a-2f00-4b51-a26c-ef3db3306231","Code_89","C175574"
"http://www.cdisc.org","Visit","2023-09-29","ea661da8-cb65-4d98-b32b-897b31241b72","Code_90","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","e432fe33-59a5-40ce-9593-e47f2bdd37d8","Code_91","C51282"
"http://www.cdisc.org","In Person","2023-09-29","dbb84132-bc28-44d7-a022-60914ef83629","Code_92","C175574"
"http://www.cdisc.org","Visit","2023-09-29","7958bf20-bacd-4d20-895c-221632446526","Code_93","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","f5268311-de90-4bc7-b13e-390a3496e662","Code_94","C51282"
"http://www.cdisc.org","In Person","2023-09-29","93fe5659-4292-4f16-a369-aea41d735c61","Code_95","C175574"
"http://www.cdisc.org","Telephone Call","2023-09-29","42cc02d8-3390-46d0-a94f-701c21033f98","Code_96","C171537"
"http://www.cdisc.org","Visit","2023-09-29","ada8af4d-4277-453e-863c-1a13e61a87e0","Code_97","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","f2931216-2273-4c9b-a92c-8fd56e9f94e9","Code_98","C51282"
"http://www.cdisc.org","In Person","2023-09-29","c24b0bc2-f124-4299-b2bf-0daeeab4fe4f","Code_99","C175574"
"http://www.cdisc.org","Telephone Call","2023-09-29","6ffb0493-9234-4444-a216-fd35f18bb9ef","Code_100","C171537"
"http://www.cdisc.org","Visit","2023-09-29","85ea6c3c-c124-4307-85a3-0e55c34bc053","Code_101","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","65885591-fabe-41c8-8781-b4c407e1f7a5","Code_102","C51282"
"http://www.cdisc.org","In Person","2023-09-29","8b77f663-e8b6-4929-bbe6-475413b87a97","Code_103","C175574"
"http://www.cdisc.org","Telephone Call","2023-09-29","18fb4605-8e1a-4b86-a3d4-a8de5911251d","Code_104","C171537"
"http://www.cdisc.org","Visit","2023-09-29","411ea978-b0cd-4259-8da1-7d2efe39cf9f","Code_105","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","5a59e258-36b1-4f17-8385-84c574d58168","Code_106","C51282"
"http://www.cdisc.org","In Person","2023-09-29","a8a5590f-8755-4bdc-ad82-01251ef496f5","Code_107","C175574"
"http://www.cdisc.org","Telephone Call","2023-09-29","74373353-2429-486c-a8fb-e846d62d2947","Code_108","C171537"
"http://www.cdisc.org","Visit","2023-09-29","89a32688-7ea0-42cd-a81a-149954fda851","Code_109","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","5a4b523f-5822-4786-95ca-321e04667694","Code_110","C51282"
"http://www.cdisc.org","In Person","2023-09-29","8a00e90f-6861-450f-9326-0c2123243770","Code_111","C175574"
"http://www.cdisc.org","Visit","2023-09-29","23964845-20e4-40a1-bd58-b54206c16f7f","Code_112","C25716"
"http://www.cdisc.org","Clinic","2023-09-29","22c6b925-fc82-478b-b8ec-5a29cd73222b","Code_113","C51282"
"http://www.cdisc.org","In Person","2023-09-29","13eed939-4f61-461e-a4c4-3a0c49de3efb","Code_114","C175574"
"SNOMED","CT of head without contrast","January 31, 2018","8a7864e7-4a6d-45fc-a647-d08b8e38a646","Code_72","383371000119108"
