"id","uuid:ID","name","text"
"TransitionRule_1","d27e4895-4d9a-4128-94e5-5c1ce06377ee","ENCOUNTER_START_RULE_1","Subject identifier"
"TransitionRule_2","2936c074-ba83-4e86-889e-4e4848d563c9","ENCOUNTER_START_RULE_1","completion of screening activities"
"TransitionRule_3","62e20e07-8905-4974-b516-ad6af077767a","ENCOUNTER_START_RULE_2","subject leaves clinic after connection of ambulatory ECG machine"
"TransitionRule_4","545740e6-3616-4647-9751-e0b3acfeaeef","ENCOUNTER_START_RULE_3","subject has connection of ambulatory ECG machine removed"
"TransitionRule_5","7f4d1d4f-9281-41f4-a24b-0e8d1eee2513","ENCOUNTER_START_RULE_3","Radomized"
"TransitionRule_6","279831fe-50ce-40ef-9b06-1180234ef866","ENCOUNTER_START_RULE_12","End of treatment"
"TransitionRule_7","661e52dc-40bb-4fc3-a28c-c08d97628e39","ELEMENT_START_RULE_1","Informed consent"
"TransitionRule_8","7dde2591-73c8-4e9b-b443-379e53b7c769","ELEMENT_END_RULE_1","Completion of all screening activities and no more than 2 weeks from informed consent"
"TransitionRule_9","545eeec5-2e37-4c75-a314-b65a7b66adde","ELEMENT_START_RULE_2","Administration of first dose"
"TransitionRule_14","43b5c264-a015-4ddc-b84a-7b64673545eb","ELEMENT_START_RULE_7","End of last scheduled visit on study (including early termination)"
"TransitionRule_15","ab0a71eb-3349-4439-9165-716696a8d975","ELEMENT_END_RULE_7","Completion of all specified followup activities (which vary on a patient-by-patient basis)"
"TransitionRule_10","e8ac01ad-d63e-458e-9e33-080b301dcca4","ELEMENT_START_RULE_3","Administration of first dose"
"TransitionRule_11","e391f646-41b6-495a-a24e-0d243ed21904","ELEMENT_START_RULE_4","Randomized"
"TransitionRule_12","0afa6797-0471-4ded-a2c8-8bb569a1456a","ELEMENT_START_RULE_5","Administration of first dose (from patches supplied at Visit 4)"
"TransitionRule_13","67aed6c1-53ac-4c59-b035-9bd4756012dc","ELEMENT_START_RULE_6","Administration of first dose (from patches supplied at Visit 12)"
