"description","isConditionalReason","uuid:ID","label","id","name","isConditional"
"","","b02c3df1-a06b-4ee9-9f33-ebcf45c32b99","","Activity_1","Informed consent","False"
"","","c94bae49-bd12-4800-847b-11248d8a8cc3","","Activity_2","Inclusion/exclusion criteria","False"
"","","7c0d40ed-102c-4df2-bd7c-a7798e7fa4c4","","Activity_3","Patient number assigned","False"
"","","415cc5d5-c9b3-45f6-b3c0-9dec39ee6752","Demographics","Activity_4","Demographics","False"
"","","378c60f8-5276-478b-b60e-54c716585fe5","Hachinski","Activity_5","Hachinski","False"
"","","268f6be3-9fc9-4532-ae75-2598791b8fa9","MMSE","Activity_6","MMSE","False"
"","","f1ddcc55-3b7f-4fa7-9a22-13c77daebe9c","","Activity_7","Physical examination","False"
"","","a40e7a1b-0d87-485a-8324-ed8b997e16a2","","Activity_8","Medical history","False"
"","","e60e14ab-2a4a-4087-a3da-3012bfeffde8","","Activity_9","Habits","False"
"","","3ff181a6-6eb5-4390-bb59-5753b3d80d01","","Activity_10","Chest X-ray","False"
"","","4a059b3b-d9ee-4d57-a9bf-f9961f82e598","","Activity_11","Apo E genotyping","False"
"","","0669e2df-6e5b-4507-9855-864396a78b14","","Activity_12","Patient randomised","False"
"","","92feeb56-5bab-4a65-b518-ca23babc74ce","Vital Signs and Temperature","Activity_13","Vital signs / Temperature","False"
"","","a2826d65-5e21-4e3f-a6cc-316db5c1dbb5","","Activity_14","Ambulatory ECG placed","False"
"","","20bc9125-b608-4353-b308-f5e7523aaa96","","Activity_15","Ambulatory ECG removed","False"
"","","0ce65722-1c43-454e-9e48-f4b402157d4c","","Activity_16","ECG","False"
"","","1996b156-cdf6-4196-9715-dade4a933a29","","Activity_17","Placebo TTS test","False"
"","","8fcb84d9-223e-4345-97ed-255f1f0d10b6","","Activity_18","CT scan","False"
"","","6f3580ac-0ff4-42bc-886c-0c624ce1e6af","","Activity_19","Concomitant medications","False"
"","","8f468e6e-1aea-4058-93af-20b3467994bc","","Activity_20","Hematology","False"
"","","643a3d37-dda1-4128-9d07-2e379fc76127","","Activity_21","Chemistry","False"
"","","5f6622e0-1344-4cd2-8947-63ba1f23598f","","Activity_22","Uninalysis","False"
"","","4fe38e95-325e-4071-98c3-f6b039a69344","","Activity_23","Plasma Specimen (Xanomeline)","False"
"","","a3681037-d1d5-498a-8057-3f5700a0900d","","Activity_24","Hemoglobin A1C","False"
"","","e0e70f85-1a1e-4839-a3fe-c27fe704b0ea","Study drug record , Medications dispensed, Medications returned","Activity_25","Study drug","False"
"","","e81d472d-8b34-4568-87cb-2a970fe768d4","","Activity_26","TTS Acceptability Survey","False"
"","","44215770-4f1d-4bd5-a000-4a32b796d758","","Activity_27","ADAS-Cog","False"
"","","1205407b-0092-4beb-8d2f-f95b6f5de9cd","","Activity_28","CIBIC+","False"
"","","a19982bb-50df-49be-8ccb-f8ab9991475f","","Activity_29","DAD","False"
"","","afcbe4e6-86a3-4986-bded-7755a3dc251f","","Activity_30","NPI-X","False"
"","","ba894fcf-f9f0-45ed-a5d5-d4472f8b439a","","Activity_31","Adverse events","False"
"","","c5c6bb56-d324-4ce4-8a25-930b35ee6dbf","","Activity_32","Check adverse events","False"
"","","ca728e06-f6da-4471-a913-515f46b8b40d","Supine for 5 minutes","Activity_33","Supine 5min","False"
"","","ea5b736d-1fbc-473a-96b3-d8e694e47031","Blood pressure supine","Activity_34","Blood Pressure Supine","False"
"","","1bb4a0b8-7064-4e15-a45c-b6d3981758de","Stand for 3 minutes","Activity_35","Stand 3min","False"
"","","df26b50c-c2fd-4f5e-bd2d-9bca8a3344a8","Blood pressure standing","Activity_36","Bood Pressure Standing","False"
