"codeSystemVersion","decode","id","code","uuid:ID","codeSystem"
"2023-09-29","Interventional Study","Code_1","C98388","ca623316-ec0e-418b-98ae-d120247db29e","http://www.cdisc.org"
"2023-09-29","Phase III Trial","Code_2","C15602","c46a398f-25f5-4492-9c3e-5d65d0f37ad8","http://www.cdisc.org"
"2023-09-29","Sponsor Approval Date","Code_6","C132352","7385ea83-bb4e-4d8d-a9cf-e5d0bbe5e927","http://www.cdisc.org"
"2023-09-29","Global","Code_7","C68846","36754528-0f79-4ecc-b018-8196985e3f2b","http://www.cdisc.org"
"12","Vacines Group","Code_3","VAC","6dd3bf45-b0ab-4415-8c98-1dc5e596bc43","SPONSOR"
"12","Regulatory","Code_4","REG","9b0ed62c-9856-44b2-9937-bcc100e16552","SPONSOR"
"2023-09-29","Study Registry","Code_10","C93453","7fe116c6-80d8-4d86-98a1-9eba29737883","http://www.cdisc.org"
"2020-08","United Kingdom of Great Britain and Northern Ireland","Code_11","GBR","1db536cf-e85d-485d-832b-4b499c5ccab8","ISO 3166 1 alpha3"
"2023-09-29","Clinical Study Sponsor","Code_12","C70793","df383351-435c-48dc-bc6d-f2cc6d9d4e3b","http://www.cdisc.org"
"2020-08","France","Code_13","FRA","2004bcb8-2c21-4118-83db-6ccef2bd9c68","ISO 3166 1 alpha3"
"2023-09-29","Basic Research","Code_42","C15714","ad64e87b-5742-48a5-9bcd-bedd1c4626ec","http://www.cdisc.org"
"2023-09-29","Device Feasibility Study","Code_43","C139174","951f8892-cf72-4836-8027-ef798ee03f25","http://www.cdisc.org"
"2023-09-29","Efficacy Study","Code_44","C49666","2f2a5ee2-12bf-43b7-bae8-05f86c5f2d5d","http://www.cdisc.org"
"12","Type 2 diabetes","Code_39","T2_DIABETES","5a82d41d-9f17-4d30-aae3-dcf484c61722","SPONSOR"
"January 31, 2018","Diabetes mellitus (disorder)","Code_40","73211009","43a8f876-4e89-4b3c-8121-c7faf673beaa","SNOMED"
"2023-09-29","Parallel Study","Code_45","C82639","5122476d-a141-40fc-8ad3-a0c116cae706","http://www.cdisc.org"
"2023-09-29","Visit","Code_16","C25716","b56e91e3-d3e1-4d7c-8a25-9cff4f20f1f8","http://www.cdisc.org"
"2023-09-29","Clinic","Code_17","C51282","f937a06c-59ad-45ff-aabd-40c19f77ffb6","http://www.cdisc.org"
"2023-09-29","In Person","Code_18","C175574","44442b29-79e7-4c8c-8290-eca0c0ed055d","http://www.cdisc.org"
"2023-09-29","Visit","Code_19","C25716","855025e4-6b76-444d-b570-b5e6ef65f242","http://www.cdisc.org"
"2023-09-29","Clinic","Code_20","C51282","11f35b05-b5bd-4508-b85a-8bc2f7209eef","http://www.cdisc.org"
"2023-09-29","In Person","Code_21","C175574","7299badf-3037-44fb-95a0-5233f45b26d1","http://www.cdisc.org"
"2023-09-29","Visit","Code_22","C25716","ebdffde3-800e-4d98-962c-c716f2588cc4","http://www.cdisc.org"
"2023-09-29","Clinic","Code_23","C51282","f9f56f80-1a51-4167-bfec-226b4cbf185c","http://www.cdisc.org"
"2023-09-29","In Person","Code_24","C175574","7e4e7811-0a0d-406e-a037-bacef9df574b","http://www.cdisc.org"
"2023-09-29","Visit","Code_25","C25716","132db4c6-c5c1-4b0a-8fe0-4f65dda198a4","http://www.cdisc.org"
"2023-09-29","Clinic","Code_26","C51282","657cbc14-7da5-4371-b367-6ced2fa3d530","http://www.cdisc.org"
"2023-09-29","In Person","Code_27","C175574","d1549617-6aa2-4eba-bc69-bc4686aef6ed","http://www.cdisc.org"
"2023-09-29","Visit","Code_28","C25716","41b0c6c0-c035-4792-a866-dfd09ceb857e","http://www.cdisc.org"
"2023-09-29","Home","Code_29","C18002","2a018ccb-4c09-41e9-a5e1-750c29b90991","http://www.cdisc.org"
"2023-09-29","Telephone Call","Code_30","C171537","da48ef02-1bb1-4173-88bf-8fa16c9339ad","http://www.cdisc.org"
"2023-09-29","Male","Code_72","C20197","98145e59-ff48-4a23-80c8-ce9fd8d85f02","http://www.cdisc.org"
"2023-09-29","Female","Code_73","C16576","a76aaf2e-d94c-4817-aba9-d869bb680084","http://www.cdisc.org"
"","Sex","Code_74","C28421","c66a524b-3f50-4f4a-bdf8-f022cc65eaef","NCI Thesaurus"
"","Sex","Code_71","C28421","319fd402-aab3-4afd-a0e8-4e3c0ac07575","NCI Thesaurus"
"","Race","Code_76","C17049","87f0abd3-332f-4e2b-9c96-9d46a30f70e2","NCI Thesaurus"
"","Race","Code_75","C17049","570deead-fc83-4090-bccb-5937f1b82fb6","NCI Thesaurus"
"","Vital Signs Result","Code_78","C173522","0a133a95-e6e7-4ba4-b2ed-b0311b7cffb4","NCI Thesaurus"
"2023-09-29","Kilogram","Code_79","C28252","bbdf6f97-dc76-42d2-8829-60a7ce7fec99","http://www.cdisc.org"
"2023-09-29","Gram","Code_80","C48155","826a3cb5-82cc-4451-979c-11ce498235f4","http://www.cdisc.org"
"2023-09-29","Pound","Code_81","C48531","5faaec74-4a76-4243-91d8-7207d0d7c102","http://www.cdisc.org"
"","Unit of Weight","Code_82","C48208","142c4c3d-1dd0-4b61-baba-a3420360c9fe","NCI Thesaurus"
"","Body Weight","Code_77","C81328","d5110d9e-6b7b-4030-951f-c6fddd15b64f","NCI Thesaurus"
"2023-09-29","Active Comparator Arm","Code_31","C174267","12c3e6d9-4d39-4b77-a0a5-dcdb0c698067","http://www.cdisc.org"
"2023-09-29","Data Generated Within Study","Code_32","C188866","6893506b-488b-426f-bad6-9a63f409d5ca","http://www.cdisc.org"
"2023-09-29","Placebo Comparator Arm","Code_33","C174268","a9f25182-e8ed-41f8-b940-9781ef06bb9a","http://www.cdisc.org"
"2023-09-29","Data Generated Within Study","Code_34","C188866","fb88ff9e-b36a-455e-ae0d-7315a67d157f","http://www.cdisc.org"
"2023-09-29","Open Label Study","Code_41","C49659","e9c102ad-7f60-4947-84f4-065d3c120011","http://www.cdisc.org"
"2023-09-29","Trial Screening","Code_35","C48262","7efb8e5e-3760-4d4f-879a-80d61d76bf63","http://www.cdisc.org"
"2023-09-29","Baseline Epoch","Code_36","C125938","53671fc0-f499-42da-8ce1-fc4168cced58","http://www.cdisc.org"
"2023-09-29","Treatment Epoch","Code_37","C101526","e3b3c222-85e4-48cb-a2fc-a22ace8af03e","http://www.cdisc.org"
"2023-09-29","Clinical Study Follow-up","Code_38","C99158","2c37c732-33d7-44a2-8882-8d5d6d643217","http://www.cdisc.org"
"January 31, 2018","Indication1","Code_83","12345","d4b3695d-2128-4ed8-aa4c-66bbe89161e4","SNOMED"
"January 31, 2018","Indication2","Code_84","345678","32e65ef9-03d6-4ffe-b01b-8b843ab192c0","SNOMED"
"None set","role1","Code_90","role1","1fbcb0da-5faa-48a4-81d6-d83f577f01e8","M11"
"2023-09-29","Pharmacologic Substance","Code_91","C1909","7782c93f-1580-49ea-a969-b6ece980ee5f","http://www.cdisc.org"
"2023-09-29","Day","Code_94","C25301","51e3d157-fc58-4240-854f-9b920c69fb16","http://www.cdisc.org"
"12","B","Code_89","A","c58bd518-a7a9-4cf1-872a-9fa58c3d997c","SPONSOR"
"2023-09-29","Percentage","Code_85","C25613","75cc5152-bdd0-411e-adfe-b87a59a0d58f","http://www.cdisc.org"
"2023-09-29","Milligram","Code_87","C28253","3fd891f5-46b1-4f32-b964-6f754881b07f","http://www.cdisc.org"
"2023-09-29","Dental Route of Administration","Code_86","C38197","8c4f5335-90b6-49a5-a014-288c9c099539","http://www.cdisc.org"
"2023-09-29","Ten Days Per Month","Code_88","C139179","7f03d5f8-95c3-4737-9c4a-327f69359c95","http://www.cdisc.org"
"None set","desig_1","Code_93","desig1","ac08205d-1c35-4fc5-a176-9a019ce63945","M11"
"None set","B","Code_92","A","4ef04879-d684-40c7-917f-dabad02e1bd9","FDA"
"None set","role2","Code_100","role2","e336d87b-52c8-483b-b5b3-9158131cc416","M11"
"2023-09-29","Pharmacologic Substance","Code_101","C1909","cad90d42-5e88-4325-a0c7-92f9bbd223fc","http://www.cdisc.org"
"2023-09-29","Day","Code_104","C25301","bbd5e35b-5066-42dd-8688-817e7e425788","http://www.cdisc.org"
"12","B","Code_99","A","740ad6a1-43b9-4f66-9927-977df59d67e5","SPONSOR"
"2023-09-29","Percentage","Code_95","C25613","d522c78a-f59d-43ce-9eb0-8c74c03676b4","http://www.cdisc.org"
"2023-09-29","Milligram","Code_97","C28253","2c48aab7-5a6d-4b89-a36e-c66e1b95bad3","http://www.cdisc.org"
"2023-09-29","Dental Route of Administration","Code_96","C38197","7af1d9c5-6fa4-45e2-a3b6-78ec6601d663","http://www.cdisc.org"
"2023-09-29","Ten Days Per Month","Code_98","C139179","597b730b-cac9-4f59-bcc4-fdbb22e53c4a","http://www.cdisc.org"
"None set","desig_2","Code_103","desig2","1978add0-01de-4901-a238-4d0451909c26","M11"
"None set","B","Code_102","A","1450f289-8cb4-40b3-95e1-a8904e877b62","FDA"
"2023-09-29","Trial Primary Objective","Code_111","C85826","1588698e-d592-4256-94fe-af01a395dd83","http://www.cdisc.org"
"2023-09-29","Primary Endpoint","Code_110","C94496","fb695fe3-cb8d-4e9f-aada-6a7ffc6e5150","http://www.cdisc.org"
"2023-09-29","Trial Secondary Objective","Code_113","C85827","e87bb7c2-c26a-47a8-9d0d-1ddc6fddd4cf","http://www.cdisc.org"
"2023-09-29","Secondary Endpoint","Code_112","C139173","eb421f70-fe74-49c8-8c2c-ac2dbce6d074","http://www.cdisc.org"
"2023-09-29","Secondary Endpoint","Code_114","C139173","45ccc8c3-4f24-41d5-badc-a4f45409abee","http://www.cdisc.org"
"2023-09-29","Secondary Endpoint","Code_115","C139173","85304c24-2136-4f4d-8620-1e4bbef4ed2b","http://www.cdisc.org"
"2023-09-29","Secondary Endpoint","Code_116","C139173","98b13bb4-32eb-4b3d-9f36-986e8dd8a38f","http://www.cdisc.org"
"2023-09-29","Secondary Endpoint","Code_117","C139173","3f099fae-81bc-4b20-a320-c6fe51a2fb12","http://www.cdisc.org"
"2023-09-29","Secondary Endpoint","Code_118","C139173","30d983b5-036d-4d38-8b44-5d98b2bc37d7","http://www.cdisc.org"
"2023-09-29","Secondary Endpoint","Code_119","C139173","1c56556b-561c-4c01-8886-0bc65b6f8d80","http://www.cdisc.org"
"2023-09-29","Secondary Endpoint","Code_120","C139173","5d86ab3c-f840-48d9-ba1f-9e1208237d6a","http://www.cdisc.org"
"2023-09-29","Secondary Endpoint","Code_121","C139173","f4aaada8-bd55-4950-95ca-ffbe8ef85d1a","http://www.cdisc.org"
"2023-09-29","Secondary Endpoint","Code_122","C139173","6b141eee-e15e-4e97-a163-2ae38f21612b","http://www.cdisc.org"
"2023-09-29","Secondary Endpoint","Code_123","C139173","f5937c97-2c5f-4291-bf91-923aad8c4da2","http://www.cdisc.org"
"2023-09-29","Before","Code_48","C201264","089fc84d-849b-4482-9f67-ae0a3adf3897","http://www.cdisc.org"
"2023-09-29","Start to Start","Code_50","C201265","dfdaafb3-223d-4d1d-b2ee-099468e1433e","http://www.cdisc.org"
"2023-09-29","Before","Code_53","C201264","c29f0799-95b9-4f66-a08b-c75d5ab2e9e2","http://www.cdisc.org"
"2023-09-29","Start to Start","Code_55","C201265","0137043a-2441-4487-896c-fe9e8da07886","http://www.cdisc.org"
"2023-09-29","Fixed Reference","Code_56","C201264","9d2bf7ae-7024-44a6-9d59-f85cc8a2a57d","http://www.cdisc.org"
"2023-09-29","Start to Start","Code_60","C201265","869506f9-6066-424e-af56-be7c1b7e69a3","http://www.cdisc.org"
"2023-09-29","After","Code_62","C201264","ddf6481c-e79b-4473-a18c-f693802a3638","http://www.cdisc.org"
"2023-09-29","Start to Start","Code_65","C201265","d2ff593d-43c7-4c70-a08a-41a36349d851","http://www.cdisc.org"
"2023-09-29","After","Code_67","C201264","3850d36f-16a5-49ad-a13a-5b471069ac44","http://www.cdisc.org"
"2023-09-29","Start to Start","Code_70","C201265","cab1f095-c024-47d3-a5fe-498d7b131331","http://www.cdisc.org"
"2023-09-29","Draft","Code_5","C85255","1dc927b2-5ba5-4503-a219-e6e37d4bf1ed","http://www.cdisc.org"
"2023-09-29","Protocol Effective Date","Code_8","C99903x1","17f611f5-3180-4836-8fb5-a566ddfd4e9b","http://www.cdisc.org"
"2023-09-29","Global","Code_9","C68846","811b478b-2844-440b-add2-25badf217604","http://www.cdisc.org"
