"id:ID","uuid","description","label","name","id","text"
"480","3750c3a5-2818-49db-b6f3-0d9cbe1932ad","","","ENCOUNTER_START_RULE_1","TransitionRule_1","Subject identifier"
"481","477b9865-91e5-490f-8ef3-7593c2ae1324","","","ENCOUNTER_START_RULE_1","TransitionRule_2","completion of screening activities"
"482","b6ddd6be-cec5-4b61-8065-a53a2e49f027","","","ENCOUNTER_START_RULE_2","TransitionRule_3","subject leaves clinic after connection of ambulatory ECG machine"
"483","780e156e-ff31-47c9-8a87-81c6bc5fa69c","","","ENCOUNTER_START_RULE_3","TransitionRule_4","subject has connection of ambulatory ECG machine removed"
"484","ca48fe8a-4fe3-4f83-80d0-b82aee290ef8","","","ENCOUNTER_START_RULE_3","TransitionRule_5","Radomized"
"485","35b0c586-6441-4edf-a4c0-c0a398a6819f","","","ENCOUNTER_START_RULE_12","TransitionRule_6","End of treatment"
"486","40b10a77-04dc-45dd-9330-95e2ded5745c","","","ELEMENT_START_RULE_1","TransitionRule_7","Informed consent"
"487","fbad1f21-b063-4031-98a6-356254a4adb9","","","ELEMENT_END_RULE_1","TransitionRule_8","Completion of all screening activities and no more than 2 weeks from informed consent"
"488","1ad51779-3f83-4189-9e5f-fd465b275e00","","","ELEMENT_START_RULE_2","TransitionRule_9","Administration of first dose"
"489","ac3c815d-a4de-41fb-849f-dcf0db9f99d2","","","ELEMENT_START_RULE_7","TransitionRule_14","End of last scheduled visit on study (including early termination)"
"490","90492844-e451-433a-8f08-405dfd707cea","","","ELEMENT_END_RULE_7","TransitionRule_15","Completion of all specified followup activities (which vary on a patient-by-patient basis)"
"491","b141b450-4451-4b88-82c4-f3897571644a","","","ELEMENT_START_RULE_3","TransitionRule_10","Administration of first dose"
"492","939ca58a-e326-40e5-bd2b-272cf7724ccd","","","ELEMENT_START_RULE_4","TransitionRule_11","Randomized"
"493","c29732e0-d262-4404-93a7-df678a4f3995","","","ELEMENT_START_RULE_5","TransitionRule_12","Administration of first dose (from patches supplied at Visit 4)"
"494","203e9b7c-d0a6-44df-b6ab-91364955754d","","","ELEMENT_START_RULE_6","TransitionRule_13","Administration of first dose (from patches supplied at Visit 12)"
