"codeSystemVersion","uuid:ID","codeSystem","code","instanceType","id","decode"
"2023-09-29","adfc0b6e-33ac-4fb6-bc22-2d671e44adb0","http://www.cdisc.org","C98388","Code","Code_1","Interventional Study"
"2023-09-29","f6fa87f8-94f7-4a65-87f5-ee742797decc","http://www.cdisc.org","C15601","Code","Code_2","Phase II Trial"
"2023-09-29","dda45c9a-67bb-428a-a739-08c339e133fe","http://www.cdisc.org","C132352","Code","Code_9","Sponsor Approval Date"
"2023-09-29","ea2f9191-4e70-4617-a4c0-3a4bbfbeec83","http://www.cdisc.org","C68846","Code","Code_10","Global"
"2023-09-29","7474d75f-cf82-4c85-8dd1-fec38d90a8c4","http://www.cdisc.org","C99904x3","Code","Code_72","IRB/IEC Feedback"
"2023-09-29","661b70d8-3e21-4e3f-8ba7-42a948524b90","http://www.cdisc.org","C17649","Code","Code_73","Other"
"2023-09-29","0ee52b14-2d29-4ec3-9a37-1acc8b6e7cf9","http://www.cdisc.org","C41129","Code","Code_75","Region"
"2020-08","afd11746-6b18-4b92-a3be-9483946edcc2","ISO 3166 1 alpha3","150","Code","Code_74","Europe"
"12","5de6bbef-5383-4f09-a3e0-77ba4fbe676f","SPONSOR","PHARMA","Code","Code_4","Eli Lilly"
"2023-09-29","2c1ca94a-db41-41fc-b229-0d227da3d208","http://www.cdisc.org","C70793","Code","Code_76","Clinical Study Sponsor"
"2020-08","b5a5f370-f2a0-4406-94d9-d2af7d8550da","ISO 3166 1 alpha3","DNK","Code","Code_77","Denmark"
"2023-09-29","69d6240e-edbb-4c1b-b6bc-31c38ddff095","http://www.cdisc.org","C93453","Code","Code_78","Study Registry"
"2023-09-29","08914b18-5895-491b-ab98-b35a74b9170e","http://www.cdisc.org","C49656","Code","Code_136","Treatment Study"
"2023-09-29","4bee3b74-89eb-47db-ab59-1c9d146b37e2","http://www.cdisc.org","C49666","Code","Code_137","Efficacy Study"
"2023-09-29","922ee2c9-b9e1-410b-92eb-0af162db3d74","http://www.cdisc.org","C49667","Code","Code_138","Safety Study"
"2023-09-29","e92e032c-e862-4abf-9d03-6ffae1189591","http://www.cdisc.org","C49663","Code","Code_139","Pharmacokinetic Study"
"12","d4737791-ac2b-4a9a-96ca-1b1ef6d7a91d","SPONSOR","MILD_MOD_ALZ","Code","Code_133","Mild to Moderate Alzheimer's Disease"
"January 31, 2018","118a6488-693c-4720-9802-ed0f82b03974","SNOMED","26929004","Code","Code_134","Alzheimer's disease"
"2023-09-29","823fd1cc-35ac-43cf-9048-f05a0de63206","http://www.cdisc.org","C99907x1","Code","Code_142","EXTENSION"
"2023-09-29","858af859-e5fe-401c-95da-73e9eada152e","http://www.cdisc.org","C98704","Code","Code_143","ADAPTIVE"
"2023-09-29","ea18a2be-7b81-4e9b-a273-0e186db7b87c","http://www.cdisc.org","C82639","Code","Code_140","Parallel Study"
"2023-09-29","6993b004-742b-46a1-9397-bb372405aea5","http://www.cdisc.org","C25716","Code","Code_82","Visit"
"2023-09-29","7fb1fc2f-f0c4-4146-ab62-ae64d80a6370","http://www.cdisc.org","C51282","Code","Code_83","Clinic"
"2023-09-29","9433516e-5dd6-401c-af66-c1a3a9dac8b0","http://www.cdisc.org","C175574","Code","Code_84","In Person"
"2023-09-29","514b01cd-1d9f-48fd-a125-48c2a53dbbbb","http://www.cdisc.org","C25716","Code","Code_85","Visit"
"2023-09-29","db9625ed-024a-41de-9945-488b3ff8ae80","http://www.cdisc.org","C51282","Code","Code_86","Clinic"
"2023-09-29","d9272376-7a4c-4017-bc3b-cf758df360b9","http://www.cdisc.org","C175574","Code","Code_87","In Person"
"2023-09-29","d6872df8-12db-443b-94e0-13062e64a9a2","http://www.cdisc.org","C25716","Code","Code_88","Visit"
"2023-09-29","294ecec3-b3ec-4170-a76b-57dbba61ce8f","http://www.cdisc.org","C51282","Code","Code_89","Clinic"
"2023-09-29","0f65bf96-f2ad-471b-af88-8f78eab0efc4","http://www.cdisc.org","C175574","Code","Code_90","In Person"
"2023-09-29","6659b1b8-6549-4a50-824a-06dd4f4a196e","http://www.cdisc.org","C25716","Code","Code_91","Visit"
"2023-09-29","31e4004e-f647-4172-8a73-24a0bc872345","http://www.cdisc.org","C51282","Code","Code_92","Clinic"
"2023-09-29","30454a54-4ab7-4c3c-a53f-bb50d7cac4a4","http://www.cdisc.org","C175574","Code","Code_93","In Person"
"2023-09-29","d54fc12c-40d0-4510-81db-a15f7e7112e1","http://www.cdisc.org","C25716","Code","Code_94","Visit"
"2023-09-29","d25387f0-e03b-4ca3-80b3-60d22b8d122f","http://www.cdisc.org","C51282","Code","Code_95","Clinic"
"2023-09-29","c4d9be8f-d01a-4b8e-a129-2e4ef4f648a3","http://www.cdisc.org","C175574","Code","Code_96","In Person"
