"name","uuid:ID","instanceType","description","label","id"
"E1","1f458bb0-56ad-416d-8155-d8cd93ebcc54","Encounter","Screening encounter","Screening 1","Encounter_1"
"E2","ffc701b3-5e7f-4901-ad6d-530423e69a23","Encounter","Screening encounter - Ambulatory ECG Placement","Screening 2","Encounter_2"
"E3","cb68c085-b9b8-4e8e-8416-8a0951618a2e","Encounter","Baseline encounter - Ambulatory ECG Removal","Baseline","Encounter_3"
"E4","686c7359-e09a-45a2-a4a8-f6f19cf19526","Encounter","Day 14","Week 2","Encounter_4"
"E5","0bb08df9-2688-4733-ad5a-d59db5d478ad","Encounter","Day 28","Week 4","Encounter_5"
"E7","e9126126-23f5-449e-a055-af83ec0ae06c","Encounter","Day 42","Week 6","Encounter_6"
"E8","fda75806-acdd-4937-9b21-6027b4a81622","Encounter","Day 56","Week 8","Encounter_7"
"E9","900ba52f-e934-4e05-ae02-256d22bdab88","Encounter","Day 84","Week 12","Encounter_8"
"E10","ad6bf653-a3eb-4828-9335-93aa1c3d36a4","Encounter","Day 112","Week 16","Encounter_9"
"E11","744ea47f-082e-4188-8ab8-4437f86c31f8","Encounter","Day 140","Week 20","Encounter_10"
"E12","52941b12-ac65-4300-83d7-222f3d1892f6","Encounter","Day 168","Week 24","Encounter_11"
"E13","ceb26e11-2115-4e00-afa5-866e1fd42a7f","Encounter","Day 182","Week 26","Encounter_12"
