"name","text","uuid:ID","instanceType","id"
"ENCOUNTER_START_RULE_1","Subject identifier","b45395d4-1f7f-4a15-bae4-0ca56f6a6abb","TransitionRule","TransitionRule_1"
"ENCOUNTER_START_RULE_1","completion of screening activities","a3bb0d1f-041a-4bb0-a9a1-911947e5bd67","TransitionRule","TransitionRule_2"
"ENCOUNTER_START_RULE_2","subject leaves clinic after connection of ambulatory ECG machine","4555dcbf-7c48-4bb1-8f6d-b93de6d85331","TransitionRule","TransitionRule_3"
"ENCOUNTER_START_RULE_3","subject has connection of ambulatory ECG machine removed","932615a2-0951-4ff7-995e-aeebf8fc380a","TransitionRule","TransitionRule_4"
"ENCOUNTER_START_RULE_3","Radomized","a814edbf-b359-49b3-8815-867985a7e4ce","TransitionRule","TransitionRule_5"
"ENCOUNTER_START_RULE_12","End of treatment","fd8c20f4-7cb1-4949-8803-6b32df728a29","TransitionRule","TransitionRule_6"
"ELEMENT_START_RULE_1","Informed consent","ad9a2d6b-3668-474b-882a-2ab1cc46731b","TransitionRule","TransitionRule_7"
"ELEMENT_END_RULE_1","Completion of all screening activities and no more than 2 weeks from informed consent","db1e852b-cbfe-49bd-817f-1a52b3a7c976","TransitionRule","TransitionRule_8"
"ELEMENT_START_RULE_2","Administration of first dose","56b49364-b1f2-466f-80fc-6401c706eccb","TransitionRule","TransitionRule_9"
"ELEMENT_START_RULE_7","End of last scheduled visit on study (including early termination)","543526fd-a167-472d-a9de-0ce147af96b7","TransitionRule","TransitionRule_14"
"ELEMENT_END_RULE_7","Completion of all specified followup activities (which vary on a patient-by-patient basis)","213ab8e8-7ec7-4d93-a3f5-8b3981def251","TransitionRule","TransitionRule_15"
"ELEMENT_START_RULE_3","Administration of first dose","64d086fb-5b8b-4b68-8ac2-e70367152447","TransitionRule","TransitionRule_10"
"ELEMENT_START_RULE_4","Randomized","b394db79-be1d-4798-8546-57a9716c4ced","TransitionRule","TransitionRule_11"
"ELEMENT_START_RULE_5","Administration of first dose (from patches supplied at Visit 4)","fa68bfb9-7b9f-4b94-bb2c-eb0450b85c80","TransitionRule","TransitionRule_12"
"ELEMENT_START_RULE_6","Administration of first dose (from patches supplied at Visit 12)","5464b9c1-b4ce-470b-88a2-daa135dc897f","TransitionRule","TransitionRule_13"
